f1	f2
0.000000000000000e+00	1.000000000000000e+00
1.429258664206512e-03	9.633692745360052e-01
1.631548786128567e-02	8.850670659308201e-01
2.045075566165944e-02	8.729077003335026e-01
3.776345104644685e-02	8.342600146418786e-01
7.878241284698495e-02	7.762071274759260e-01
9.065721271367977e-02	7.636344537843417e-01
1.041594831403847e-01	7.622277149660942e-01
1.141594831403847e-01	7.365791438406559e-01
3.141594831403847e-01	4.768508961327566e-01
7.866672560852324e-01	4.693742225717633e-01
8.946286884724246e-01	4.298051653481149e-01
5.081723117599730e-02	8.255515270457461e-01
1.116811757440406e-01	7.412688103672684e-01
1.285908777928521e-01	7.338324321685037e-01
2.368384724714974e-01	6.353635054518627e-01
2.468384724714974e-01	6.055485087242609e-01
1.000000000000000e+00	8.269579752950712e-02
