f1	f2
0.000000000000000e+00	1.000000000000000e+00
6.000000000000000e-01	4.818479305519497e-01
2.409521392199876e-02	8.634018029317377e-01
3.678910035889982e-02	8.360837539949730e-01
5.946739301182480e-02	7.934596201026024e-01
2.394673930118248e-01	5.760964048972346e-01
2.494673930118248e-01	5.450927849433298e-01
2.594673930118248e-01	5.223637929848520e-01
7.594673930118248e-01	1.351448207374844e-01
6.227945100086698e-01	4.478619048635368e-01
6.627945100086698e-01	4.126356957614387e-01
6.727945100086699e-01	4.046436015913238e-01
