f1	f2
0.000000000000000e+00	1.000000000000000e+00
3.917692415593743e-02	8.316689057916182e-01
4.984044031556878e-02	8.138934298041460e-01
8.246926496416629e-02	7.721633120282370e-01
2.504634416739624e-01	6.655074990641862e-01
2.604634416739624e-01	6.616252798230770e-01
2.704634416739624e-01	6.269174607737369e-01
4.704634416739624e-01	4.147630467775174e-01
8.833661801676929e-02	7.677896361986251e-01
1.162062709350551e-01	7.321761521111669e-01
1.832982092536943e-01	6.676603624791667e-01
1.883964955192263e-01	6.673642144323468e-01
2.794932403512858e-01	5.775254951387512e-01
7.794932403512858e-01	2.171941707219358e-01
1.000000000000000e+00	9.723093381930524e-02
