f1	f2
0.000000000000000e+00	1.000000000000000e+00
6.780278580829846e-02	7.891221843280912e-01
8.471973270693756e-02	7.697593774280770e-01
1.277042373029652e-01	7.310025625030245e-01
1.751751823591901e-01	7.144362348639447e-01
1.851751823591901e-01	6.952598345718284e-01
1.951751823591901e-01	6.623429506491718e-01
3.951751823591901e-01	4.531087527826632e-01
2.853334273048116e-02	9.080737153176316e-01
3.853334273048116e-02	8.821081712926968e-01
4.853334273048116e-02	8.364474479018813e-01
5.853334273048116e-02	7.963354649776019e-01
5.585333427304812e-01	2.587452561610597e-01
5.283614220373256e-02	8.068554408523727e-01
1.293158365355108e-01	7.176016211311911e-01
1.979478566323207e-01	6.583572055248670e-01
2.079478566323207e-01	6.263719704682034e-01
1.000000000000000e+00	5.995212858213925e-02
