f1	f2
0.000000000000000e+00	1.000000000000000e+00
8.922584474251050e-02	7.650833382420112e-01
9.423593731284841e-02	7.600845952805442e-01
1.883053876706614e-01	6.908444891735530e-01
2.479652692782515e-01	6.604995755976718e-01
2.501823825796028e-01	6.507854693617720e-01
2.601823825796028e-01	6.137952895393135e-01
4.601823825796028e-01	4.328141502941184e-01
5.342615880441050e-02	8.397888720055714e-01
6.342615880441051e-02	8.214850892122483e-01
7.342615880441050e-02	7.938969298111375e-01
5.734261588044105e-01	2.483803016888360e-01
2.611841348813409e-03	9.811407628804287e-01
1.261184134881341e-02	9.672559988889311e-01
1.000000000000000e+00	2.082975761412950e-02
