f1	f2
0.000000000000000e+00	1.000000000000000e+00
6.000000000000000e-01	4.941268937951973e-01
9.597840877440889e-02	7.583923138717357e-01
1.097506080848342e-01	7.457673614577807e-01
1.409947837538958e-01	6.971168687444707e-01
3.409947837538959e-01	5.006512738607722e-01
5.700003812738252e-02	8.211707227788029e-01
3.097287738465138e-01	6.503138782960274e-01
3.261496209730026e-01	5.887290215494895e-01
7.230372725545395e-01	4.536563464751492e-01
7.911602561281168e-02	7.679265007158074e-01
1.000000000000000e+00	3.164187366668980e-02
