f1	f2
0.000000000000000e+00	1.000000000000000e+00
4.620284013541720e-02	8.196397873832781e-01
5.467501254254492e-02	8.066846153644298e-01
7.228798721071072e-02	7.836769977939708e-01
8.969577294253717e-02	7.646057814378495e-01
2.041495963730851e-01	6.820928935437278e-01
2.088235418727415e-01	6.681270649849995e-01
2.188235418727416e-01	6.592552537514649e-01
4.188235418727416e-01	4.468415647618425e-01
1.530557298204970e-01	6.944646268846284e-01
2.921892568594826e-01	6.208008549312026e-01
3.192358635290884e-01	6.173561268590281e-01
3.392358635290884e-01	6.018694340717211e-01
3.592358635290884e-01	5.727719402511394e-01
8.592358635290884e-01	9.593402222864945e-02
1.000000000000000e+00	3.688754130787040e-02
