f1	f2
0.000000000000000e+00	1.000000000000000e+00
6.000000000000000e-01	4.651630735703162e-01
3.090417368280973e-03	9.469257204405148e-01
4.941238494122324e-02	8.145544733761166e-01
6.658752810025348e-02	7.906415936658773e-01
1.369431311893582e-01	7.240209250889867e-01
1.574517342003006e-01	7.216533728820029e-01
1.674517342003006e-01	6.956861353727102e-01
3.674517342003006e-01	4.854811341951819e-01
2.311275119233420e-01	6.405382455540362e-01
8.028183255349299e-01	4.443023561615898e-01
8.128183255349299e-01	4.415410224822059e-01
8.328183255349300e-01	4.042974059843356e-01
8.742955926113402e-02	7.875267111180865e-01
9.742955926113402e-02	7.368790540356135e-01
1.000000000000000e+00	3.600495076228947e-02
