f1	f2
0.000000000000000e+00	1.000000000000000e+00
6.000000000000000e-01	4.674803578576394e-01
2.856532890646246e-03	9.488827558632620e-01
2.007566549642026e-02	8.739442725199108e-01
3.011003334720841e-02	8.495288672395709e-01
8.502463041552401e-02	7.810173553783140e-01
9.502463041552400e-02	7.425852618447641e-01
2.950246304155240e-01	4.957029657904352e-01
1.869474694123529e-01	7.215185979476879e-01
1.969474694123529e-01	6.963219662042563e-01
6.969474694123529e-01	2.384497538598479e-01
2.449161886053729e-01	6.285212626001176e-01
2.549161886053729e-01	5.902631071829997e-01
1.000000000000000e+00	8.712797655757014e-02
