f1	f2
0.000000000000000e+00	1.000000000000000e+00
7.635339658048312e-02	7.789470195735593e-01
4.424987573473562e-01	4.735093467998301e-01
4.140348129845151e-02	8.126141788850106e-01
6.444532816870019e-02	7.802978931835506e-01
9.997596544180687e-02	7.556194528438058e-01
1.612521091707437e-01	7.017271114985716e-01
1.712521091707437e-01	6.853475837476081e-01
6.712521091707437e-01	2.152969453494107e-01
5.494943422029648e-02	7.945428305604312e-01
1.062824734987061e-01	7.290385123904261e-01
1.743566165548281e-01	6.378778762297277e-01
3.672020375103728e-01	5.403946754867006e-01
3.772020375103728e-01	5.164476612669248e-01
3.872020375103728e-01	5.006554875059787e-01
1.000000000000000e+00	1.031091714870497e-01
