f1	f2
1	0
1	0
1	0
1	0
1	0.0005594488959
0.9999995791	0.0005966195939
0.9999995791	0.0005966195939
0.9999904936	0.001156845535
0.9999730941	0.001185987707
0.9999695242	0.001382157819
0.999952811	0.001618721536
0.999781678	0.001926543639
0.9997725099	0.00239225515
0.9992684122	0.003078882819
0.9972826614	0.007222419153
0.996873509	0.008263397228
0.9953951163	0.01602729484
0.9953951162	0.01602792713
0.9927901655	0.01811779867
0.9903877657	0.02133237486
0.9855206257	0.03164134822
0.9827498464	0.0355918586
0.9803611628	0.04048381921
0.9803611628	0.04048381921
0.9794426058	0.04257327173
0.9790795995	0.04337203759
0.9767435391	0.04792937361
0.9767429491	0.04793051356
0.9765283593	0.0491914119
0.974931555	0.05063530752
0.9744758118	0.05151370511
0.9732711482	0.05492554424
0.9732711482	0.05492554424
0.9657666749	0.0686623835
0.9610596915	0.07824328071
0.9610596409	0.07824337762
0.9589474832	0.08211817336
0.9589411599	0.08283329511
0.9574792336	0.08626219701
0.9554865376	0.08879781891
0.9554807294	0.08896638131
0.9534247572	0.09267168996
0.9527523532	0.09379282145
0.9525455634	0.09494984665
0.951481743	0.09658777774
0.9507643791	0.09759071665
0.9504467178	0.09819442962
0.9502045817	0.09863681577
0.9501261917	0.09880357615
0.9501261912	0.09880357709
0.9501098878	0.09883273013
0.950044704	0.0989536893
0.9500395924	0.09896876277
0.9500395924	0.09896876277
0.9500290311	0.09918755921
0.9500290311	0.09918755921
0.9500275069	0.09926612708
0.9500270901	0.09929129763
0.9500257955	0.09943793113
0.9344747131	0.1285050155
0.9268421312	0.1428648574
0.9247823758	0.1464717066
0.9247823742	0.1464717096
0.9222864628	0.1514608815
0.9222864628	0.1514608815
0.9195853778	0.1561184885
0.915296106	0.1642802446
0.9134148288	0.1677156535
0.9134148282	0.1679366011
0.9105563457	0.1726989872
0.9076169271	0.1781889631
0.9055479832	0.1819734636
0.9055477441	0.1819892233
0.9053428497	0.1824384726
0.9048337766	0.1832985482
0.9048337766	0.1832985482
0.904396584	0.1838574243
0.9041827738	0.1843590991
0.903933385	0.1845718332
0.9039333747	0.1846608229
0.9037498855	0.1850562091
0.9036679385	0.1852020183
0.9034517921	0.1857216566
0.9032584688	0.18599185
0.9026691477	0.1867683447
0.9026691477	0.1867683447
0.9026637092	0.1869020226
0.9026635715	0.1869794791
0.9026635353	0.1871447504
0.9026635353	0.1871447504
0.895743627	0.1985944743
0.8861835342	0.2354456963
0.8861835342	0.2354456963
0.8740132797	0.2379789768
0.8649353372	0.2567099992
0.8455096771	0.286948988
0.8455096771	0.286948988
0.8290581842	0.3143721155
0.8290581823	0.3155833693
0.8278995409	0.3165308668
0.8275954661	0.3207799924
0.8275954661	0.3207799924
0.8239831654	0.3226536642
0.8109743306	0.3437533858
0.8105101608	0.3445049112
0.810444771	0.344645849
0.8104145567	0.3446948011
0.8104144457	0.3450680261
0.8104144457	0.3450680261
0.7909486366	0.3784289313
0.7795925433	0.3932477317
0.7704449067	0.4076026744
0.7642111612	0.4191231772
0.7428142255	0.4499304221
0.6940237317	0.5216735696
0.6734127587	0.5474450833
0.672081095	0.5515966081
0.6594647197	0.5661502912
0.6594148433	0.5684288956
0.6528584747	0.5752188894
0.6405593835	0.5904842545
0.6336429384	0.6019707852
0.6316892628	0.6025764165
0.6315455461	0.6026855081
0.6307389513	0.6031834895
0.6307382146	0.6032546586
0.6307378649	0.60534178
0.6307377666	0.6054679137
0.6307377366	0.6057378955
0.560907212	0.6869537114
0.5585352948	0.689383604
0.5585345864	0.6893843946
0.5235112007	0.7271996836
0.5028025137	0.747987112
0.4964736345	0.7548569695
0.4658604388	0.7946646408
0.4658595007	0.7946655069
0.4404705429	0.8066670737
0.4401699456	0.832282379
0.3912082135	0.8478481087
0.3912082135	0.8478481087
0.3693844248	0.8642259186
0.3446536103	0.8819262913
0.3446536103	0.8819262913
0.3192817314	0.8986842707
0.3192501489	0.8987044192
0.3017898911	0.9096376208
0.2959237808	0.9136218167
0.2912311999	0.9158603423
0.2878603431	0.9177588785
0.286905607	0.918354603
0.283197293	0.9205398697
0.2822541939	0.9210716139
0.2819877597	0.9210969127
0.2811938658	0.9216132706
0.2811237595	0.9216558616
0.2809456833	0.9217314673
0.2807782887	0.9217781841
0.2807757843	0.9217795929
0.28077547	0.9218271867
0.28077547	0.9218271867
0.2807753442	0.92183439
0.2807753344	0.9218585009
0.2807753344	0.9218585009
0.2807753312	0.9219042099
0.2807753312	0.9219042099
0.2807753265	0.9219061294
0.2807753201	0.9219980351
0.2807753201	0.9219980351
0.2807753195	0.921998074
