f1	f2
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
9.897393751720126e-01	2.041596923411404e-02
9.721087299814463e-01	5.500461709385962e-02
9.502129316321360e-01	9.709538455906153e-02
9.241836675359207e-01	1.458845486598547e-01
6.321205588285577e-01	6.004235991062720e-01
5.156955550200431e-01	7.327847055556099e+00
3.009213020063441e-01	8.663846395188557e+00
