6.86871e-01	4.86561e-02	2.21405e-02	4.83023e-02	1.13783e-01	9.10758e-06	1.49032e-01	4.74943e-01	6.56100e-03	4.42556e-01
7.25752e-01	6.47336e-01	4.82034e-01	4.83539e-02	6.04929e-01	6.69694e-02	9.31590e-02	2.17173e-01	1.51861e-01	2.15376e-02
6.20043e-02	1.17522e-01	1.46210e-02	4.76918e-01	5.96744e-01	7.82872e-01	7.25621e-02	6.90119e-02	1.21567e-01	5.82939e-02
7.57969e-02	5.23198e-02	4.31925e-01	1.02134e-01	1.37810e-01	1.05943e-01	2.38003e-01	1.62486e-01	5.16244e-01	5.70208e-01
7.89567e-02	1.14267e-01	2.17986e-01	1.62662e-01	7.36237e-02	8.92393e-01	6.40177e-01	1.43332e-01	6.24630e-01	4.79436e-02
8.20965e-02	5.06595e-01	2.14427e-01	6.27992e-01	6.76408e-01	6.01896e-01	3.29046e-01	2.00036e-01	3.44153e-02	4.43229e-01
8.46365e-02	8.35053e-02	4.93922e-01	4.30228e-01	1.20871e-01	2.12556e-03	3.20999e-01	2.91193e-01	2.99377e-01	5.63789e-01
6.96396e-01	8.88712e-02	2.76360e-02	1.02134e-01	1.39011e-01	2.12296e-03	2.00212e-01	1.88621e-01	4.85847e-01	4.22600e-01
4.15116e-01	1.17522e-01	3.95981e-02	4.85074e-01	5.96744e-01	7.37620e-01	7.25621e-02	8.00973e-02	1.26951e-01	5.82939e-02
6.87431e-01	1.20675e-01	1.34706e-02	4.92589e-01	1.14480e-03	9.56661e-02	1.00447e-01	4.44481e-03	4.50688e-01	9.82831e-02
8.22376e-02	7.64963e-02	5.38793e-01	1.71949e-01	1.81968e-01	9.01668e-01	5.88415e-01	5.88878e-01	9.00340e-02	3.72811e-01
8.20789e-02	9.59707e-01	2.31391e-01	8.37462e-01	6.80499e-01	2.60345e-01	3.63509e-01	8.72063e-01	2.59419e-01	6.45923e-02
