f1	f2
1	0
1	6.661338148e-16
1	6.661338148e-16
1	8.881784197e-16
1	1.554312234e-15
1	1.554312234e-15
1	1.776356839e-15
1	1.998401444e-15
1	2.220446049e-15
1	3.330669074e-15
1	3.552713679e-15
1	5.995204333e-15
1	6.661338148e-15
1	1.465494393e-14
1	2.065014826e-14
1	2.287059431e-14
1	2.331468352e-14
1	2.664535259e-14
1	3.019806627e-14
1	3.130828929e-14
1	4.285460875e-14
1	4.463096559e-14
1	5.950795412e-14
1	1.016964291e-13
1	1.381117443e-13
1	2.555733403e-13
1	3.277378369e-13
1	3.570477247e-13
1	4.43423076e-13
1	4.778399898e-13
1	4.967137812e-13
1	5.384581669e-13
1	7.434053373e-13
1	1.491029522e-12
1	2.299938018e-12
1	2.749134254e-12
1	4.678923915e-12
1	7.815526004e-12
1	8.619549519e-12
1	1.011946082e-11
1	1.786548687e-11
1	1.92266203e-11
1	2.679656497e-11
1	2.72541989e-11
1	3.416555927e-11
1	3.92637034e-11
1	9.278888768e-11
0.9999999889	2.220202389e-08
0.9972251247	0.005542050683
0.9960298365	0.01364292958
0.9960278792	0.01375491492
0.9825755396	0.03454530902
0.9801049724	0.03943815401
0.9801049724	0.03943815401
0.93782726	0.1204800304
0.93782726	0.1204800304
0.93782726	0.1204800304
0.93782726	0.1204800304
0.8824303314	0.2259671921
0.7704838445	0.4063546454
0.7508218104	0.4398807214
0.7425252979	0.6319815425
0.5000000001	0.7499999999
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
0.5	0.75
1.699403798e-24	1
1.699403798e-24	1
1.699403798e-24	1
1.699403798e-24	1
1.406997363e-33	1
1.406997363e-33	1
1.406997363e-33	1
1.406997363e-33	1
1.406997363e-33	1
1.406997363e-33	1
1.406997363e-33	1
1.406997363e-33	1
1.406997363e-33	1
0	1.375193288
