%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          cdv_7          cdv_8          cdv_9          cdv_10         cdv_11         cdv_12         cdv_13         cdv_14         cdv_15         cdv_16         cdv_17         cdv_18         cdv_19         cdv_20         cdv_21         cdv_22         cdv_23         cdv_24         cdv_25         cdv_26         cdv_27         cdv_28         cdv_29         cdv_30         obj_fn         
1        NO_ID      3.2481853      1.637829759    3.897325736    -1.07228917    0.7190271476   2.335868517    4.828864877    4.862939023    -0.6307399354  -0.806014204   3.116233959    -4.889458352   -2.883537067   -3.733316317   -2.14695       -1.866081179   -2.142198607   -1.017127939   -1.38250097    0.3237059579   4.72168585     0.08535941253  -4.612054216   -3.935226295   -0.8834306722  -2.515884734   -2.681396123   -0.4302147927  0.8674042871   0.1196641175   -7218386.618   
2        NO_ID      2.107152677    -0.4460869563  -1.02567971    4.421392524    -2.085833934   -3.818090592   -4.816755909   -3.112599968   -0.1341993767  1.537532125    2.45701746     -3.66424578    -2.188671925   -2.710283423   4.534790777    1.094148332    0.2031043964   5.077989496    2.222150099    2.953051824    -1.455754397   -2.312811197   -0.9813731278  2.593061049    -1.795600888   -0.8474237064  -2.114232322   -3.805148111   -3.875242134   1.228911804    2611.555173    
3        NO_ID      4.793726206    4.382768785    -3.941747116   -1.371752024   -2.200629751   4.314409554    -1.891952516   0.5016010252   3.115484885    2.80884577     1.199800674    0.2083144052   -2.001295302   3.439136984    2.564905556    -1.432743182   -2.311545444   3.481968848    -2.604793457   -2.592738754   -0.6006939653  1.025173161    4.024241352    -4.548164287   0.8147688745   4.881052424    2.645660992    -5.093507941   0.6380050662   -3.813848934   -1412925.896   
4        NO_ID      -0.01705034294 0.1350520755   -4.531402184   -2.82432982    4.428377583    1.143249261    -1.739993517   3.731814883    -3.668204177   3.803227003    -3.939484556   1.247765215    2.150712396    -1.941985835   -0.7262682725  3.3477025      1.283556883    2.219886957    -1.145387264   -4.402681498   -2.2484734     -1.171343509   3.166849021    0.3869328134   -2.663925213   -3.009324733   -3.336394205   1.595474592    3.813149009    3.496278995    592.525047     
5        NO_ID      0.0147624238   -2.784061195   4.359267862    -2.485905926   -1.236036595   -3.158323092   -3.457942234   -4.929066626   -4.95897982    -3.97539828    -3.846580362   -1.287233432   -4.10324522    1.577102805    1.282018871    2.18552479     -1.939298439   -3.631937057   -3.936853838   -4.295581737   1.262594739    3.95142151     -1.552023823   -4.907085984   -0.3945857907  0.5847056668   2.479110115    -2.87553729    0.7469825746   2.36127616     55017.79856    
6        NO_ID      2.859585893    -3.792392674   -2.944914363   -3.749425728   2.610805287    -1.66133378    1.104499444    -2.887193497   -0.8300012269  -0.2043881692  -4.602340734   -4.427487364   0.1444481233   5.052258269    0.45621715     2.033313967    -3.593140087   0.8983123757   -4.036772219   -3.954893137   4.24270673     4.489855302    -4.430300284   4.246229034    -1.136648806   2.43754814     -5.115211875   -4.007703291   -1.542115323   0.09758359077  1937.399474    
7        NO_ID      4.257763471    -3.006939525   -4.486095076   3.748352442    3.512370777    -1.594814053   -1.422893035   3.409005944    1.663624314    1.772258728    0.1032703007   4.344133431    3.69191075     2.183827393    -2.853573308   1.911801793    -0.2308795151  -2.14132328    -0.07395681405 1.080692709    4.40703042     1.689004013    -3.189884852   -2.438145463   -3.525203538   5.013364213    3.787292199    -2.328672073   -3.208363305   -3.049847322   120812.4646    
8        NO_ID      0.8384936601   0.9153842535   0.008504774785 0.7246752413   -4.36156624    -2.335417192   3.969495311    2.928157197    4.195855363    2.056004189    -2.797328643   -2.499188074   -0.9288157891  4.183205478    -5.082048229   3.515476462    -1.815449418   -4.285739954   2.801144708    3.935978787    0.612191536    -2.57607733    0.136154213    0.4796391751   -4.591165934   -3.645069933   -2.320368847   0.3154931585   -3.37942381    4.123888907    280.827354     
9        NO_ID      2.252968158    3.530581918    2.222239767    -3.888012282   -1.354718274   1.454745875    2.467572351    0.3763071872   1.245804521    4.974994546    3.744592753    4.686654011    -1.212954011   -4.789632564   -4.512506743   5.002952892    0.9221473199   -1.159113187   -1.833763943   -4.772591553   -0.3939461412  3.319832977    -2.12887529    -3.225635364   2.360112079    2.101129042    0.4890543412   -1.874182325   -3.895628317   -0.008495325208 2233.238379    
10       NO_ID      -0.7153069311  -4.707418976   -1.523474637   0.03262939494  0.3741321513   -3.708955414   4.163312257    -0.57727614    1.174461427    4.189018509    -3.071784463   1.969399419    -2.598924461   -2.813030881   4.12906997     -4.743395492   2.269656535    0.6252495024   -1.661186967   -3.34960934    -1.320806063   -0.3218355176  -4.073832608   5.047796128    3.416823576    -3.508088616   -4.077928409   -3.093668572   -4.654622198   1.022707784    39813.26663    
