%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          cdv_7          cdv_8          cdv_9          cdv_10         cdv_11         cdv_12         cdv_13         cdv_14         cdv_15         cdv_16         cdv_17         cdv_18         cdv_19         cdv_20         cdv_21         cdv_22         cdv_23         cdv_24         cdv_25         cdv_26         cdv_27         cdv_28         cdv_29         cdv_30         obj_fn         
1        NO_ID      -0.02481507885 4.085401258    -4.993669938   0.5510071164   4.121245232    1.015232557    -4.125700433   -3.503933136   -0.5020359704  -0.2796278664  -4.323807883   -4.955735093   3.255465845    0.281062464    2.108013725    -2.671851018   4.15343509     3.329319487    -5.052110582   4.899703473    2.562440534    -3.057263988   3.903852485    -2.770480278   1.69073776     -3.244609232   0.0454401727   3.70147564     4.973347141    2.179317954    13479.05798    
2        NO_ID      -2.318960121   -2.002417147   2.697286501    1.735529231    -5.112980488   2.545930761    3.372994916    -1.604806068   -3.732363164   4.021143223    0.1775419056   -4.610013631   4.409784921    2.801703643    5.079560045    -0.4672096104  -2.263361277   -3.178556042   1.281933426    3.903731365    -1.90972343    3.340057961    3.461883322    1.230433823    4.414904303    -4.412802359   -4.934508769   4.802143843    -3.135603763   1.037201248    1.837461       
3        NO_ID      -0.2606481649  -4.251280841   -3.348643138   -1.440921718   4.51190177     4.996183468    1.535568518    1.729176004    0.9491692309   -4.782428629   -2.797748302   -0.77099739    3.301220381    1.527060939    -0.5561527219  -4.852276646   2.135549358    -4.261730129   -1.824251148   -2.846634318   -0.3601880954  1.213165043    4.167325313    -0.3284700696  -2.67857967    3.817975849    -1.050124099   -3.220290129   3.197017417    -2.893804668   29.66352       
4        NO_ID      2.514722894    3.028099558    -3.022326352   1.468732811    4.898703709    -0.4928562181  4.606275767    -2.268046029   3.272104758    5.06218884     2.571444461    1.85195647     3.491867342    4.307537521    -1.752170538   0.5331026296   1.820058365    -2.12348106    -2.219284203   -1.686983193   -2.217713672   1.827082547    1.371939128    4.708936624    2.962895579    2.309395876    5.039582661    -3.666047842   -1.927796377   1.761707662    -2902.69579    
5        NO_ID      -3.558616238   0.8294506848   -1.30376215    3.428037813    -2.025131727   -0.2381485696  -0.9396263756  -0.5969930222  4.302306794    0.675295513    -2.527674715   -0.8270478639  1.286652396    -3.386630163   -4.929444443   -5.002482147   -0.9879690125  -1.161357469   1.972289846    -0.6670408437  3.75117844     2.202881155    -3.226696432   -3.779881459   -4.715993222   -4.067302853   -2.18554163    3.416969212    -4.684963977   2.73973763     -13777758.54   
6        NO_ID      3.001934566    3.958817372    -3.386579318   -1.143627664   -2.496772692   -4.25311303    4.807230189    0.5877752904   1.290773568    2.910781924    3.191372907    3.966887685    -4.136032836   2.550728103    -1.366676915   -2.189092819   -1.252614292   -0.1844993624  -3.699796218   4.615619159    0.7010518854   -1.373238428   5.080218223    3.941971564    -0.3975595048  -3.941886981   -4.296838616   -1.618846505   0.7786996085   5.010443409    -10.890713     
7        NO_ID      1.725004889    4.278858786    0.9348770185   2.463297694    -4.281981715   4.263215159    3.89639987     -4.902842873   -1.198972702   -5.000848585   3.305906195    4.762075446    4.138648565    -0.2552147574  -4.094062147   4.275907061    -3.817669784   -2.87484568    1.011930109    -0.2503631032  3.313082633    -1.180015787   -3.797626736   1.954688834    2.617626989    -1.338444363   3.650971595    -0.985743607   -2.587227018   -3.035335528   -29099.1881    
8        NO_ID      -0.9949670312  1.343100579    0.30274043     3.737881707    3.04835929     -0.8373008837  2.942126661    -3.690962496   -3.406025438   -3.054203039   -1.262589713   -2.448051448   -1.813483488   4.129376416    -0.0185223491  -4.777104603   0.2750661223   2.752546136    -3.973945816   -3.284123208   4.158190275    -1.682040986   3.743688717    1.335046423    -3.089918732   -1.738270363   1.283017929    5.028221594    2.606114711    -1.514540737   22009.3159     
9        NO_ID      1.141014255    4.86864718     -1.433602513   -2.768360638   1.870266934    3.083769061    -4.344715712   -1.021723455   -4.430850688   -2.039140542   2.856928314    1.591602961    -0.2836596329  0.4673120651   -4.338251669   0.06721907721  -0.05523656478 -1.348729987   3.070038806    -4.54656283    -1.630666163   -4.06495278    0.175459127    -1.264022158   0.4906314256   -4.206173931   -0.5354945857  -0.7130247052  0.6192117836   0.2531337858   -47876.5121    
10       NO_ID      5.025300492    -3.609933187   1.620411535    -4.620573488   1.205940432    2.925353183    1.643423368    -1.984580888   -4.581815776   0.6051329577   -4.860690274   -2.794840487   1.756478561    3.716601705    0.5924504885   -1.832110205   1.197588515    -3.915295736   -2.284901943   4.714000935    -4.677882437   -3.255999271   -1.13445998    -3.961416213   -3.684337208   4.364867011    -2.093177359   -3.100272071   -1.088265145   -0.9881493972  1099.620531    
11       NO_ID      1.297652089    -2.883196201   -4.50986637    4.349840942    0.6593967644   -1.682802537   -2.722567059   -1.188377408   3.135860512    0.8323490895   -0.3385667106  3.038451014    0.8889125244   4.870108151    0.4760141613   -1.960049353   2.662049458    0.4311494306   0.08436892309  -4.885478192   4.606678852    -3.649109809   -1.569610502   2.649096568    -1.348714061   -1.321062641   -2.018408517   -1.830548453   -1.625108422   4.235222246    25625.33611    
12       NO_ID      -0.1490279411  -3.537169185   -5.100331797   -1.962630361   -4.564964711   2.073619347    4.152671522    2.189040586    -4.387396561   2.197087265    -1.97580241    -1.344004732   -2.283813989   -2.343757326   -0.1967985368  -0.3420474765  -3.547338932   0.8145229937   1.335454332    -0.8605535251  5.03119304     3.748890778    0.2657992471   2.113152652    -3.015760036   -0.8219520011  3.938033109    3.120577811    -0.1586846063  -1.263591009   13974.14282    
13       NO_ID      -5.063598295   -3.206227925   0.3436266589   -2.223406104   0.9590253232   -3.873534131   2.123859289    -0.3478220531  -2.810958145   0.1852121132   -0.239651271   3.459312223    -2.081152327   3.994240014    -2.714593734   -1.48753565    -0.3461865356  2.97238448     3.993640496    3.870485764    -0.7427821848  2.891547094    -2.240078828   0.9963806705   -1.907822159   -2.311146961   4.624720597    -1.442742542   -2.888361449   -4.005642309   2422.605822    
14       NO_ID      -2.429082902   3.26462574     -1.391193403   -4.781059929   3.176962589    2.770606094    -2.858035712   -2.059870108   0.837403131    -2.7791941     -4.170088621   -2.964918914   4.874168157    0.5670787833   -1.603628327   4.784814134    -3.36385611    0.633393701    0.4150057496   1.68802453     -2.713507529   3.864532284    -1.35976616    4.504910112    0.7151663818   0.6383150244   -3.589371546   3.504617741    -3.720663279   1.861934512    38921.68436    
15       NO_ID      -1.852077931   -2.504691753   -0.4200717282  -0.3654845421  -1.717033125   -3.092856216   -3.834125579   -2.537403018   -4.803708824   1.671356319    -3.070159109   -4.557955932   0.7682324427   0.9823669934   -4.574989693   2.883180069    4.427208473    -2.671443184   -0.9374629005  -3.836584449   -1.817210494   2.344280553    3.058523096    -1.478906714   2.032081225    -0.3474540985  -3.388819003   -4.056222911   -0.9020525693  1.341257914    15811.80464    
16       NO_ID      4.738864897    -4.152739795   -3.14687413    -0.03654912217 4.373100153    0.5210703725   -2.047782343   -0.8905871817  -4.634074538   -3.60212017    3.415528885    3.707562859    2.802253348    -4.247922149   -1.953142451   2.021497679    3.240246438    0.5683638627   3.841968275    1.141881336    -3.137153697   -3.115789361   1.277673227    1.678770881    0.8061088321   -4.1935272     -2.764599408   3.335721352    4.477889216    -4.861968329   298891.1996    
17       NO_ID      0.6034498669   -0.4602292165  -1.736814787   4.10358147     1.412436242    -1.20623756    1.791267975    -4.197779759   5.067057392    -1.435043659   4.473208685    2.732728314    3.402271072    -2.186315203   -0.8948732044  4.138985403    -1.945748828   -4.195693424   1.055789158    4.257426283    0.8576665501   -4.540376283   4.360169275    -4.004736291   0.377467065    -3.414576733   -0.05297245684 2.082018506    2.096707149    -4.415751811   1842.168108    
18       NO_ID      -3.665178329   3.567831366    -2.245260937   -4.210675222   -4.655227631   -2.115549955   -4.446517771   -1.109083992   4.805822601    1.602029266    -4.021592999   1.433735427    -3.127462343   3.463134518    -1.460504453   1.211036187    3.985352661    1.888604703    -0.3671023087  -0.1851355684  -2.924635806   -0.1810938985  -4.91329076    3.462963325    -2.823603061   -0.4566135388  1.087637015    -0.2506449446  3.425322243    -1.677488068   64.154546      
19       NO_ID      2.057443022    -1.709848206   2.549306402    -3.924082377   -3.418059501   0.6656579124   2.209270585    2.418492658    4.990354328    3.839231737    1.763479104    -4.306532713   -1.591332572   3.674392789    1.083078755    4.84942292     -4.611240282   -3.713080244   -2.126033978   -3.668530211   -4.233683556   -4.846351014   0.7015847161   -1.878317248   -3.755702558   3.444289209    -2.861053104   -1.271817702   3.028417714    -0.3853640746  -61.972255     
20       NO_ID      -2.718395157   4.767011284    4.929481434    -0.7869795334  0.3701954003   -1.926012591   -0.6189032288  2.735706314    1.569051379    -2.472035116   -4.75732079    -1.724254191   -2.58769928    -1.150261079   -3.118878701   3.601736639    -3.745954143   -2.321658695   1.552254026    1.259135255    3.548965387    -4.986861147   4.926362661    0.7818880411   1.3530479      4.184889286    1.534184828    -4.948956764   2.405378266    0.6387058953   125638.9423    
21       NO_ID      2.192764793    -3.410832085   -3.196147896   -5.087864923   -2.137638733   -1.325775358   -1.6989604     -4.245096657   2.623205494    0.05794143572  5.05885343     0.182353543    -5.094288124   -2.829046327   1.13550742     -0.1165905092  -1.514678659   -3.382966591   -0.6395572466  -0.8081497417  0.09821492298  4.483534278    4.807971223    4.116326153    -3.338052475   -2.074614694   1.643018164    1.084023948    -1.011755165   3.022567013    1222.857278    
22       NO_ID      3.455811322    0.1971950371   -0.8932719056  -1.738185946   4.615205863    3.262796965    3.228354959    3.695024297    0.8140018713   2.663946319    -3.475877258   1.96768688     1.985122449    -0.4482920979  -3.806730657   2.389985179    4.516677049    4.163818688    0.3499206737   -3.141622812   4.30162677     1.916863224    3.171259656    -4.659502128   4.919391314    -2.45407043    -5.094089307   -0.8094881105  0.4629701694   -4.7569328     -105390.6047   
