1.33192e-01	1.87141e+00	2.61714e+00	9.71273e-01	4.48058e+00	2.17402e+00
4.05944e+00	1.87061e+00	3.48363e+00	9.87808e-01	3.87086e+00	7.83043e+00
4.02027e+00	1.87061e+00	3.48363e+00	9.87367e-01	4.57611e+00	7.83043e+00
3.51652e-01	2.27924e+00	2.92745e+00	9.69958e-01	1.42536e+00	2.17868e+00
1.75356e-01	1.99709e+00	3.21097e+00	1.47435e+00	1.74242e+00	2.53935e+00
3.95423e+00	1.83933e+00	2.67271e+00	1.15963e+00	1.41687e+00	2.17868e+00
1.81025e-01	1.85270e+00	3.16258e+00	1.70915e+00	1.42622e+00	2.58820e+00
3.91531e+00	1.87076e+00	3.76511e+00	1.04322e+00	4.48058e+00	1.80902e+00
6.43328e-02	1.95617e+00	2.54367e+00	9.79052e-01	4.63673e+00	2.17402e+00
4.05944e+00	1.87061e+00	3.43825e+00	9.80703e-01	3.87086e+00	7.83043e+00
3.51652e-01	1.99763e+00	2.92745e+00	1.14551e+00	1.25556e+00	2.23980e+00
