-6.58983e+01	2.43490e+01
-1.62690e+02	4.12531e+01
-1.83054e+02	6.42019e+01
-3.36241e+01	1.92886e+01
-1.61549e+02	3.80508e+01
-1.75015e+02	5.56759e+01
-6.86132e+01	2.49999e+01
-1.70656e+02	5.22033e+01
-1.82464e+02	6.38662e+01
-1.69918e+02	5.16513e+01
-7.31598e+01	2.59430e+01
-1.19299e+02	2.89168e+01
-1.58354e+02	3.31507e+01
-3.09955e+01	1.64626e+01
-8.09446e+01	2.60986e+01
-6.90191e+01	2.50312e+01
-1.74144e+02	5.45808e+01
-1.01262e+02	2.62333e+01
-1.56989e+02	3.25833e+01
-1.80802e+02	5.97933e+01
