3.76454e+00	6.44090e-01	1.52275e+00	9.34958e-01	1.07256e+00	8.29911e-01
4.05397e+00	1.04568e+00	2.52438e+00	9.34958e-01	1.06918e+00	8.07095e-01
2.04849e+00	6.55597e-01	1.54075e+00	8.12435e-01	1.02858e+00	8.14667e-01
3.98113e+00	1.09510e+00	1.52275e+00	9.34958e-01	1.07493e+00	3.57462e-01
3.19809e+00	9.22517e-01	2.31297e+00	9.69546e-01	1.01195e+00	7.83613e-01
8.95138e-01	1.91443e+00	2.50498e+00	9.11920e-01	1.07256e+00	1.39541e+00
3.76454e+00	6.55781e-01	1.52275e+00	9.32004e-01	1.07256e+00	8.12911e-01
8.95138e-01	1.91443e+00	2.54624e+00	8.75790e-01	1.07256e+00	1.39541e+00
9.99944e-01	1.91546e+00	1.59690e+00	9.37683e-01	1.19698e+00	9.73696e-01
4.03699e+00	1.11578e+00	1.54729e+00	1.11952e+00	1.02571e+00	8.05592e-01
9.60818e-01	1.10483e+00	1.40778e+00	6.89665e-01	1.03095e+00	2.24264e+00
2.04849e+00	6.43906e-01	1.54075e+00	8.15389e-01	1.02293e+00	8.31668e-01
4.14483e+00	1.83340e+00	1.40479e+00	8.91772e-01	1.29076e+00	3.69792e+00
4.05294e+00	1.88670e+00	1.52551e+00	9.02681e-01	4.61329e+00	3.68873e+00
4.05397e+00	1.04568e+00	2.49140e+00	9.34958e-01	1.06918e+00	8.07095e-01
