4.68846e-01	2.07504e+00	2.83075e+00	1.18582e+00	1.10162e+00	2.83488e+00
3.94115e+00	9.23034e-01	2.78305e+00	1.17954e+00	1.40793e+00	2.83014e+00
4.72383e+00	9.29976e-01	2.77741e+00	1.17045e+00	1.06615e+00	2.78199e+00
1.27952e+00	9.73018e-01	2.45616e+00	8.04445e-01	1.05983e+00	1.03998e+00
4.17488e+00	9.59020e-01	2.93734e+00	1.20745e+00	1.35406e+00	2.94827e+00
1.19931e+00	1.21515e+00	2.45989e+00	1.17996e+00	1.12976e+00	2.90895e+00
4.34523e+00	9.63384e-01	3.04402e+00	1.20745e+00	1.35406e+00	2.94827e+00
4.11397e+00	9.59020e-01	2.82330e+00	1.26118e+00	1.09710e+00	2.82166e+00
3.08342e+00	9.73018e-01	2.82990e+00	8.04445e-01	1.02185e+00	1.03998e+00
4.72383e+00	9.28395e-01	2.77741e+00	1.16703e+00	1.41073e+00	2.65215e+00
4.03699e+00	1.15429e+00	2.83211e+00	1.17996e+00	1.00881e+00	2.82885e+00
