4.31678e+00	1.25787e+00	2.34223e+00	2.18920e+00	1.18548e+00	1.76252e+00
4.31324e+00	1.12485e+00	2.34223e+00	2.26599e+00	1.18548e+00	1.76252e+00
4.71128e+00	9.45459e-01	2.52646e+00	1.63575e+00	4.28830e+00	4.00758e+00
4.53114e+00	8.93553e-01	2.49788e+00	6.30079e-01	4.22254e+00	3.94101e+00
4.27832e+00	1.04751e+00	2.34223e+00	2.26599e+00	1.05323e+00	8.52853e-01
4.71128e+00	9.26923e-01	2.56034e+00	1.63575e+00	4.27767e+00	4.26574e+00
4.59718e+00	9.48898e-01	3.08471e+00	7.15364e-01	4.12033e+00	3.93128e+00
4.60866e+00	1.25901e+00	2.34084e+00	3.18964e+00	1.13517e+00	4.62770e+00
2.49494e+00	2.26404e+00	2.38267e+00	7.54283e-01	1.18548e+00	1.75904e+00
4.31324e+00	1.12485e+00	2.20565e+00	2.26599e+00	1.18560e+00	1.75718e+00
3.10955e+00	1.09525e+00	2.35369e+00	2.00984e+00	1.12903e+00	8.47833e-01
2.47897e+00	9.50374e-01	2.38310e+00	1.59648e+00	1.18548e+00	1.75904e+00
4.70888e+00	9.48898e-01	3.08471e+00	1.67222e+00	4.17614e+00	4.01005e+00
4.51666e+00	9.66998e-01	2.52939e+00	2.45033e+00	1.08066e+00	4.00758e+00
4.27374e+00	1.30896e+00	2.34136e+00	2.03979e+00	1.07384e+00	9.45353e-01
3.56314e+00	1.02920e+00	2.38273e+00	5.42679e-01	1.18548e+00	1.82516e+00
4.77668e+00	1.21548e+00	3.09398e+00	1.64486e+00	4.29118e+00	3.93638e+00
4.30640e+00	1.00659e+00	3.08471e+00	7.15364e-01	1.30261e+00	3.93132e+00
4.31678e+00	1.25787e+00	2.34755e+00	2.19015e+00	1.19773e+00	1.76252e+00
4.38690e+00	8.93553e-01	2.49788e+00	6.30079e-01	4.22254e+00	3.94101e+00
