-5.35743e+01	1.77250e+01
-5.36206e+01	1.78088e+01
-5.36217e+01	1.78198e+01
-1.79674e+02	2.80325e+01
-8.62281e+01	2.04180e+01
-9.54562e+01	2.16742e+01
-5.36213e+01	1.78160e+01
-5.29811e+01	1.72900e+01
-8.65870e+01	2.04257e+01
-1.81786e+02	3.24994e+01
-1.13979e+02	2.23835e+01
-1.13341e+02	2.21661e+01
-2.02386e+02	3.31567e+01
-1.24463e+02	2.35299e+01
-5.04352e+01	9.31311e+00
-7.03651e+01	1.96244e+01
-5.48756e+01	1.78521e+01
-4.40942e+01	8.11269e+00
-1.16178e+02	2.25614e+01
-1.22444e+02	2.29513e+01
-1.81395e+02	3.22939e+01
-2.48152e+01	7.35109e+00
