f1	f2
0.756549	12.4225
0.640511	12.4332
0.640317	12.5965
0.558483	12.9528
0.551299	13.0088
0.508714	13.0709
0.501638	13.4057
0.457803	13.6025
0.453404	13.683
0.436633	13.694
0.426327	13.9165
0.410528	13.9697
0.408772	14.0535
0.357699	14.1281
0.355939	14.4313
0.322647	14.4999
0.301932	14.7414
0.285061	14.9727
0.267803	15.0431
0.235811	15.2229
0.205844	15.677
0.19961	15.6991
0.178708	16.3603
0.178569	16.7032
0.166978	16.8928
0.160859	16.9054
0.146952	17.0442
0.142827	17.2588
0.140845	17.3438
0.120663	17.4458
0.118591	17.9577
0.0986592	18.0154
0.0858232	18.2582
0.0825605	18.6407
0.0818156	18.7344
0.0724273	19.0064
0.0620941	19.2271
0.0615966	19.673
0.0608727	19.7826
0.0592394	19.8656
0.0572006	19.8992
0.0553669	20.0041
0.0507242	20.2261
0.0490087	20.4549
0.0456517	20.6304
0.0426716	20.949
0.0397302	21.1929
0.0353259	21.3078
0.0329037	21.4274
0.0302714	21.5494
0.0288393	21.8565
0.0279477	22.0425
0.0262803	22.337
0.0251923	22.3917
0.0236103	22.6427
0.022811	22.9088
0.01855	23.1794
0.0151138	23.511
0.0131643	24.2174
0.0117266	24.5974
0.0116039	24.6249
0.00993572	24.6434
0.00868626	24.7375
0.00838028	25.2689
0.00726562	25.4282
0.00619481	25.5127
0.00606412	25.5338
0.00590578	25.7188
0.00565145	26.189
0.0047842	26.2402
0.00471928	26.2444
0.0044754	26.4679
0.00374935	26.7572
0.00371155	27.0738
0.00352733	27.491
0.00349839	27.515
0.0031975	28.0665
0.00252956	28.3198
0.0024433	28.3999
0.00137695	28.6914
0.000967783	29.0816
0.000894174	29.4456
0.000647796	29.7766
0.000550087	29.8099
0.000421147	29.8577
0.000260894	30.4232
0.000194474	30.5832
0.000143106	31.0419
0.000101399	31.3127
1.60232e-05	31.6167
1.27204e-05	31.6263
4.62086e-07	32.0783
1.90724e-07	32.2735
4.21273e-08	32.6909
1.11101e-08	33.3487
9.92572e-10	33.8747
3.71814e-11	35.861
