2.16381e-09	4.99063e+01
8.34032e-05	3.16313e+01
1.29071e-01	1.77130e+01
7.94147e-03	2.61172e+01
7.22831e-02	1.98805e+01
1.65551e-01	1.69107e+01
7.14452e-03	2.68253e+01
1.00258e-01	1.86386e+01
7.98404e-02	1.95092e+01
1.10513e-02	2.46438e+01
2.15132e-02	2.33645e+01
1.92594e-01	1.67053e+01
8.45509e-02	1.94817e+01
9.18289e-03	2.56387e+01
1.01399e-04	3.13127e+01
1.18643e-03	2.94383e+01
3.60244e-01	1.43427e+01
4.86312e-04	3.06421e+01
3.18101e-02	2.25416e+01
1.29356e-01	1.74872e+01
9.31441e-02	1.89178e+01
3.71155e-03	2.70738e+01
8.12666e-02	1.95083e+01
1.17266e-02	2.45974e+01
1.11101e-08	3.33487e+01
4.57586e-01	1.38752e+01
3.19744e-01	1.48796e+01
4.14826e-02	2.14958e+01
1.91271e-02	2.39306e+01
5.53669e-02	2.00041e+01
5.94477e-02	1.99716e+01
1.16039e-02	2.46249e+01
1.04067e-01	1.83419e+01
1.99610e-01	1.56991e+01
1.40845e-01	1.73438e+01
5.33093e-01	1.32074e+01
4.90087e-02	2.04549e+01
3.55939e-01	1.44313e+01
1.66978e-01	1.68928e+01
1.18591e-01	1.79577e+01
5.07242e-02	2.02261e+01
4.62086e-07	3.20783e+01
1.90278e-01	1.67228e+01
5.58483e-01	1.29528e+01
4.10528e-01	1.39697e+01
2.37969e-01	1.55241e+01
1.53100e-01	1.73073e+01
