4.99063e+01	1.53332e+01	1.27648e+01	2.71737e+01
3.15296e+01	1.21260e+01	1.26177e+01	3.16313e+01
1.77130e+01	1.22251e+01	1.26272e+01	1.73073e+01
2.48913e+01	1.26128e+01	1.20297e+01	2.61172e+01
1.98805e+01	1.22226e+01	1.20345e+01	1.79091e+01
1.63902e+01	1.26465e+01	1.20796e+01	1.69107e+01
2.68253e+01	1.22701e+01	1.22579e+01	2.45052e+01
1.70562e+01	1.21752e+01	1.20348e+01	1.86386e+01
1.95092e+01	1.20093e+01	1.20010e+01	1.73073e+01
2.42099e+01	1.23777e+01	1.20216e+01	2.46438e+01
2.32419e+01	1.29605e+01	1.21907e+01	2.33645e+01
1.67053e+01	1.21127e+01	1.25943e+01	1.56601e+01
1.94817e+01	1.22232e+01	1.20010e+01	1.73073e+01
2.42099e+01	1.23897e+01	1.20291e+01	2.56387e+01
3.13127e+01	1.20380e+01	1.22943e+01	3.06220e+01
2.94383e+01	1.24648e+01	1.20497e+01	2.85475e+01
1.43427e+01	1.26619e+01	1.20730e+01	1.43162e+01
3.06421e+01	1.26947e+01	1.22943e+01	3.06220e+01
1.98295e+01	1.20106e+01	1.20072e+01	2.25416e+01
1.71390e+01	1.20277e+01	1.25575e+01	1.74872e+01
1.78098e+01	1.20095e+01	1.26099e+01	1.89178e+01
2.70738e+01	1.20137e+01	1.22579e+01	2.65073e+01
1.95083e+01	1.20481e+01	1.20175e+01	1.72862e+01
2.42816e+01	1.23742e+01	1.21907e+01	2.45974e+01
3.15296e+01	1.21260e+01	1.25017e+01	3.33487e+01
1.36278e+01	1.20784e+01	1.28486e+01	1.38752e+01
1.44825e+01	1.22440e+01	1.24914e+01	1.48796e+01
2.14958e+01	1.20905e+01	1.20244e+01	1.94373e+01
2.39306e+01	1.29605e+01	1.21907e+01	2.33645e+01
2.00041e+01	1.22220e+01	1.20078e+01	1.93280e+01
1.99716e+01	1.20475e+01	1.24832e+01	1.94029e+01
2.40104e+01	1.23777e+01	1.20375e+01	2.46249e+01
1.70562e+01	1.21363e+01	1.20348e+01	1.83419e+01
1.55871e+01	1.20278e+01	1.20249e+01	1.56991e+01
1.71240e+01	1.28010e+01	1.20546e+01	1.73438e+01
1.32074e+01	1.22000e+01	1.21907e+01	1.28783e+01
2.04549e+01	1.20905e+01	1.20244e+01	1.94373e+01
1.44313e+01	1.21571e+01	1.25894e+01	1.43147e+01
1.63902e+01	1.26732e+01	1.20796e+01	1.68928e+01
1.71240e+01	1.24703e+01	1.20497e+01	1.79577e+01
1.96385e+01	1.22297e+01	1.20010e+01	2.02261e+01
3.10632e+01	1.20242e+01	1.20129e+01	3.20783e+01
1.67228e+01	1.21486e+01	1.26272e+01	1.58027e+01
1.29528e+01	1.22000e+01	1.21907e+01	1.28783e+01
1.39697e+01	1.20844e+01	1.25292e+01	1.38067e+01
1.55241e+01	1.21182e+01	1.20140e+01	1.48364e+01
1.71155e+01	1.29477e+01	1.22527e+01	1.73073e+01
