Run 1	   Run 2	   Run 3	   Run 4	   Run 5	   Run 6	   Run 7	   Run 8	   Run 9	  Run 10	Best Average Running Min	NumFeasible
1.30e+03	  1.30e+03	  1.30e+03	  1.30e+03	  1.30e+03	  1.30e+03	  1.30e+03	  1.30e+03	  1.30e+03	  1.30e+03	  1.30e+03	0
1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	0
1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	  1.29e+03	0
1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	0
1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	  1.26e+03	0
1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	0
1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	0
1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	0
1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	0
1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	0
1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	0
1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	0
1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	  1.21e+03	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	  6.36e+02	0
