%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          cdv_7          cdv_8          cdv_9          cdv_10         obj_fn_1       
1        NO_ID      0.5            0.5            0.5            0.5            0.5            0.5            0.5            0.5            0.5            0.5            4.7256775      
2        NO_ID      1.565273852e-05 0.2630755763   0.5112106444   0.9173002638   0.06553447482  0.4379183727   0.09408923243  0.3577294337   0.3585928117   0.8693857919   4.584837       
3        NO_ID      0.767004155    0.03883274414  0.6619306922   0.06914422105  0.1069232701   0.05940038667  0.3422987682   0.01539637242  0.7668313015   0.133684475    4.0814535      
4        NO_ID      0.8349719489   0.3735454247   0.1779532857   0.8608729895   0.692333781    0.05385755517  0.1839297815   0.3078379246   0.8319987137   0.4023811889   4.587191       
5        NO_ID      0.820641661    0.5243960794   0.5249059873   0.09492902742  0.4721637692   0.6564684523   0.2652771358   0.5128209719   0.9820747711   0.7306773415   4.7806655      
6        NO_ID      0.4940777712   0.9651005724   0.4453208016   0.50671167     0.3030371495   0.1453717659   0.2632694362   0.7694142572   0.5454199335   0.8728228113   4.791391       
7        NO_ID      0.5329895558   0.95546353     0.4755488674   0.5498136806   0.7185299586   0.3330144008   0.973034766    0.7953125731   0.8184162033   0.1211286551   4.964372       
8        NO_ID      0.8093061847   0.009045789488 0.03258392729  0.6380658823   0.973284224    0.98795337     0.5322890144   0.1814657898   0.8955284999   0.1474981504   4.7035865      
9        NO_ID      0.001414189581 0.768284296    0.5541636006   0.827634884    0.05949478739  0.9288916499   0.8819599077   0.1001679674   0.5230285244   0.5404090935   4.8637385      
10       NO_ID      0.6556346005   0.2507307512   0.03173540255  0.3769106024   0.7364942635   0.2590868358   0.4724490286   0.4508239969   0.998915758    0.7771444273   4.694239       
11       NO_ID      0.4663897569   0.6126436622   0.7020304961   0.02654740448  0.1822271651   0.6919631202   0.8241615411   0.6830212789   0.5386345445   0.8307892312   4.843423       
