x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,f1,isFeasible,isFrontier
-0.9368909660893348,-6.201084031300693,6.671931444254749,-8.644824561108878,5.385950527994767,5.29327088963611,4.183951870368723,-1.6547631708229442,4.692704197429025,-1.023352545213422,2.3486961282971848,1.9400948914270906,-1.6041548207184277,4.8655150288570255,4.2725534891555945,8.988248684444024,3.7494878511440035,-9.203372892125834,0.6073940925432613,-6.001532655269975,7.260659191364404,-1.2932133301734776,-9.158273427026925,0.6465194956185805,-8.046290312863274,-6.745908736904271,-3.9829506206097225,-1.3959032430554803,3.5873097530199534,0.07575878707666561,-4.1900771698712305,2.3217499756015343,8.601026004686545,0.20516219895274368,9.719782469878638,-6.0400137227965445,3.464984243979492,-1.7732895634740817,-0.944764479205487,6.63067102134552,0.06359167183062553,0.1427439330765914,6.079284300440502,6.368544274627322,1.3028309777102365,-5.642449226979261,3.401408511735344,-6.408435932694501,-4.348495071577889,-6.924450704165885,6930939.295231656,True,False
-1.1241616893344482,2.906639537338309,-9.374504716523413,5.969256384943948,-8.997315901691028,-1.3616715957141121,7.001774080633524,-6.2930225324383615,-7.510085882785409,5.241900456865071,1.2928059044705957,-7.899443302980014,9.006467832042688,1.0502676755528455,-8.31401665540944,-9.263649032176552,-7.64483279539775,-9.434271236841129,5.127154377199737,-1.7447441715296783,-3.451990691674518,-3.2763624230822703,-3.5908294074332936,-2.3508394555288303,-9.189839461416172,0.31465010565948504,4.674236386693096,8.88268543641464,1.3542187517083004,8.477399316885908,3.30716598364946,-7.522504939424307,-9.304658733725546,-9.922199739789114,-7.045318209031626,-0.3631667703712438,2.3172301086431872,6.231728549905519,9.649661365068113,6.722595962425967,-9.191573639998103,-1.7695192528931294,-6.2368165981627195,-8.726502671722663,2.0817450000663626,-9.886436187823804,-1.6182458249623561,9.670059751698279,6.5942704540271855,8.8246689457897,15319731.991152236,True,False
2.829223522210466,-9.220223572905644,-2.745091059865789,7.931458365253118,0.8936347933294755,2.30532289759833,3.967277066418198,7.285719760361175,2.5455113157482856,4.879112096840732,5.907302010860576,5.3551157960597315,7.6599879661104175,-4.264615193238629,-2.3827233503253744,0.7649604580465663,9.039918258037869,8.35581301722863,-2.0347671969585335,-7.650822876170256,-5.713412675838962,3.719691329716568,4.847939387929991,8.876827603452963,7.9870513868049215,-7.043956559494287,0.48045848069662433,3.16962825107311,-3.4405715309309812,-3.8648685154103912,3.8114766189714206,8.420612414252002,1.5397347607078977,-6.122006247923965,-3.983341058988131,-2.663855802466988,-3.39071966624409,9.861428778721653,2.8679598745780694,1.3021967749514989,8.945911466331403,-8.725181842055386,-4.6884848217113095,4.907954394433675,-7.070852597720215,6.4030212230313275,0.10727493051361492,3.1302893143494295,4.2904435725359455,-4.472793391993019,8546790.745886287,True,False
-7.192422282582106,-9.229238989988955,0.5445867666461641,1.3470181936847503,-0.6209557237016394,9.006101840882831,-5.73148800859996,3.585961151312402,8.082096323826402,-9.599727674376616,-5.857373945357652,-4.195117301580028,-6.042960176082157,2.8802739152792967,-6.784024316185191,9.030370683214358,-1.8296509354935804,4.561619813431809,0.5651522139263765,2.505470320100393,3.5290196211853093,5.443920247598157,-0.9758693971433381,8.853182831090159,-7.317250646635106,8.197819845198936,-4.642797822429722,9.432960120868646,-9.566072124576257,-3.2721430194248384,-4.301940917812754,-3.8480565310850885,-4.972091518634838,0.5528514818252681,8.11178528680544,0.9525646599791706,9.739262050873222,-7.306341254636188,-1.2498974689474895,-5.2070446184830805,1.4990047632788102,-9.119715441565875,-9.976410222237403,3.6340644019168877,-2.5692643450514883,-9.942560836261917,9.592607955155703,-6.922974278429908,4.8399007326883705,-0.8830067632047527,14011335.953090444,True,False
9.771740120182663,8.521284756394628,7.079197183126439,8.604772091566375,-2.509788937555669,-6.818970762944095,0.600292943895262,7.9665742475347265,-5.678541200550283,-6.5403750193919485,-0.5682505845564148,-0.10979237935151609,-5.331047271908744,8.290474943206782,9.710570981445933,-4.0238487497098605,-4.538835573848825,2.37092446141342,-2.8333916099920486,-9.30043046387685,4.166613325552117,-4.308072662067693,-4.143970907776408,7.558815680676723,5.102208761352895,4.411378756615861,4.2946689925374475,-7.71510696307947,-1.6110756373691686,-6.036077925500758,2.796861756468747,-6.222938056546147,3.0257943212950877,-6.137226676412059,-1.0783800676755355,1.787943328719182,9.459898422514684,-0.6799295115256907,4.373795679664505,9.166824486656115,6.895537896137988,-7.776657087270106,-7.661581095882879,-9.901853246454861,-5.8911487137655065,-4.702683784872361,0.288314434935657,4.537675183127787,3.6283300530202656,4.64039243964166,10462937.389831448,True,False
6.793320024121613,-5.192657202191596,1.574394667438927,-6.421235909594721,5.514300530178229,-6.143638385557234,-7.1931933897647315,-0.6071472827380333,-7.702895460997766,-6.044995311565986,-8.709510066690092,3.139456872294552,-6.155817794261747,0.432651576947114,8.76522582724882,3.838066121673007,0.34978353405909424,8.041112708623753,-5.321089402908748,-7.586529168698466,-4.2504600953725795,3.3327446939811303,2.4917938009847056,-8.553659942495218,-0.6910133402497394,-9.342631010396238,-1.087474311904682,-9.699597477198479,-6.339810653069951,0.18904581017272903,8.704295321304826,0.6869179887641153,-3.5939000060230164,-6.432758409895227,5.641561713783387,-6.555701637284203,-5.349753864449029,-2.3431077362802766,-6.6554259675141525,9.928247441491553,9.750795633912805,8.380635884755275,5.852989148117606,-6.649682575474975,-6.193607587579946,0.7501207914949486,-8.739776235484046,-8.708703047707568,-0.20137545052774186,-7.204072811802011,11725478.807434054,True,False
1.0578144678557129,0.7417336422127239,6.316149530056526,-3.9314670673718446,0.5245865406324643,-6.674969658766789,2.262464589468051,7.598798884081695,-2.011864427609787,3.4116800033053316,-5.860902169669963,-4.012935543312014,-5.449831858587478,-3.5675350651959903,1.6255232425151447,2.6398880994520937,4.464997904686097,9.133085405396969,2.3253688340898577,-9.921250731395558,1.3376937909432556,-4.567218282541324,2.692979330349198,0.06435342491716156,1.1594153269592127,-9.306123850153822,-7.270337902945797,-5.060434236491525,0.4653688141969816,-6.747212864641254,0.7174720088042723,9.539700738055139,-1.2180002432882588,-2.0084449789815535,7.191440180261077,-2.1589054645060886,-1.9468692517749187,-9.511589042897475,-8.099889030479378,2.28150341961686,9.017141332875173,7.455889329265693,1.778920326499878,1.9006430850068874,-8.166281254707346,9.049278003603865,-0.173816935510402,-2.2960069888551518,-9.995514173553925,-4.239854761109158,9793705.4725357,True,False
-7.951154880170231,-2.3231646690445293,9.649362771442451,-2.0741155778157383,2.785194854309484,-9.717280428421061,3.5878604487595993,8.784509048859661,-1.1281893098548395,3.7851444006243007,0.012050412195268478,-1.4919306680321096,-1.9107762939278725,5.345130102552485,1.9360861380624996,7.738006095159642,1.8745039744092553,-0.5783563941596259,-6.742082694035059,-9.153219896773164,4.386691688935965,-6.794779220788138,-5.495731358312969,6.2936100956032135,5.724588852235888,-6.377218813159418,-0.02818687291492772,-6.968265990471004,9.13970780616259,-5.202648936430787,-7.314393332962266,6.193413730089078,3.2684390109544843,7.9909078395143425,1.6878621192331318,-8.142682872561098,-4.550166159493002,-4.085179798568372,1.727891566799551,2.7146644211168693,0.4652592397745958,0.11905022691861777,-0.865728246690046,-1.4025533334639597,1.7944834928712172,2.0113780512572057,4.529281029755198,0.35008298925757053,-4.573506038432059,-7.433976060693848,7529171.311175094,True,False
-5.306265488689725,-6.476324203139031,2.3406937472061684,-0.2558389657993345,9.745549797217251,-6.762268067471513,0.6672635478401769,2.566874222711247,-4.309614451300552,8.89457797401605,6.910484899125958,3.066156616529028,-8.598045977999,4.130585269310922,-1.5859518653666633,5.985047650353065,5.786672592518466,-0.17750465062173326,-3.87446967812219,-6.285436980809417,8.081241950182397,-0.32887201218144035,-6.2155233381874595,7.442742658686834,7.729339685049164,-4.102507192316934,1.4928492954783135,-4.234070986632308,6.122385136623678,3.2807055639227602,-9.285127063674523,3.9749569657433517,9.737126528319504,-2.0021400592008045,-7.208354163798585,-2.0662229061889485,-9.71971617072265,4.392691306233157,0.3825088620035846,8.197224639577097,8.209443582300874,-9.578824077708266,9.029177553978535,5.450577346611647,-2.0929751756775232,6.972451034751293,7.01473108831417,-0.30069775950759414,-9.089440765644191,-6.712442654426015,10867344.106289553,True,False
1.6054651542592797,-8.77744002272668,7.0963222958609204,-3.5463623505719735,0.7250557690529843,-4.230060835734124,-0.2326339159615891,9.55527862095761,-8.658093013149047,2.388206040689559,2.034416102300881,-0.9036016867380505,-7.4123890514640145,-3.1306134689187735,8.082584182259271,-0.6883521621851942,5.829014556517917,-0.05585439715857632,-4.324537844820388,-7.863011886298153,-1.9080752420993021,-9.651862814351155,-7.75520413927089,5.917166085892237,7.863940923682007,0.07651194993917265,5.504265255475392,-3.7921981645760017,8.750281599839195,-4.419809809173845,-3.150585595363415,7.703353942374117,9.670028639420645,6.625747223072981,-1.1573868159216474,-9.707663633796095,-1.5786536581275534,-0.9056613802937203,-6.409602585737492,3.1804966279904745,3.624067372129062,-8.952122781384041,-0.5034489383079366,7.59111774559109,4.424172753338487,-2.412763474376815,7.6911866772277335,-0.10952018787140005,-7.4268509844035115,-9.922391606648944,10481144.18473141,True,False
