x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,f1,f2,isFeasible,isFrontier
0.284298842849862,0.2509917064263923,0.5571561187311391,0.5955341884961368,0.6064838080439349,0.440979456754053,0.18775669297171668,0.21539126257796604,0.9545216980084499,0.674369515535145,0.9256702250251384,0.687170747392583,0.5579328836986296,0.08723308537845122,0.9416865417935661,0.32304599110917553,0.818508490721331,0.5463404359477269,0.6573920458919933,0.5491503061157529,0.9824765191928018,0.06516371785612578,0.12179899418396595,0.6332219358644736,0.663714154351363,0.11772066774138075,0.055441857647410435,0.2754710518825046,0.21495445411239178,0.68284824306243,0.284298842849862,4.084709287982309,True,False
0.5678558579030193,0.8144679750454493,0.6397225281113815,0.9319099873361852,0.00048196783334355045,0.719081875924932,0.677606478145601,0.9114851110969813,0.13717443573280538,0.2652220057993519,0.09123745595812023,0.5889924336524468,0.7707906316580253,0.6953875199462921,0.534469573027413,0.9322137666112585,0.5427078749659318,0.9659675807260164,0.49146328297181846,0.38320967302323344,0.9177781567029373,0.5673098192649577,0.11464672570348307,0.9617224218074241,0.7518648039123533,0.7079987252037453,0.12397287205685563,0.6160486481916776,0.37062840652811013,0.9545529266525966,0.5678558579030193,4.916402028031567,True,False
0.2787292258310984,0.5720718775997438,0.41094724132237664,0.009255271305655139,0.5484986345387909,0.04271504638287181,0.6378371395245912,0.8150206400438914,0.21952311771896857,0.5935161106515987,0.2896236584605694,0.22928558033391522,0.5305305533553915,0.42668361462098797,0.5177219831414364,0.5086264904743291,0.26296327745163695,0.1485478927505064,0.4504744886841297,0.28754408678097937,0.9014822228932684,0.856281968664361,0.8328727128888374,0.44242423568203026,0.1026505356306653,0.060676297246238686,0.5029715722205962,0.1202026783568911,0.5288848760329243,0.9811492471013599,0.2787292258310984,3.6309223330258766,True,False
0.5173785011177745,0.9376115983803672,0.2506880743002916,0.8445764094539877,0.9989720531332401,0.842199825023758,0.9353687039140313,0.5440821308861388,0.7518702894025349,0.22334137418494365,0.660307432117932,0.2802394352948064,0.903848115274257,0.7581663711202044,0.7490927761759995,0.8456762232270443,0.5626399199591906,0.19320678032123273,0.6747315900177612,0.350104316025444,0.15991188427084566,0.2997812020971444,0.5102722423026052,0.05955174195668558,0.3761879177652166,0.8444993401795813,0.05411054640980261,0.25472554827652427,0.4099606409886166,0.40674232066287447,0.5173785011177745,4.393363221511721,True,False
0.39010537097181885,0.4683342859188152,0.5687394958654673,0.41922178893995016,0.11530886162130756,0.9700532548383448,0.08288382042437996,0.5940824912381402,0.9273930577693534,0.2851534268064611,0.7831829062525852,0.11226990983958442,0.9712997658925484,0.3548451127306712,0.609343674403713,0.6190630945471862,0.7903360157173862,0.08059605949123609,0.7083195579271574,0.2155606585194613,0.37592219605733873,0.8866338116879902,0.7133798159832513,0.5439774683853995,0.2199554688745243,0.38371097511399127,0.6172032917208398,0.773840980034545,0.2104988665750263,0.9607421311843568,0.39010537097181885,4.38681789070543,True,False
8.154750730716386e-17,0.07207187759974386,0.9109472413223763,2.4740825248960347e-17,1.0,2.973157305976778e-17,0.13783713952459137,0.3150206400438915,0.7195231177189684,1.0,0.7896236584605694,0.7292855803339147,0.030530553355391715,6.794746050711211e-17,0.9999999999999999,0.008626490474329227,0.06553553294975535,2.6869104085100018e-17,0.9504744886841295,0.7875440867809783,1.0,0.9999999999999999,1.0,1.2239039117020456e-15,1.1926727184013054e-16,1.2975798265413707e-16,1.0,1.2852841851832978e-17,1.0,0.9999999999999997,8.154750730716386e-17,5.505282174164774,True,False
2.0987906352030885e-17,0.07207187759974383,4.942526692139761e-18,1.2370412624480173e-19,1.0,9.79234774345382e-21,0.13783713952459123,0.3150206400438914,0.7195231177189686,1.0,0.7896236584605694,0.0,0.03053055335539149,7.63056910577061e-17,0.9999999999999999,0.008626490474329208,8.70196591546958e-16,7.001245738760867e-18,0.0,0.7875440867809793,1.0,1.0,1.0,9.405204472859016e-16,1.0976054098808276e-17,1.3719778883281645e-17,1.0,1.0282273481466382e-16,1.0,1.0,2.0987906352030885e-17,4.680930958213284,True,False
0.2787292258310984,0.5720718775997438,0.4109472413223767,0.009255271305655139,0.5484986345387909,0.04271504638287181,0.6378371395245913,0.8150206400438914,0.21952311771896857,0.5935161106515987,0.2896236584605694,0.22928558033391522,0.5305305533553915,0.42668361462098797,0.5177219831414364,0.5086264904743291,0.26296327745163695,0.1485478927505064,0.4504744886841297,0.28754408678097937,0.9014822228932684,0.856281968664361,0.8328727128888374,0.44242423568203026,0.1026505356306653,0.060676297246238686,0.5029715722205962,0.1202026783568911,0.5288848760329243,0.98114924710136,0.2787292258310984,3.6309223330258775,True,False
0.0,0.0,0.5,3.190603977415428e-17,0.5,4.846103441375239e-17,2.7755575615628914e-17,3.005853767255486e-17,0.21952311771896865,1.0,0.9999999999999999,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,4.326712005604052e-17,0.0,5.551115123125783e-17,1.0,0.0,1.0,0.5,0.0,4.171576139981749,True,False
1.3319009271652978e-32,0.07207187759974376,1.2391101828379673e-33,1.081847053780953e-23,1.0,1.1852985433867768e-32,1.0,0.9999999999999999,0.7195231177189686,1.0,0.7896236584605694,9.31862874543023e-19,1.0,1.8022712827980745e-17,0.01772198314143636,0.008626490474329082,0.762963277451637,2.680435321593219e-31,4.766895784230899e-31,1.3192689394968037e-19,1.0,0.35628196866436107,1.0,0.94242423568203,1.3156929334686774e-32,1.0154322161374029e-18,0.002971572220596186,7.453455735950324e-32,0.028884876032924337,0.4811492471013606,1.3319009271652978e-32,4.470351060032124,True,False
0.7787292258310983,0.5720718775997438,0.41094724132237664,5.226714849625755e-18,0.5484986345387909,0.04271504638287181,0.6378371395245912,0.8150206400438914,0.7195231177189685,0.5935161106515987,0.2896236584605694,0.22928558033391522,0.5305305533553915,0.9266836146205346,0.01772198314143673,0.5086264904743291,0.7629632774516368,0.1485478927505064,0.4504744886841297,1.2572382528460955e-16,0.9014822228932684,0.856281968664361,0.9999999999999992,0.44242423568203026,0.1026505356306653,0.060676297246238686,0.5029715722205962,1.4376633367685652e-18,0.5288848760329243,0.9811492471013599,0.7787292258310983,3.682155377155275,True,False
0.7787292258310983,0.5720718775997438,0.4109472413223767,5.226714849625755e-18,0.5484986345387909,0.04271504638287181,0.6378371395245913,0.8150206400438914,0.7195231177189685,0.5935161106515987,0.2896236584605694,0.22928558033391522,0.5305305533553915,0.9266836146205346,0.01772198314143673,0.5086264904743291,0.7629632774516368,0.1485478927505064,0.4504744886841297,1.2572382528460955e-16,0.9014822228932684,0.856281968664361,0.9999999999999991,0.44242423568203026,0.1026505356306653,0.060676297246238686,0.5029715722205962,1.4376633367685652e-18,0.5288848760329243,0.98114924710136,0.7787292258310983,3.682155377155275,True,False
1.3325384573625106e-32,7.629226755453988e-19,1.0,3.038484532992039e-17,1.0,1.1923045774730997e-16,4.5818263224807757e-17,1.1853994296166141e-18,3.913705392119314e-19,1.0,1.0,1.4393572913305272e-16,0.5,6.597274887274682e-19,1.0,4.3944440635187674e-20,1.078286065104158e-19,3.5623049880489366e-19,0.5,1.0,1.0,0.5,1.0,4.326712005604052e-17,9.77537911979681e-20,5.551115123125783e-17,0.5,0.5,0.5,2.0161631685614046e-16,1.3325384573625106e-32,4.413793103448276,True,False
0.7787292258310984,0.9999999999999998,4.3917331156530455e-14,1.326592062068953e-19,0.048498634538790886,2.8652546879725024e-18,0.1378371395245912,0.3150206400438914,1.492308844720395e-18,0.0935161106515987,0.7896236584605694,4.860993785085916e-18,1.0,0.926683614620988,0.9999999999999999,0.9999999999999997,0.762963277451637,1.5172686966967575e-18,1.3562262413167182e-17,2.1853249121288547e-17,0.40148222289326846,0.35628196866436107,0.33287271288883735,1.4948226750715282e-17,0.6026505356306653,2.8005924996960838e-18,0.0029715722205962036,6.11879477175889e-17,0.028884876032924334,1.0,0.7787292258310984,2.749694073434809,True,False
0.0,0.42128210544430666,2.089660629182764e-11,1.789809452915876e-17,0.2454404509124981,4.846103441375239e-17,2.7755575615628914e-17,3.005853767255486e-17,4.530456031732532e-13,0.7778967224900306,1.0,0.5,0.3703114631397338,0.003157653274109775,0.9999999999827075,0.0,0.03625656443277503,4.119220654004249e-12,0.001985735182730833,1.0,0.29574947400800833,0.8592288146535948,0.5,8.728523178877883e-17,0.06811482625520646,9.05545799005901e-18,1.0,0.14329857829683865,1.0,0.5,0.0,4.0173966032028305,True,False
0.0,0.45159521904578614,2.1023076521896305e-11,1.950464897261389e-17,0.19451739169789709,4.846103441375239e-17,2.7755575615628914e-17,3.005853767255486e-17,3.9262354307080643e-13,0.75866165273851,0.9999999999999852,0.5,0.5,0.006184788051434527,0.9999999999999577,0.0,0.061150659618134075,4.421773097717393e-12,0.0017888833615430726,1.0,0.25662218108409796,0.8203494294747429,0.5,9.047154920327108e-17,0.07242422969070414,9.316772521465381e-18,1.0,0.22875663216921766,1.0,0.5,0.0,4.057533089745538,True,False
0.9999999999999969,1.0,1.7677530738742516e-25,1.1848999834298236e-15,1.9704943439840748e-15,0.4999999999999928,0.6378371395245848,4.516226935325108e-15,0.4999999999999932,2.0890185968134043e-15,0.2896236584605737,1.149421845652333e-15,0.5000000000000062,0.851240668698446,1.0,0.9999999999999989,0.9999999999999967,2.0378572072626005e-16,0.49999999999999395,0.4999999999999923,6.584332504507698e-15,7.021369934328327e-25,4.6780855705157836e-15,0.4999999999999913,0.10265053563067186,1.108688538162312e-15,0.5029715722205962,0.49999999999999306,3.810927358971593e-16,0.5000000000000073,0.9999999999999969,2.1677950500024505,True,False
0.7787292258310984,0.9999999999999998,4.3917331156530455e-14,1.326592062068953e-19,0.08487261044288405,2.8652546879725024e-18,0.2412149941680346,0.3150206400438914,1.492308844720395e-18,0.16365319364029773,0.7896236584605694,4.860993785085916e-18,0.8749999999999999,0.926683614620988,1.0,0.9999999999999997,0.762963277451637,1.5172686966967575e-18,1.3562262413167182e-17,2.1853249121288547e-17,0.40148222289326846,0.3562819686643611,0.33287271288883735,1.4948226750715282e-17,0.6026505356306653,2.8005924996960838e-18,0.0052002513860433565,6.11879477175889e-17,0.028884876032924334,0.8749999999999999,0.7787292258310984,2.7405197756879467,True,False
0.9590469193733238,0.9999999999999998,4.3917331156530455e-14,1.326592062068953e-19,0.048498634538790886,2.8652546879725024e-18,0.2412149941680346,0.3150206400438914,1.492308844720395e-18,0.0935161106515987,0.7896236584605694,4.860993785085916e-18,0.8749999999999999,0.981670903655247,1.0,0.9999999999999997,0.9472224580887276,1.5172686966967575e-18,1.3562262413167182e-17,2.1853249121288547e-17,0.40148222289326846,0.3562819686643611,0.33287271288883735,1.4948226750715282e-17,0.6026505356306653,2.8005924996960838e-18,0.0052002513860433565,6.11879477175889e-17,0.028884876032924334,0.8749999999999999,0.9590469193733238,3.0153396146657445,True,False
0.9999999999999999,1.0,7.19171676905151e-14,1.326592062068953e-19,8.836367632666653e-17,1.5293118070588406e-17,0.6378371395245911,2.4875473025286685e-18,1.845324436598253e-17,1.613321184700075e-16,0.28962365846056937,1.0449238156189205e-17,0.5,1.0,1.0,0.9999999999999991,0.9999999999999999,3.7492192057852115e-19,3.3961750258413393e-16,1.9765084389029417e-16,7.352830967816873e-17,6.645079768926261e-16,0.33287271288883735,3.0011118855225797e-18,0.10265053563066528,3.701422586079044e-18,0.5029715722205956,1.158239145185625e-15,0.028884876032924334,0.5000000000000001,0.9999999999999999,1.5926722635174237,True,False
1.0,1.0,8.709970472733521e-11,3.826440176640796e-20,1.7941563827564766e-15,7.084541071245833e-17,0.1378371395245911,2.2281348174165053e-18,5.746338143055622e-17,1.411599795365035e-15,6.726979134465876e-16,3.633494601562762e-18,0.9999999999999989,0.5,0.5000000000000002,0.9999999999999982,0.9999999999999999,1.5610577480442662e-18,4.88664707142168e-16,3.0061810483525127e-16,9.514084186182203e-17,1.5217098217156515e-14,6.279536076957277e-16,1.1178552724264788e-17,8.12000540549322e-17,5.76590531677695e-17,0.0029715722206089695,1.313954294086981e-15,0.5288848760329243,1.8871711851194257e-16,1.0,1.0983677123497557,True,False
1.0,1.0,1.266020532650204e-10,2.5096774398360965e-19,1.6261362292010069e-15,3.038467803743949e-16,0.1378371395245911,2.160772415231765e-17,3.447965852308163e-16,3.2967301518953004e-15,4.1108315984372844e-18,3.683346066367966e-20,1.0,0.5,0.5,0.9999999999999999,0.9999999999999998,1.1071648300373514e-18,3.096682655160585e-17,6.007074672683469e-31,2.854100061058699e-16,6.098600233273025e-15,2.3647247275035577e-17,1.8433989769880545e-17,8.869594457424614e-18,2.7234488281287157e-18,0.0029715722205956776,7.579369990407498e-16,0.5288848760329243,1.156056450160858e-16,1.0,1.0983677123583215,True,False
0.9999999999999999,1.0,1.2811453397630306e-11,1.9727260842581553e-19,4.608049171824761e-16,7.596905223810194e-17,0.1378371395245911,1.264743401882345e-17,2.4483259361907782e-17,2.62647192821465e-16,2.8190948167623237e-17,3.197139169996522e-17,1.0,0.5,0.5,0.9999999999999994,0.9999999999999999,1.3420205922759229e-18,3.918373560977977e-17,3.1685207823229537e-16,4.0669200343468736e-16,1.2519755098894304e-15,1.7664649988808371e-15,1.8392588837389966e-17,1.5892152449449317e-17,1.9043733529872846e-18,0.0029715722205956585,2.23023934590289e-31,0.5288848760329243,2.9597566430860625e-15,0.9999999999999999,1.0983677123336386,True,False
