x1,x2,x3,x4,f1,f2,isFeasible,isFrontier
55.0,30.0,26.0,35.0,2.785252204884503,55.0,True,False
30.0,15.0,20.0,54.0,0.07419486402402797,54.0,True,False
13.0,21.0,32.0,15.0,0.18017535412786898,32.0,True,False
37.0,46.0,35.0,55.0,0.5474172639344271,55.0,True,False
17.0,57.0,24.0,20.0,3.513640312286864,57.0,True,False
12.0,12.0,44.0,60.0,0.00805216746597091,60.0,True,False
12.0,12.0,56.0,39.0,0.006137979582501981,56.0,True,False
26.0,30.0,15.0,49.0,0.8407884356593471,49.0,True,False
32.0,21.0,21.0,52.0,0.22194019484248068,52.0,True,False
12.0,12.0,12.0,12.0,0.7322578740113634,12.0,True,True
12.0,12.0,16.0,12.0,0.3668975363977435,16.0,True,False
12.0,12.0,54.0,15.0,0.0011221463537293807,54.0,True,False
12.0,12.0,35.0,26.0,0.00019494954837620028,35.0,True,True
12.0,12.0,24.0,14.0,0.08082200028227289,24.0,True,False
18.0,24.0,12.0,12.0,8.155140574920324,24.0,True,False
12.0,12.0,12.0,13.0,0.6065256991243325,13.0,True,False
16.0,18.0,26.0,18.0,0.22194019484248068,26.0,True,False
12.0,36.0,59.0,27.0,0.0161054160673774,59.0,True,False
16.0,12.0,12.0,12.0,1.4138494352739677,16.0,True,False
12.0,12.0,17.0,25.0,0.03784744755862291,25.0,True,True
12.0,12.0,14.0,36.0,0.02000384817653088,36.0,True,False
12.0,12.0,13.0,37.0,0.024055071531170924,37.0,True,False
36.0,12.0,49.0,27.0,0.033215531785251835,49.0,True,False
12.0,12.0,16.0,16.0,0.1749085331875285,16.0,True,True
36.0,12.0,41.0,29.0,0.04798343044886769,41.0,True,False
36.0,12.0,48.0,27.0,0.0357414181528213,48.0,True,False
21.0,17.0,23.0,20.0,0.3991808835362535,23.0,True,False
15.0,19.0,15.0,20.0,0.6491858064886393,20.0,True,False
13.0,14.0,21.0,29.0,0.023892271307977976,29.0,True,False
31.0,13.0,16.0,27.0,0.6218758371967322,31.0,True,False
20.0,15.0,18.0,12.0,1.54905296708934,20.0,True,False
17.0,15.0,25.0,18.0,0.17841106659219994,25.0,True,False
19.0,13.0,18.0,18.0,0.382006018243013,19.0,True,False
19.0,13.0,17.0,19.0,0.3849291133507937,19.0,True,False
17.0,15.0,25.0,25.0,0.06954859454231135,25.0,True,False
12.0,12.0,14.0,18.0,0.18245647891862715,18.0,True,False
25.0,29.0,36.0,31.0,0.25539100603777387,36.0,True,False
26.0,36.0,36.0,33.0,0.41422026891036723,36.0,True,False
12.0,36.0,34.0,50.0,0.01206445704261714,50.0,True,False
18.0,19.0,12.0,15.0,3.082555089420395,19.0,True,False
13.0,24.0,23.0,23.0,0.19848159768758988,24.0,True,False
12.0,18.0,16.0,12.0,0.9618130428181735,18.0,True,False
12.0,36.0,39.0,32.0,0.04075332238284258,39.0,True,False
25.0,13.0,18.0,13.0,1.54905296708934,25.0,True,False
15.0,27.0,20.0,18.0,0.9618130428181735,27.0,True,False
13.0,21.0,12.0,19.0,1.1089966447035566,21.0,True,False
28.0,12.0,27.0,30.0,0.0731894513722947,30.0,True,False
16.0,16.0,15.0,25.0,0.28986092991158624,25.0,True,False
19.0,12.0,27.0,22.0,0.05738854278040701,27.0,True,False
16.0,16.0,16.0,15.0,0.8507984084861065,16.0,True,False
12.0,12.0,44.0,20.0,0.000374694953567059,44.0,True,False
14.0,22.0,20.0,31.0,0.12425263251314651,31.0,True,False
25.0,26.0,22.0,31.0,0.6541572040130006,31.0,True,False
14.0,15.0,14.0,14.0,0.8596057255744385,15.0,True,False
12.0,16.0,18.0,17.0,0.23345484879398898,18.0,True,False
14.0,17.0,12.0,14.0,1.6189695478118413,17.0,True,False
36.0,12.0,59.0,50.0,4.6714476263680405e-06,59.0,True,False
18.0,29.0,24.0,23.0,0.6421984433392154,29.0,True,False
32.0,25.0,43.0,13.0,1.6559769714664956,43.0,True,False
32.0,26.0,43.0,13.0,1.8065853696632808,43.0,True,False
12.0,13.0,12.0,12.0,0.8818224309936811,13.0,True,False
14.0,17.0,29.0,20.0,0.07079085178737228,29.0,True,False
29.0,17.0,20.0,21.0,1.0599324307286784,29.0,True,False
13.0,18.0,25.0,17.0,0.16508693076905254,25.0,True,False
23.0,13.0,16.0,22.0,0.4972400389610118,23.0,True,False
17.0,12.0,31.0,21.0,0.028589646097313497,31.0,True,False
60.0,12.0,52.0,60.0,0.007480503839278342,60.0,True,False
14.0,29.0,23.0,16.0,0.9196456032525276,29.0,True,False
16.0,18.0,14.0,14.0,1.7559123521297304,18.0,True,False
16.0,12.0,15.0,15.0,0.5027575870558176,16.0,True,False
14.0,12.0,14.0,14.0,0.5081744157831724,14.0,True,False
55.0,12.0,59.0,40.0,0.01832820257654348,59.0,True,False
12.0,12.0,15.0,14.0,0.2931518169297514,15.0,True,False
19.0,21.0,30.0,45.0,0.022884497999849606,45.0,True,False
19.0,20.0,31.0,45.0,0.01641527479385113,45.0,True,False
23.0,32.0,12.0,24.0,5.814253061138086,32.0,True,False
19.0,31.0,17.0,20.0,2.52197781111756,31.0,True,False
14.0,17.0,21.0,13.0,0.5292788711588825,21.0,True,False
16.0,18.0,21.0,13.0,0.829312072110239,21.0,True,False
20.0,26.0,12.0,17.0,5.782775829021398,26.0,True,False
22.0,18.0,14.0,14.0,3.519859418623389,22.0,True,False
15.0,26.0,35.0,26.0,0.08082200028227289,35.0,True,False
15.0,25.0,35.0,26.0,0.0717214394397374,35.0,True,False
52.0,12.0,37.0,46.0,0.04943870972048989,52.0,True,False
14.0,14.0,18.0,24.0,0.0957434462768002,24.0,True,False
48.0,19.0,59.0,49.0,0.02930343226944816,59.0,True,False
37.0,34.0,59.0,35.0,0.21615213482742726,59.0,True,False
41.0,12.0,60.0,36.0,0.0069719916542311505,60.0,True,False
35.0,16.0,17.0,19.0,2.526404725017708,35.0,True,False
23.0,17.0,20.0,28.0,0.3068439409532895,28.0,True,False
38.0,12.0,60.0,47.0,0.0003035540604327887,60.0,True,False
12.0,12.0,13.0,12.0,0.6065256991243325,13.0,True,False
13.0,15.0,30.0,33.0,0.002776275322251741,33.0,True,False
15.0,18.0,30.0,35.0,0.012738176939055944,35.0,True,False
20.0,32.0,19.0,17.0,3.3751011037402465,32.0,True,False
20.0,17.0,13.0,25.0,0.8133776523163632,25.0,True,False
24.0,21.0,48.0,43.0,0.009981353048607566,48.0,True,False
26.0,20.0,48.0,43.0,0.011590387013431071,48.0,True,False
12.0,36.0,60.0,60.0,0.0005894856114211608,60.0,True,False
18.0,16.0,28.0,32.0,0.0313818555907215,32.0,True,False
14.0,13.0,13.0,13.0,0.8698243684250215,14.0,True,False
22.0,25.0,13.0,16.0,6.249757224647687,25.0,True,False
17.0,15.0,13.0,20.0,0.6997153628339843,20.0,True,False
12.0,12.0,15.0,15.0,0.2457389878477507,15.0,True,True
13.0,12.0,13.0,13.0,0.6065256991243325,13.0,True,False
29.0,25.0,14.0,17.0,8.421250903560423,29.0,True,False
31.0,19.0,60.0,47.0,0.004171341508430527,60.0,True,False
21.0,17.0,27.0,29.0,0.09713156449529745,29.0,True,False
13.0,15.0,30.0,12.0,0.1579166994975046,30.0,True,False
39.0,21.0,60.0,49.0,0.018034369142672358,60.0,True,False
24.0,23.0,20.0,29.0,0.6519671262962007,29.0,True,False
14.0,12.0,12.0,12.0,1.045275876864888,14.0,True,False
16.0,19.0,12.0,14.0,2.7730391939937884,19.0,True,False
26.0,22.0,15.0,19.0,3.469793672846995,26.0,True,False
45.0,12.0,59.0,60.0,6.827796404496991e-05,60.0,True,False
21.0,13.0,55.0,45.0,0.0011543885858937891,55.0,True,False
12.0,12.0,15.0,16.0,0.2076813338295715,16.0,True,False
14.0,15.0,17.0,17.0,0.33914814744886745,17.0,True,False
13.0,13.0,15.0,15.0,0.3682448169105941,15.0,True,False
23.0,17.0,51.0,45.0,0.0006807426603765799,51.0,True,False
13.0,13.0,20.0,32.0,0.014348009067519662,32.0,True,False
13.0,12.0,14.0,13.0,0.5081744157831724,14.0,True,False
27.0,12.0,60.0,44.0,0.00046449094737139495,60.0,True,False
12.0,12.0,13.0,14.0,0.4185177345432079,14.0,True,False
15.0,13.0,18.0,14.0,0.3963082714992674,18.0,True,False
32.0,14.0,60.0,47.0,0.00021274916301149862,60.0,True,False
16.0,16.0,14.0,21.0,0.527757170979323,21.0,True,False
13.0,13.0,17.0,15.0,0.26880675804878373,17.0,True,False
13.0,13.0,18.0,16.0,0.195829464930828,18.0,True,False
12.0,15.0,21.0,25.0,0.039433149835154224,25.0,True,False
31.0,17.0,20.0,24.0,0.9094241798544757,31.0,True,False
36.0,12.0,33.0,14.0,0.6253418814451677,36.0,True,False
18.0,17.0,13.0,24.0,0.6997153628339843,24.0,True,False
25.0,13.0,12.0,18.0,1.8505529519241777,25.0,True,False
