x1,x2,x3,x4,f1,f2,isFeasible,isFrontier
57.0,28.0,43.0,47.0,0.41657825911691054,57.0,True,False
38.0,18.0,31.0,20.0,0.9195783547242505,38.0,True,False
40.0,48.0,28.0,44.0,1.9998548231351254,48.0,True,False
24.0,13.0,21.0,32.0,0.10240408932911658,32.0,True,False
55.0,49.0,48.0,18.0,8.850230151635598,55.0,True,False
48.0,12.0,12.0,56.0,0.5081744157831724,56.0,True,False
48.0,12.0,12.0,12.0,14.866581925374804,48.0,True,False
27.0,22.0,24.0,39.0,0.24042945158198986,39.0,True,False
21.0,20.0,15.0,35.0,0.4299696039204675,35.0,True,False
12.0,12.0,45.0,56.0,0.007592763991017121,56.0,True,False
12.0,12.0,45.0,12.0,0.014978661455855986,45.0,True,False
22.0,20.0,18.0,28.0,0.5310569567452869,28.0,True,False
23.0,24.0,16.0,35.0,0.7080127934946668,35.0,True,False
33.0,12.0,50.0,35.0,0.006725047920950368,50.0,True,False
14.0,23.0,21.0,20.0,0.3873660033497627,23.0,True,False
12.0,44.0,33.0,12.0,1.4138494352739677,44.0,True,False
12.0,19.0,13.0,13.0,1.451622801898399,19.0,True,False
12.0,19.0,20.0,20.0,0.18123809331593707,20.0,True,False
14.0,33.0,30.0,20.0,0.3915263634068331,33.0,True,False
12.0,12.0,15.0,16.0,0.2076813338295715,16.0,True,False
12.0,12.0,22.0,22.0,0.02348290717683538,22.0,True,True
32.0,33.0,60.0,59.0,0.023723934735261028,60.0,True,False
30.0,18.0,38.0,26.0,0.16182869931627372,38.0,True,False
12.0,12.0,14.0,16.0,0.24857984068578395,16.0,True,False
12.0,12.0,21.0,15.0,0.09788358988709478,21.0,True,False
12.0,12.0,15.0,17.0,0.17675849031872135,17.0,True,False
12.0,12.0,15.0,18.0,0.15136302157705062,18.0,True,False
12.0,14.0,14.0,19.0,0.2374609221818736,19.0,True,False
47.0,12.0,42.0,59.0,0.006942819116708733,59.0,True,False
12.0,12.0,14.0,14.0,0.3485893441323532,14.0,True,True
16.0,26.0,38.0,35.0,0.028393136355489842,38.0,True,False
12.0,30.0,26.0,59.0,0.008172385801028022,59.0,True,False
12.0,12.0,15.0,13.0,0.3530525030640972,15.0,True,False
12.0,12.0,14.0,32.0,0.0313818555907215,32.0,True,False
12.0,12.0,12.0,12.0,0.7322578740113634,12.0,True,True
47.0,21.0,45.0,35.0,0.2326975476194688,47.0,True,False
47.0,21.0,45.0,12.0,2.8341670412702875,47.0,True,False
40.0,21.0,26.0,59.0,0.1626578917201607,59.0,True,False
19.0,14.0,19.0,21.0,0.27288853497098126,21.0,True,False
12.0,16.0,21.0,19.0,0.11351756799515213,21.0,True,False
54.0,20.0,60.0,59.0,0.02585838341975564,60.0,True,False
28.0,21.0,19.0,15.0,3.6820949662674014,28.0,True,False
12.0,33.0,12.0,12.0,6.789780237306704,33.0,True,False
23.0,23.0,26.0,24.0,0.49488000980057084,26.0,True,False
12.0,26.0,19.0,14.0,1.0581270068645632,26.0,True,False
24.0,18.0,24.0,22.0,0.45414457062294566,24.0,True,False
20.0,12.0,14.0,14.0,1.166854661972615,20.0,True,False
14.0,28.0,18.0,26.0,0.480703040052688,28.0,True,False
12.0,12.0,12.0,13.0,0.6065256991243325,13.0,True,False
