x1,x2,x3,x4,f1,f2,isFeasible,isFrontier
40.0,47.0,54.0,33.0,0.8294019269859179,54.0,True,False
53.0,19.0,23.0,49.0,0.5613655250960454,53.0,True,False
44.0,45.0,32.0,33.0,2.9953940556590335,45.0,True,False
35.0,37.0,58.0,49.0,0.09696105407592058,58.0,True,False
49.0,44.0,26.0,37.0,4.396926352590109,49.0,True,False
20.0,21.0,12.0,12.0,7.686131573493559,21.0,True,False
12.0,13.0,34.0,25.0,0.0015405693288753144,34.0,True,False
12.0,45.0,12.0,12.0,13.001221587761185,45.0,True,False
36.0,12.0,58.0,12.0,0.22696680291150725,58.0,True,False
44.0,12.0,36.0,12.0,1.161960890161742,44.0,True,False
26.0,12.0,50.0,49.0,0.0002867056955598631,50.0,True,False
25.0,12.0,49.0,49.0,0.00037370250067744705,49.0,True,False
22.0,16.0,38.0,31.0,0.023880207085736543,38.0,True,False
14.0,25.0,30.0,21.0,0.1691481380069033,30.0,True,False
17.0,12.0,12.0,12.0,1.6189695478118413,17.0,True,False
15.0,22.0,31.0,21.0,0.13150277799737786,31.0,True,False
12.0,14.0,58.0,19.0,6.676141655843318e-05,58.0,True,False
12.0,12.0,44.0,12.0,0.01649887533372519,44.0,True,False
12.0,12.0,12.0,36.0,0.0357414181528213,36.0,True,False
30.0,12.0,23.0,22.0,0.3216966982150881,30.0,True,False
32.0,12.0,22.0,22.0,0.42134263016703577,32.0,True,False
12.0,38.0,48.0,33.0,0.020620805804339448,48.0,True,False
12.0,12.0,23.0,21.0,0.023672075283754472,23.0,True,True
13.0,12.0,12.0,12.0,0.8818224309936811,13.0,True,False
12.0,12.0,60.0,12.0,0.0031047936477795516,60.0,True,False
12.0,12.0,14.0,12.0,0.5081744157831724,14.0,True,False
32.0,25.0,34.0,21.0,0.9529056324937896,34.0,True,False
12.0,18.0,12.0,15.0,1.1145461441022593,18.0,True,False
12.0,12.0,17.0,16.0,0.14832699628884005,17.0,True,True
21.0,14.0,13.0,25.0,0.5781109238970071,25.0,True,False
12.0,28.0,35.0,31.0,0.027356529691382237,35.0,True,False
12.0,12.0,12.0,22.0,0.16094155768907917,22.0,True,False
34.0,16.0,58.0,32.0,0.022148619736466552,58.0,True,False
34.0,20.0,58.0,32.0,0.049328403591112596,58.0,True,False
12.0,12.0,12.0,12.0,0.7322578740113634,12.0,True,True
50.0,12.0,60.0,60.0,0.0005011930770746653,60.0,True,False
24.0,14.0,20.0,22.0,0.3836031415898914,24.0,True,False
23.0,12.0,19.0,13.0,0.9469811835772546,23.0,True,False
12.0,20.0,14.0,28.0,0.218991777687698,28.0,True,False
24.0,28.0,20.0,18.0,2.966618155516357,28.0,True,False
15.0,22.0,17.0,18.0,0.872640048364579,22.0,True,False
14.0,28.0,24.0,18.0,0.5823644705056332,28.0,True,False
26.0,12.0,26.0,25.0,0.1127083717750339,26.0,True,False
