1.20140e+01	1.20001e+01	1.20007e+01	1.20930e+01
1.20140e+01	1.20001e+01	1.20007e+01	1.20930e+01
1.20140e+01	1.20001e+01	1.20007e+01	1.20930e+01
1.20140e+01	1.20001e+01	1.20007e+01	1.20930e+01
1.20140e+01	1.20001e+01	1.20007e+01	1.20930e+01
1.20140e+01	1.20001e+01	1.20007e+01	1.20930e+01
1.21399e+01	1.20000e+01	1.20008e+01	1.20930e+01
1.21399e+01	1.20000e+01	1.20008e+01	1.20930e+01
1.21399e+01	1.20000e+01	1.20008e+01	1.20930e+01
1.21399e+01	1.20000e+01	1.20008e+01	1.20930e+01
1.21399e+01	1.20000e+01	1.20008e+01	1.20930e+01
1.21399e+01	1.20000e+01	1.20008e+01	1.20930e+01
1.21399e+01	1.20000e+01	1.20008e+01	1.20930e+01
1.21399e+01	1.20000e+01	1.20008e+01	1.20930e+01
1.21399e+01	1.20001e+01	1.20010e+01	1.24291e+01
1.21399e+01	1.20001e+01	1.20010e+01	1.24291e+01
1.21399e+01	1.20001e+01	1.20010e+01	1.24291e+01
1.21399e+01	1.20001e+01	1.20010e+01	1.25440e+01
1.21399e+01	1.20001e+01	1.20005e+01	1.25454e+01
1.21399e+01	1.20001e+01	1.20005e+01	1.25790e+01
1.21399e+01	1.20001e+01	1.20005e+01	1.25790e+01
1.21399e+01	1.20001e+01	1.20005e+01	1.25790e+01
1.27271e+01	1.20001e+01	1.20010e+01	1.29860e+01
1.30918e+01	1.20004e+01	1.20004e+01	1.29860e+01
1.31914e+01	1.20001e+01	1.20010e+01	1.29860e+01
1.31914e+01	1.20001e+01	1.20010e+01	1.29860e+01
1.31914e+01	1.20001e+01	1.20010e+01	1.29860e+01
1.31914e+01	1.20001e+01	1.20010e+01	1.29860e+01
1.31914e+01	1.20001e+01	1.20010e+01	1.29860e+01
1.39869e+01	1.20078e+01	1.20036e+01	1.39304e+01
1.48983e+01	1.20078e+01	1.20036e+01	1.43869e+01
1.54096e+01	1.20044e+01	1.20732e+01	1.58616e+01
1.61335e+01	1.20078e+01	1.20732e+01	1.58616e+01
1.54231e+01	1.20044e+01	1.20226e+01	1.87793e+01
2.71825e+01	1.20080e+01	1.20039e+01	2.13174e+01
