6.98790e-01	1.21342e+01
6.98790e-01	1.21342e+01
6.97745e-01	1.21358e+01
6.92702e-01	1.21514e+01
6.92702e-01	1.21514e+01
6.92702e-01	1.21514e+01
6.92702e-01	1.21514e+01
6.84440e-01	1.22205e+01
6.80126e-01	1.22457e+01
6.79602e-01	1.22466e+01
6.79602e-01	1.22466e+01
6.58729e-01	1.23024e+01
6.50243e-01	1.23135e+01
6.50243e-01	1.23135e+01
6.50243e-01	1.23135e+01
6.50243e-01	1.23135e+01
6.50243e-01	1.23135e+01
6.50243e-01	1.23135e+01
6.50243e-01	1.23135e+01
6.50243e-01	1.23135e+01
6.24176e-01	1.25544e+01
6.15042e-01	1.26181e+01
6.15042e-01	1.26181e+01
6.15042e-01	1.26181e+01
5.79101e-01	1.27300e+01
5.76756e-01	1.27415e+01
5.76756e-01	1.27415e+01
5.76756e-01	1.27415e+01
5.76756e-01	1.27415e+01
5.33764e-01	1.29505e+01
5.12236e-01	1.30002e+01
5.03905e-01	1.30196e+01
4.93535e-01	1.31460e+01
4.90978e-01	1.31480e+01
4.67438e-01	1.32802e+01
4.63578e-01	1.33522e+01
4.53484e-01	1.34222e+01
4.53484e-01	1.34222e+01
3.89035e-01	1.37475e+01
3.87125e-01	1.37491e+01
3.44659e-01	1.40641e+01
3.32351e-01	1.42750e+01
3.09361e-01	1.46846e+01
2.84696e-01	1.53406e+01
2.55332e-01	1.55160e+01
2.15625e-01	1.68267e+01
1.45138e-01	1.92062e+01
6.83794e-03	2.84319e+01
