x1,x2,x3,x4,f1,f2,isFeasible,isFrontier
23.0,31.0,23.0,42.0,0.3526173389150088,42.0,True,False
36.0,31.0,17.0,50.0,1.3657705236137967,50.0,True,False
34.0,13.0,50.0,46.0,0.002293891585621616,50.0,True,False
57.0,19.0,43.0,12.0,3.820296523976691,57.0,True,False
35.0,44.0,28.0,25.0,4.225987494556741,44.0,True,False
12.0,12.0,26.0,60.0,0.0027010505810840845,60.0,True,False
12.0,55.0,47.0,18.0,0.4043211433219348,55.0,True,False
12.0,37.0,60.0,60.0,0.0004387345573805378,60.0,True,False
12.0,28.0,23.0,28.0,0.14247590489041181,28.0,True,False
25.0,14.0,46.0,41.0,0.0017055758456694403,46.0,True,False
28.0,15.0,50.0,50.0,0.0005626704332361949,50.0,True,False
12.0,19.0,12.0,12.0,2.0708764395542545,19.0,True,False
12.0,12.0,12.0,12.0,0.7322578740113634,12.0,True,True
12.0,24.0,37.0,47.0,0.0004551009917210252,47.0,True,False
12.0,58.0,60.0,36.0,0.031663674752709814,60.0,True,False
12.0,12.0,23.0,27.0,0.007674589278737342,27.0,True,False
25.0,12.0,46.0,41.0,0.00021866966195221017,46.0,True,False
12.0,12.0,37.0,47.0,0.0037789437825984313,47.0,True,False
24.0,19.0,18.0,25.0,0.7552548697952011,25.0,True,False
12.0,12.0,36.0,12.0,0.0357414181528213,36.0,True,False
49.0,27.0,60.0,38.0,0.19008190274373166,60.0,True,False
13.0,23.0,17.0,34.0,0.13914519858545163,34.0,True,False
25.0,17.0,17.0,24.0,0.8053040413914113,25.0,True,False
25.0,12.0,22.0,17.0,0.4327794015416175,25.0,True,False
12.0,36.0,60.0,22.0,0.033486585358515,60.0,True,False
12.0,12.0,12.0,14.0,0.5081744157831724,14.0,True,False
17.0,16.0,32.0,23.0,0.05075373341293425,32.0,True,False
18.0,15.0,31.0,23.0,0.05494443925589732,31.0,True,False
18.0,12.0,22.0,47.0,0.004175506694896506,47.0,True,False
14.0,17.0,13.0,21.0,0.5292788711588825,21.0,True,False
12.0,12.0,47.0,27.0,0.0009488955012176937,47.0,True,False
25.0,12.0,47.0,17.0,0.05344882160143367,47.0,True,False
49.0,12.0,60.0,60.0,0.0003630552422263993,60.0,True,False
39.0,12.0,18.0,20.0,1.3356902791477074,39.0,True,False
13.0,12.0,20.0,19.0,0.07088746022545399,20.0,True,False
13.0,12.0,20.0,18.0,0.08355221986493597,20.0,True,False
23.0,16.0,32.0,27.0,0.07932480794113049,32.0,True,False
12.0,12.0,14.0,19.0,0.15766780808128286,19.0,True,False
28.0,19.0,12.0,40.0,0.92940013142171,40.0,True,False
29.0,19.0,12.0,41.0,0.9518721889073936,41.0,True,False
13.0,12.0,39.0,20.0,0.0031047936477795516,39.0,True,False
27.0,13.0,12.0,26.0,0.9618130428181735,27.0,True,False
23.0,27.0,18.0,13.0,6.297925669585487,27.0,True,False
22.0,16.0,38.0,21.0,0.0881041498551819,38.0,True,False
19.0,19.0,17.0,23.0,0.6068321700924262,23.0,True,False
12.0,12.0,18.0,18.0,0.09009909906751659,18.0,True,True
15.0,12.0,12.0,12.0,1.2226182116249835,15.0,True,False
40.0,12.0,33.0,38.0,0.05688024415849305,40.0,True,False
12.0,12.0,19.0,21.0,0.04692549417712211,21.0,True,False
13.0,22.0,20.0,17.0,0.48566563184575573,22.0,True,False
13.0,22.0,21.0,16.0,0.49972337599872113,22.0,True,False
19.0,13.0,14.0,20.0,0.5444425924016773,20.0,True,False
20.0,20.0,19.0,15.0,1.585658800587486,20.0,True,False
12.0,12.0,23.0,38.0,0.0004194468098709962,38.0,True,False
40.0,36.0,52.0,60.0,0.10065335986131808,60.0,True,False
12.0,12.0,17.0,13.0,0.25735773968397696,17.0,True,False
12.0,35.0,36.0,14.0,0.47479542671339464,36.0,True,False
12.0,36.0,36.0,14.0,0.5081744157831724,36.0,True,False
24.0,24.0,16.0,15.0,5.0882757646476335,24.0,True,False
12.0,18.0,23.0,20.0,0.10581091193664313,23.0,True,False
12.0,19.0,23.0,22.0,0.0938279974091248,23.0,True,False
15.0,12.0,17.0,27.0,0.06144327383122785,27.0,True,False
28.0,12.0,29.0,15.0,0.39455291030507633,29.0,True,False
16.0,13.0,21.0,13.0,0.3814611805924963,21.0,True,False
24.0,16.0,26.0,20.0,0.3530525030640972,26.0,True,False
49.0,12.0,59.0,44.0,0.006760619504919652,59.0,True,False
16.0,14.0,21.0,28.0,0.05601413552140198,28.0,True,False
21.0,13.0,13.0,17.0,1.1903132782705492,21.0,True,False
21.0,25.0,20.0,13.0,3.515442919075175,25.0,True,False
12.0,36.0,42.0,31.0,0.035162966664632596,42.0,True,False
12.0,12.0,17.0,17.0,0.12530932465497427,17.0,True,True
23.0,25.0,26.0,32.0,0.2990191603585882,32.0,True,False
29.0,26.0,26.0,32.0,0.580599309906256,32.0,True,False
32.0,12.0,49.0,29.0,0.01586413454259222,49.0,True,False
17.0,33.0,12.0,21.0,4.334354042397441,33.0,True,False
18.0,12.0,25.0,21.0,0.07136871998876754,25.0,True,False
12.0,36.0,30.0,60.0,0.009162447665958744,60.0,True,False
22.0,18.0,13.0,23.0,1.3927195409639845,23.0,True,False
15.0,14.0,21.0,35.0,0.02000384817653088,35.0,True,False
25.0,20.0,16.0,27.0,1.0264285118229568,27.0,True,False
26.0,14.0,23.0,19.0,0.4742699779609659,26.0,True,False
12.0,12.0,13.0,12.0,0.6065256991243325,13.0,True,False
22.0,13.0,20.0,20.0,0.32572208913183665,22.0,True,False
21.0,28.0,21.0,12.0,4.791957452395114,28.0,True,False
14.0,14.0,15.0,16.0,0.4521047375391532,16.0,True,False
32.0,17.0,26.0,19.0,0.9157250729337586,32.0,True,False
17.0,13.0,16.0,16.0,0.5169637684804775,17.0,True,False
17.0,14.0,17.0,16.0,0.5339527052045535,17.0,True,False
22.0,23.0,25.0,15.0,1.452155163547906,25.0,True,False
13.0,16.0,18.0,20.0,0.1879209087577435,20.0,True,False
12.0,12.0,23.0,12.0,0.14247590489041181,23.0,True,False
22.0,20.0,26.0,12.0,1.6026979809696775,26.0,True,False
12.0,12.0,15.0,15.0,0.2457389878477507,15.0,True,True
16.0,21.0,20.0,28.0,0.2076813338295715,28.0,True,False
14.0,23.0,28.0,40.0,0.02051216181254653,40.0,True,False
14.0,13.0,15.0,15.0,0.44170587271463074,15.0,True,False
27.0,13.0,17.0,16.0,1.3136869902873944,27.0,True,False
32.0,33.0,50.0,46.0,0.09913122147443379,50.0,True,False
28.0,23.0,27.0,14.0,2.4318043936041596,28.0,True,False
12.0,12.0,16.0,16.0,0.1749085331875285,16.0,True,True
30.0,12.0,23.0,27.0,0.18959999914066106,30.0,True,False
21.0,27.0,23.0,19.0,1.329878341832418,27.0,True,False
25.0,15.0,45.0,48.0,0.0008603536897986767,48.0,True,False
13.0,24.0,27.0,19.0,0.21521045592863794,27.0,True,False
14.0,12.0,15.0,13.0,0.5144606692738793,15.0,True,False
46.0,12.0,45.0,41.0,0.023996385325484124,46.0,True,False
19.0,18.0,15.0,32.0,0.3228747357557005,32.0,True,False
14.0,17.0,20.0,15.0,0.4212711060285487,20.0,True,False
28.0,13.0,48.0,45.0,0.0005875385134444154,48.0,True,False
18.0,37.0,12.0,15.0,12.643149520238461,37.0,True,False
36.0,12.0,30.0,60.0,0.009162447665958744,60.0,True,False
12.0,23.0,30.0,49.0,0.001890143209061638,49.0,True,False
35.0,27.0,23.0,16.0,5.874105778297918,35.0,True,False
12.0,12.0,13.0,35.0,0.029654283642754947,35.0,True,False
24.0,32.0,19.0,22.0,2.866388672135779,32.0,True,False
19.0,22.0,12.0,20.0,2.5516463200428805,22.0,True,False
15.0,12.0,30.0,42.0,2.0226014011086525e-06,42.0,True,True
34.0,18.0,33.0,16.0,1.029842551666312,34.0,True,False
13.0,15.0,16.0,30.0,0.06862863467901602,30.0,True,False
14.0,19.0,14.0,16.0,1.0883093772215784,19.0,True,False
16.0,20.0,14.0,16.0,1.64940620787961,20.0,True,False
17.0,28.0,13.0,17.0,4.038358840512093,28.0,True,False
18.0,24.0,17.0,17.0,1.8239322635688675,24.0,True,False
18.0,18.0,17.0,17.0,0.9541928276140152,18.0,True,False
16.0,26.0,47.0,60.0,1.0487271631252938e-05,60.0,True,False
26.0,20.0,31.0,19.0,0.5454900279489443,31.0,True,False
29.0,26.0,38.0,40.0,0.12374445938135997,40.0,True,False
12.0,18.0,12.0,25.0,0.3314542958841091,25.0,True,False
16.0,12.0,24.0,24.0,0.0357414181528213,24.0,True,False
13.0,17.0,28.0,23.0,0.03955658654173031,28.0,True,False
29.0,14.0,23.0,18.0,0.6995599478479452,29.0,True,False
13.0,18.0,33.0,45.0,0.00017679512528462793,45.0,True,False
15.0,29.0,13.0,25.0,1.426071159490631,29.0,True,False
27.0,29.0,21.0,19.0,3.3055846618533593,29.0,True,False
13.0,31.0,17.0,15.0,2.0624200664935173,31.0,True,False
12.0,36.0,44.0,21.0,0.10449259430402781,44.0,True,False
12.0,12.0,24.0,22.0,0.01649887533372519,24.0,True,True
12.0,16.0,12.0,14.0,0.9971576587701666,16.0,True,False
24.0,23.0,26.0,18.0,1.0716553024624305,26.0,True,False
29.0,14.0,14.0,23.0,1.2467737650561994,29.0,True,False
17.0,13.0,19.0,21.0,0.16777657306489913,21.0,True,False
28.0,12.0,13.0,60.0,0.08207646623786663,60.0,True,False
13.0,16.0,27.0,15.0,0.13638317109406015,27.0,True,False
17.0,18.0,37.0,58.0,2.8508905662210294e-06,58.0,True,False
20.0,18.0,36.0,58.0,0.0007915483082504986,58.0,True,False
37.0,12.0,38.0,24.0,0.1173492585773125,38.0,True,False
24.0,12.0,24.0,23.0,0.14247590489041181,24.0,True,False
29.0,27.0,17.0,17.0,6.579549403554644,29.0,True,False
19.0,25.0,27.0,12.0,1.7470760860754067,27.0,True,False
12.0,19.0,23.0,43.0,0.007440195880329829,43.0,True,False
19.0,24.0,21.0,31.0,0.30933786619296766,31.0,True,False
12.0,12.0,16.0,22.0,0.07012517518908816,22.0,True,False
16.0,12.0,20.0,24.0,0.06539306373867554,24.0,True,False
16.0,12.0,38.0,33.0,7.798167001196991e-05,38.0,True,False
29.0,18.0,22.0,12.0,3.359864813608407,29.0,True,False
12.0,14.0,13.0,15.0,0.5144606692738793,15.0,True,False
12.0,14.0,12.0,12.0,1.045275876864888,14.0,True,False
22.0,13.0,13.0,20.0,0.9134020090568116,22.0,True,False
25.0,29.0,20.0,23.0,2.05007309433462,29.0,True,False
13.0,23.0,16.0,22.0,0.4972400389610118,23.0,True,False
16.0,15.0,30.0,32.0,0.011176861170503543,32.0,True,False
16.0,26.0,13.0,17.0,3.0208998960386726,26.0,True,False
22.0,18.0,25.0,27.0,0.19570656026795621,27.0,True,False
24.0,15.0,28.0,37.0,0.041294719753927844,37.0,True,False
15.0,32.0,22.0,19.0,1.0081084385495969,32.0,True,False
26.0,14.0,22.0,28.0,0.1994781479989936,28.0,True,False
13.0,12.0,16.0,18.0,0.1579166994975046,18.0,True,False
19.0,13.0,18.0,21.0,0.2592437311275911,21.0,True,False
