x1,x2,x3,x4,f1,f2,isFeasible,isFrontier
34.0,47.0,19.0,29.0,7.5949967344009455,47.0,True,False
42.0,48.0,41.0,41.0,1.1130393784939379,48.0,True,False
48.0,43.0,16.0,35.0,12.541761582578902,48.0,True,False
44.0,26.0,13.0,26.0,10.499777780716423,44.0,True,False
21.0,17.0,19.0,39.0,0.11390763493239418,39.0,True,False
12.0,12.0,43.0,15.0,0.006237285843313695,43.0,True,False
12.0,12.0,43.0,60.0,0.007826121916484616,60.0,True,False
14.0,22.0,22.0,42.0,0.0357414181528213,42.0,True,False
30.0,17.0,22.0,42.0,0.16619379111672258,42.0,True,False
26.0,36.0,60.0,39.0,0.06539306373867554,60.0,True,False
12.0,12.0,12.0,21.0,0.18245647891862715,21.0,True,False
16.0,16.0,20.0,34.0,0.0539127828283279,34.0,True,False
15.0,13.0,20.0,33.0,0.022853947348186517,33.0,True,False
12.0,12.0,12.0,12.0,0.7322578740113634,12.0,True,True
12.0,12.0,23.0,15.0,0.07459015338741126,23.0,True,False
14.0,15.0,26.0,12.0,0.279626899972251,26.0,True,False
16.0,18.0,26.0,12.0,0.6065256991243325,26.0,True,False
12.0,17.0,34.0,23.0,0.013593284166936925,34.0,True,False
21.0,15.0,12.0,28.0,0.6291990396079584,28.0,True,False
36.0,23.0,60.0,12.0,1.0114740765795351,60.0,True,False
21.0,21.0,20.0,14.0,2.046961650522689,21.0,True,False
22.0,32.0,13.0,15.0,12.012997157097738,32.0,True,False
26.0,27.0,14.0,15.0,10.23090005834145,27.0,True,False
17.0,12.0,12.0,12.0,1.6189695478118413,17.0,True,False
19.0,12.0,17.0,13.0,0.7874696790348701,19.0,True,False
18.0,12.0,12.0,12.0,1.8379785492386034,18.0,True,False
12.0,24.0,21.0,29.0,0.10799575716257416,29.0,True,False
18.0,20.0,24.0,21.0,0.3249072840855937,24.0,True,False
24.0,13.0,17.0,12.0,1.9185918761550844,24.0,True,False
15.0,26.0,18.0,23.0,0.636404521201988,26.0,True,False
33.0,12.0,43.0,28.0,0.03408614312171228,43.0,True,False
12.0,12.0,16.0,14.0,0.24857984068578395,16.0,True,False
36.0,28.0,38.0,20.0,1.3972102038826588,38.0,True,False
35.0,33.0,38.0,20.0,1.8918833819864929,38.0,True,False
16.0,36.0,39.0,39.0,0.054952220714393964,39.0,True,False
12.0,12.0,13.0,12.0,0.6065256991243325,13.0,True,False
31.0,14.0,31.0,16.0,0.5339527052045535,31.0,True,False
21.0,12.0,36.0,17.0,0.07154842910734413,36.0,True,False
33.0,14.0,14.0,20.0,2.267194751806775,33.0,True,False
12.0,12.0,19.0,21.0,0.04692549417712211,21.0,True,False
12.0,12.0,19.0,15.0,0.1303093277754352,19.0,True,False
12.0,23.0,38.0,20.0,0.04790782838952157,38.0,True,False
12.0,12.0,12.0,13.0,0.6065256991243325,13.0,True,False
12.0,13.0,19.0,12.0,0.29152570239969944,19.0,True,False
14.0,21.0,22.0,23.0,0.19074911529792873,23.0,True,False
24.0,28.0,17.0,15.0,6.205154698318585,28.0,True,False
27.0,16.0,31.0,18.0,0.39679192911165256,31.0,True,False
15.0,27.0,22.0,18.0,0.7716707972654941,27.0,True,False
16.0,27.0,21.0,21.0,0.6977469926401558,27.0,True,False
35.0,21.0,17.0,25.0,2.5126448521283336,35.0,True,False
12.0,23.0,13.0,14.0,1.8829443437485702,23.0,True,False
12.0,12.0,35.0,13.0,0.029654283642754947,35.0,True,False
26.0,15.0,27.0,18.0,0.43321382734332414,27.0,True,False
12.0,18.0,12.0,13.0,1.5384335413459267,18.0,True,False
20.0,12.0,60.0,12.0,0.0357414181528213,60.0,True,False
12.0,12.0,15.0,12.0,0.4299696039204675,15.0,True,False
20.0,12.0,29.0,28.0,0.022887810133494637,29.0,True,False
35.0,12.0,25.0,31.0,0.1581304208687391,35.0,True,False
12.0,12.0,29.0,12.0,0.0726376768959549,29.0,True,False
23.0,30.0,19.0,17.0,3.9678392475913307,30.0,True,False
19.0,12.0,20.0,28.0,0.06909723665008508,28.0,True,False
28.0,12.0,19.0,28.0,0.2374609221818736,28.0,True,False
16.0,17.0,25.0,13.0,0.4797553673928695,25.0,True,False
16.0,38.0,14.0,14.0,8.748353040918387,38.0,True,False
16.0,17.0,16.0,15.0,0.9782278318497385,17.0,True,False
17.0,32.0,23.0,13.0,2.8060225536854486,32.0,True,False
15.0,18.0,22.0,20.0,0.2202960299308103,22.0,True,False
15.0,24.0,15.0,20.0,1.1145461441022593,24.0,True,False
20.0,12.0,29.0,39.0,0.004613434318987813,39.0,True,False
12.0,12.0,17.0,60.0,9.627704090422892e-06,60.0,True,False
12.0,12.0,16.0,18.0,0.1265371987841235,18.0,True,False
19.0,12.0,25.0,19.0,0.1127083717750339,25.0,True,False
18.0,17.0,12.0,25.0,0.7668867010204531,25.0,True,False
20.0,19.0,24.0,22.0,0.3311054660901238,24.0,True,False
19.0,13.0,18.0,21.0,0.2592437311275911,21.0,True,False
25.0,13.0,19.0,20.0,0.5054980109608189,25.0,True,False
12.0,20.0,16.0,18.0,0.47479542671339464,20.0,True,False
15.0,13.0,12.0,16.0,0.7592432857372147,16.0,True,False
12.0,12.0,16.0,12.0,0.3668975363977435,16.0,True,False
36.0,12.0,41.0,60.0,0.0009815959269980656,60.0,True,False
19.0,21.0,14.0,13.0,4.194420194227801,21.0,True,False
24.0,16.0,22.0,23.0,0.37775031473744897,24.0,True,False
21.0,16.0,20.0,22.0,0.3836031415898914,22.0,True,False
12.0,36.0,31.0,60.0,0.007740258646831452,60.0,True,False
18.0,16.0,22.0,14.0,0.6253418814451677,22.0,True,False
18.0,19.0,19.0,21.0,0.5081744157831724,21.0,True,False
20.0,17.0,33.0,13.0,0.42024293059276385,33.0,True,False
24.0,25.0,18.0,16.0,3.759930448114828,25.0,True,False
15.0,13.0,17.0,16.0,0.3279079112637609,17.0,True,False
16.0,13.0,17.0,16.0,0.3849291133507937,17.0,True,False
12.0,12.0,25.0,50.0,0.0008456071292396573,50.0,True,False
20.0,14.0,14.0,18.0,0.934763703074207,20.0,True,False
15.0,12.0,18.0,13.0,0.3905643079301522,18.0,True,False
28.0,15.0,22.0,25.0,0.3836031415898914,28.0,True,False
12.0,12.0,15.0,15.0,0.2457389878477507,15.0,True,True
17.0,14.0,18.0,18.0,0.3484406035013076,18.0,True,False
14.0,13.0,15.0,15.0,0.44170587271463074,15.0,True,False
14.0,15.0,28.0,24.0,0.028298195573908537,28.0,True,False
12.0,12.0,16.0,17.0,0.14832699628884005,17.0,True,False
18.0,12.0,19.0,16.0,0.3206356548354821,19.0,True,False
13.0,12.0,14.0,16.0,0.30486879058258,16.0,True,False
12.0,12.0,27.0,60.0,0.003068100387405243,60.0,True,False
18.0,14.0,20.0,23.0,0.16284998926899746,23.0,True,False
12.0,36.0,25.0,36.0,0.1127083717750339,36.0,True,False
23.0,26.0,24.0,32.0,0.4024208671833319,32.0,True,False
12.0,12.0,31.0,20.0,0.007740258646831452,31.0,True,False
25.0,20.0,48.0,45.0,0.007604216134652408,48.0,True,False
12.0,12.0,15.0,42.0,0.007105158762805505,42.0,True,False
23.0,18.0,15.0,22.0,1.2326908789204378,23.0,True,False
12.0,12.0,12.0,30.0,0.06539306373867554,30.0,True,False
13.0,26.0,15.0,24.0,0.6314043593848242,26.0,True,False
15.0,20.0,21.0,16.0,0.5603687497279753,21.0,True,False
16.0,17.0,17.0,18.0,0.5544434029732113,18.0,True,False
14.0,14.0,15.0,15.0,0.5282844456317983,15.0,True,False
19.0,14.0,23.0,13.0,0.5555507700087867,23.0,True,False
19.0,21.0,22.0,13.0,1.5645646073967112,22.0,True,False
12.0,12.0,13.0,13.0,0.5009690638972156,13.0,True,True
14.0,13.0,15.0,25.0,0.11631783675523559,25.0,True,False
27.0,23.0,21.0,16.0,2.903394351118799,27.0,True,False
23.0,20.0,40.0,33.0,0.041699895914528315,40.0,True,False
23.0,20.0,39.0,33.0,0.04542909979808417,39.0,True,False
12.0,12.0,19.0,53.0,1.6392137238442096e-06,53.0,True,False
23.0,33.0,25.0,17.0,2.6948605020917147,33.0,True,False
29.0,20.0,31.0,29.0,0.2508827434130516,31.0,True,False
