x1,x2,x3,x4,f1,f2,isFeasible,isFrontier
25.0,25.0,19.0,27.0,1.153571076674719,27.0,True,False
27.0,55.0,14.0,58.0,2.837669652128647,58.0,True,False
53.0,48.0,53.0,15.0,9.337428845011221,53.0,True,False
57.0,27.0,56.0,20.0,1.5124764621341935,57.0,True,False
15.0,27.0,40.0,52.0,0.0025434081775506075,52.0,True,False
39.0,12.0,16.0,60.0,0.1178004319034425,60.0,True,False
12.0,12.0,12.0,12.0,0.7322578740113634,12.0,True,True
34.0,25.0,19.0,27.0,2.2880820482413107,34.0,True,False
12.0,33.0,12.0,12.0,6.789780237306704,33.0,True,False
12.0,12.0,36.0,33.0,0.0005320958801079496,36.0,True,False
21.0,26.0,13.0,22.0,3.1145599281435357,26.0,True,False
36.0,12.0,40.0,52.0,0.004021206402754841,52.0,True,False
12.0,12.0,12.0,57.0,0.004388663818768533,57.0,True,False
12.0,12.0,13.0,15.0,0.3530525030640972,15.0,True,False
12.0,13.0,12.0,50.0,0.013391274675048345,50.0,True,False
22.0,12.0,25.0,29.0,0.048337806747347216,29.0,True,False
18.0,12.0,19.0,12.0,0.6449520965636206,19.0,True,False
23.0,12.0,26.0,28.0,0.05515055564864055,28.0,True,False
13.0,21.0,24.0,17.0,0.27545526454004976,24.0,True,False
12.0,12.0,23.0,22.0,0.019685676955293264,23.0,True,False
12.0,12.0,15.0,35.0,0.016901661314193978,35.0,True,False
26.0,19.0,20.0,18.0,1.5078437593965803,26.0,True,False
12.0,12.0,29.0,12.0,0.0726376768959549,29.0,True,False
12.0,12.0,37.0,14.0,0.01787915385868499,37.0,True,False
18.0,12.0,47.0,16.0,0.020436051335682805,47.0,True,False
18.0,22.0,32.0,34.0,0.04826425124176454,34.0,True,False
16.0,14.0,20.0,13.0,0.5144606692738793,20.0,True,False
12.0,18.0,31.0,23.0,0.02517489218438355,31.0,True,False
27.0,17.0,14.0,25.0,1.362237363969228,27.0,True,False
16.0,28.0,25.0,59.0,0.025424139474295948,59.0,True,False
15.0,25.0,15.0,28.0,0.5603687497279753,28.0,True,False
21.0,19.0,19.0,14.0,1.8379785492386034,21.0,True,False
12.0,12.0,18.0,43.0,0.0017444978977927568,43.0,True,False
12.0,18.0,24.0,29.0,0.02757775122468292,29.0,True,False
19.0,23.0,22.0,17.0,1.0489239289415049,23.0,True,False
18.0,18.0,12.0,19.0,1.6301500769728063,19.0,True,False
36.0,12.0,60.0,32.0,0.006515827409141548,60.0,True,False
15.0,16.0,12.0,29.0,0.29743481519017534,29.0,True,False
12.0,23.0,20.0,37.0,0.052300784727122754,37.0,True,False
14.0,25.0,31.0,16.0,0.3151316024090628,31.0,True,False
13.0,21.0,16.0,27.0,0.23781726894439822,27.0,True,False
12.0,12.0,21.0,17.0,0.06712349296554039,21.0,True,False
13.0,12.0,12.0,12.0,0.8818224309936811,13.0,True,False
19.0,14.0,31.0,16.0,0.15367262240233368,31.0,True,False
36.0,12.0,45.0,25.0,0.05746600213140385,45.0,True,False
36.0,12.0,46.0,24.0,0.06102136201449669,46.0,True,False
21.0,25.0,25.0,22.0,0.6565312010568211,25.0,True,False
16.0,15.0,19.0,17.0,0.3585072278407479,19.0,True,False
12.0,23.0,31.0,22.0,0.0678148041847326,31.0,True,False
12.0,19.0,35.0,17.0,0.05707987671740824,35.0,True,False
15.0,17.0,49.0,29.0,0.0012370531241482337,49.0,True,False
12.0,12.0,16.0,12.0,0.3668975363977435,16.0,True,False
12.0,17.0,46.0,27.0,0.0003988761088364651,46.0,True,False
12.0,15.0,44.0,33.0,0.00041259288786376616,44.0,True,False
19.0,25.0,26.0,25.0,0.343970409835749,26.0,True,False
12.0,12.0,15.0,15.0,0.2457389878477507,15.0,True,True
17.0,35.0,18.0,12.0,6.813928714066353,35.0,True,False
26.0,22.0,29.0,17.0,1.0321830178142617,29.0,True,False
12.0,12.0,14.0,44.0,0.008007906881206244,44.0,True,False
12.0,12.0,51.0,17.0,0.00047570404448004565,51.0,True,False
12.0,12.0,16.0,18.0,0.1265371987841235,18.0,True,False
18.0,13.0,14.0,15.0,0.9409123956959572,18.0,True,False
34.0,20.0,21.0,25.0,1.3247060913110762,34.0,True,False
12.0,12.0,16.0,16.0,0.1749085331875285,16.0,True,True
12.0,22.0,12.0,12.0,2.852903443834541,22.0,True,False
13.0,25.0,13.0,18.0,1.54905296708934,25.0,True,False
19.0,33.0,17.0,14.0,6.200968824999581,33.0,True,False
20.0,18.0,20.0,34.0,0.14832699628884005,34.0,True,False
20.0,18.0,20.0,35.0,0.13690472828041197,35.0,True,False
12.0,32.0,38.0,51.0,0.0029012324738195002,51.0,True,False
12.0,12.0,17.0,16.0,0.14832699628884005,17.0,True,False
19.0,18.0,25.0,15.0,0.5893950351713693,25.0,True,False
14.0,15.0,25.0,12.0,0.30882546887501944,25.0,True,False
12.0,21.0,41.0,36.0,0.0006997285422706814,41.0,True,False
29.0,15.0,16.0,22.0,1.1914074615539616,29.0,True,False
12.0,12.0,23.0,24.0,0.013593284166936925,24.0,True,True
12.0,15.0,39.0,31.0,2.1197275638837537e-05,39.0,True,True
25.0,13.0,12.0,19.0,1.6413690795101956,25.0,True,False
12.0,12.0,44.0,17.0,0.002326523020967721,44.0,True,False
24.0,14.0,16.0,16.0,1.3647395460283884,24.0,True,False
26.0,24.0,17.0,16.0,4.621804811969756,26.0,True,False
18.0,18.0,16.0,16.0,1.2574161233508347,18.0,True,False
14.0,18.0,14.0,15.0,1.1145461441022593,18.0,True,False
29.0,25.0,19.0,13.0,7.789364767793567,29.0,True,False
17.0,14.0,14.0,21.0,0.4425502244916893,21.0,True,False
22.0,18.0,12.0,12.0,6.789780237306704,22.0,True,False
15.0,15.0,31.0,24.0,0.025008269109259452,31.0,True,False
25.0,15.0,22.0,33.0,0.13856976533080637,33.0,True,False
12.0,19.0,22.0,21.0,0.12195961538177953,22.0,True,False
26.0,24.0,15.0,23.0,2.770281710919542,26.0,True,False
30.0,18.0,17.0,27.0,1.0654188043683825,30.0,True,False
25.0,14.0,21.0,19.0,0.5371624296188311,25.0,True,False
12.0,14.0,15.0,13.0,0.5144606692738793,15.0,True,False
12.0,20.0,17.0,24.0,0.19709690271695826,24.0,True,False
36.0,39.0,60.0,55.0,0.07905950472545073,60.0,True,False
12.0,12.0,28.0,25.0,0.003774254425886782,28.0,True,False
15.0,19.0,16.0,20.0,0.5570318669304047,20.0,True,False
15.0,15.0,16.0,15.0,0.6291990396079584,16.0,True,False
25.0,19.0,40.0,26.0,0.09762590514389638,40.0,True,False
16.0,19.0,26.0,18.0,0.25532134408732665,26.0,True,False
20.0,18.0,22.0,21.0,0.403150650576566,22.0,True,False
20.0,18.0,21.0,24.0,0.3249072840855937,24.0,True,False
13.0,31.0,17.0,18.0,1.375258452466123,31.0,True,False
13.0,13.0,26.0,38.0,0.0007168099573382356,38.0,True,False
22.0,12.0,16.0,20.0,0.4633806376818294,22.0,True,False
21.0,12.0,15.0,28.0,0.2076813338295715,28.0,True,False
12.0,32.0,25.0,28.0,0.16345210519395337,32.0,True,False
12.0,17.0,37.0,16.0,0.04012620732379436,37.0,True,False
19.0,26.0,23.0,25.0,0.5110121094823127,26.0,True,False
22.0,12.0,24.0,15.0,0.34698462500127986,24.0,True,False
36.0,27.0,37.0,51.0,0.13751044925523428,51.0,True,False
27.0,25.0,21.0,27.0,1.0945278818076816,27.0,True,False
12.0,17.0,21.0,17.0,0.18245647891862715,21.0,True,False
13.0,27.0,19.0,19.0,0.6856168623928165,27.0,True,False
19.0,30.0,14.0,22.0,2.9116986652100763,30.0,True,False
19.0,18.0,19.0,19.0,0.6449520965636206,19.0,True,False
18.0,15.0,16.0,12.0,1.5925699851334958,18.0,True,False
12.0,23.0,50.0,27.0,0.003619841625108104,50.0,True,False
27.0,13.0,21.0,23.0,0.33922324854862923,27.0,True,False
17.0,13.0,12.0,12.0,1.9333314510676558,17.0,True,False
20.0,16.0,23.0,15.0,0.6134913825375564,23.0,True,False
12.0,12.0,19.0,18.0,0.07660346336043188,19.0,True,True
29.0,19.0,23.0,50.0,0.11212526587482775,50.0,True,False
29.0,20.0,23.0,50.0,0.12964932563865147,50.0,True,False
16.0,12.0,39.0,14.0,0.04300191330732984,39.0,True,False
12.0,12.0,27.0,29.0,0.0015704355442842867,29.0,True,True
29.0,16.0,14.0,21.0,2.0562182457975973,29.0,True,False
12.0,33.0,19.0,19.0,0.9075869572979585,33.0,True,False
12.0,15.0,32.0,35.0,0.00027010794114947406,35.0,True,False
12.0,12.0,23.0,23.0,0.01636669780661988,23.0,True,True
19.0,30.0,13.0,21.0,3.777708317948619,30.0,True,False
23.0,22.0,27.0,14.0,1.4264600121121274,27.0,True,False
12.0,39.0,27.0,55.0,0.029197305444833514,55.0,True,False
13.0,27.0,21.0,19.0,0.5408424636565027,27.0,True,False
16.0,12.0,16.0,18.0,0.27288853497098126,18.0,True,False
15.0,12.0,15.0,13.0,0.6065256991243325,15.0,True,False
28.0,27.0,15.0,14.0,11.94200538519301,28.0,True,False
18.0,32.0,13.0,16.0,6.890370085762189,32.0,True,False
18.0,15.0,36.0,47.0,0.00023394140894521256,47.0,True,False
21.0,15.0,36.0,47.0,0.0017548464968586079,47.0,True,False
12.0,13.0,12.0,12.0,0.8818224309936811,13.0,True,False
12.0,12.0,19.0,16.0,0.10850757875831309,19.0,True,False
17.0,26.0,17.0,12.0,4.0900505606527,26.0,True,False
18.0,25.0,16.0,12.0,4.837671251184572,25.0,True,False
17.0,21.0,36.0,45.0,0.005789847220137613,45.0,True,False
22.0,17.0,28.0,18.0,0.3573459106634739,28.0,True,False
19.0,18.0,15.0,16.0,1.6402454479545174,19.0,True,False
22.0,39.0,22.0,25.0,2.004265030265872,39.0,True,False
20.0,16.0,19.0,16.0,0.8251038176640922,20.0,True,False
13.0,18.0,14.0,26.0,0.24857984068578395,26.0,True,False
12.0,12.0,15.0,13.0,0.3530525030640972,15.0,True,False
21.0,16.0,24.0,21.0,0.27288853497098126,24.0,True,False
25.0,16.0,18.0,14.0,2.0823132501538155,25.0,True,False
14.0,13.0,16.0,15.0,0.37706232542930856,16.0,True,False
13.0,13.0,13.0,13.0,0.7322578740113634,13.0,True,False
15.0,14.0,15.0,14.0,0.7322578740113634,15.0,True,False
13.0,30.0,17.0,21.0,0.8990029292860553,30.0,True,False
21.0,20.0,14.0,25.0,1.1145461441022593,25.0,True,False
19.0,17.0,38.0,31.0,0.016877705497315876,38.0,True,False
12.0,12.0,17.0,18.0,0.10647750508563535,18.0,True,False
18.0,12.0,23.0,24.0,0.06102136201449669,24.0,True,False
18.0,12.0,23.0,25.0,0.05353339531929233,25.0,True,False
13.0,21.0,13.0,20.0,0.8203299415340876,21.0,True,False
12.0,12.0,13.0,13.0,0.5009690638972156,13.0,True,True
17.0,16.0,17.0,24.0,0.27288853497098126,24.0,True,False
14.0,13.0,15.0,26.0,0.10393359821341863,26.0,True,False
19.0,39.0,39.0,36.0,0.1470710634572418,39.0,True,False
12.0,12.0,13.0,12.0,0.6065256991243325,13.0,True,False
13.0,12.0,15.0,12.0,0.521843471728544,15.0,True,False
14.0,12.0,15.0,12.0,0.6226062284255093,15.0,True,False
13.0,22.0,36.0,13.0,0.21793191673585588,36.0,True,False
29.0,18.0,16.0,19.0,2.4737814324570793,29.0,True,False
12.0,16.0,15.0,15.0,0.5027575870558176,16.0,True,False
12.0,14.0,15.0,15.0,0.36287050967400636,15.0,True,False
13.0,16.0,26.0,20.0,0.06539306373867554,26.0,True,False
12.0,12.0,12.0,13.0,0.6065256991243325,13.0,True,False
33.0,23.0,17.0,15.0,8.021307352833507,33.0,True,False
15.0,20.0,28.0,15.0,0.3249072840855937,28.0,True,False
31.0,34.0,59.0,55.0,0.03259038449880211,59.0,True,False
14.0,22.0,20.0,24.0,0.247394167876286,24.0,True,False
12.0,13.0,29.0,17.0,0.029635861964995264,29.0,True,False
36.0,12.0,27.0,39.0,0.07074381000237695,39.0,True,False
20.0,20.0,17.0,38.0,0.22554494268636247,38.0,True,False
13.0,13.0,15.0,14.0,0.43623723846911694,15.0,True,False
15.0,17.0,41.0,35.0,0.0011169648224352026,41.0,True,False
14.0,14.0,12.0,13.0,1.2368352091048855,14.0,True,False
14.0,14.0,18.0,14.0,0.40132028995975066,18.0,True,False
22.0,18.0,27.0,18.0,0.44961784340593847,27.0,True,False
17.0,16.0,30.0,42.0,0.005125656605358849,42.0,True,False
21.0,17.0,25.0,22.0,0.25483473566179965,25.0,True,False
17.0,15.0,15.0,17.0,0.7322578740113634,17.0,True,False
13.0,15.0,13.0,15.0,0.7322578740113634,15.0,True,False
14.0,17.0,27.0,17.0,0.14005497413547532,27.0,True,False
19.0,17.0,26.0,27.0,0.09975151688110881,27.0,True,False
19.0,12.0,17.0,16.0,0.48157488738940174,19.0,True,False
15.0,12.0,16.0,16.0,0.31230848872018974,16.0,True,False
18.0,32.0,27.0,15.0,1.6331380491415266,32.0,True,False
21.0,22.0,12.0,28.0,1.5146733804317933,28.0,True,False
24.0,18.0,17.0,17.0,1.8239322635688675,24.0,True,False
20.0,34.0,17.0,16.0,5.549419899693084,34.0,True,False
23.0,15.0,12.0,15.0,3.1413568897057482,23.0,True,False
21.0,17.0,33.0,13.0,0.4731905986062202,33.0,True,False
23.0,15.0,22.0,22.0,0.32322703470233577,23.0,True,False
24.0,20.0,20.0,23.0,0.8085587266776262,24.0,True,False
19.0,17.0,19.0,24.0,0.3181569245732513,24.0,True,False
16.0,17.0,20.0,35.0,0.05967863197837943,35.0,True,False
15.0,18.0,14.0,13.0,1.7935561673599614,18.0,True,False
17.0,25.0,22.0,13.0,1.8002519011761073,25.0,True,False
14.0,19.0,45.0,31.0,0.0021531157965227624,45.0,True,False
22.0,28.0,14.0,17.0,5.972920780096506,28.0,True,False
16.0,12.0,20.0,21.0,0.09788358988709478,21.0,True,False
15.0,12.0,13.0,13.0,0.8478900112087614,15.0,True,False
13.0,16.0,37.0,41.0,5.136018844300225e-05,41.0,True,False
13.0,23.0,28.0,23.0,0.10240408932911658,28.0,True,False
12.0,16.0,13.0,19.0,0.4007505431925644,19.0,True,False
18.0,21.0,25.0,12.0,1.2448326251295283,25.0,True,False
32.0,19.0,12.0,13.0,14.086184258924506,32.0,True,False
13.0,16.0,19.0,21.0,0.14214704633574923,21.0,True,False
19.0,12.0,13.0,26.0,0.28119357820679114,26.0,True,False
27.0,14.0,20.0,20.0,0.641153599736367,27.0,True,False
15.0,16.0,27.0,19.0,0.10468908859287017,27.0,True,False
18.0,18.0,16.0,13.0,1.9977362602855335,18.0,True,False
36.0,26.0,60.0,30.0,0.14116602579321313,60.0,True,False
22.0,18.0,22.0,23.0,0.4074643857273083,23.0,True,False
17.0,14.0,15.0,12.0,1.387549469651634,17.0,True,False
25.0,19.0,20.0,16.0,1.7958564187627521,25.0,True,False
17.0,14.0,34.0,38.0,0.0015945008566700335,38.0,True,False
12.0,12.0,19.0,20.0,0.05506909070971695,20.0,True,False
15.0,18.0,18.0,16.0,0.6291990396079584,18.0,True,False
15.0,15.0,13.0,14.0,1.1924299549392938,15.0,True,False
20.0,22.0,15.0,12.0,5.290759577754256,22.0,True,False
19.0,15.0,25.0,21.0,0.15886427706890732,25.0,True,False
20.0,12.0,20.0,19.0,0.2374609221818736,20.0,True,False
20.0,12.0,21.0,19.0,0.20905418361882405,21.0,True,False
20.0,16.0,52.0,46.0,0.00011025127173664557,52.0,True,False
19.0,13.0,23.0,13.0,0.46486164671115143,23.0,True,False
16.0,12.0,24.0,17.0,0.10647750508563535,24.0,True,False
23.0,17.0,16.0,17.0,1.6724197148351985,23.0,True,False
19.0,30.0,19.0,13.0,4.680355734664855,30.0,True,False
35.0,19.0,14.0,18.0,6.223076877379661,35.0,True,False
27.0,18.0,25.0,16.0,1.1464427643590769,27.0,True,False
13.0,15.0,22.0,20.0,0.08934270056615203,22.0,True,False
12.0,12.0,15.0,16.0,0.2076813338295715,16.0,True,False
22.0,24.0,19.0,21.0,1.3901092552793362,24.0,True,False
19.0,25.0,19.0,25.0,0.7322578740113634,25.0,True,False
15.0,14.0,14.0,14.0,0.8596057255744385,15.0,True,False
16.0,18.0,22.0,17.0,0.39159328826385925,22.0,True,False
19.0,18.0,19.0,28.0,0.24857984068578395,28.0,True,False
14.0,14.0,27.0,26.0,0.018204203631990094,27.0,True,False
28.0,15.0,31.0,12.0,0.969738339626718,31.0,True,False
17.0,14.0,14.0,25.0,0.28699664186592994,25.0,True,False
16.0,38.0,21.0,14.0,3.7008059293188253,38.0,True,False
12.0,18.0,18.0,12.0,0.7322578740113634,18.0,True,False
27.0,14.0,12.0,12.0,6.153975068499895,27.0,True,False
16.0,12.0,23.0,20.0,0.07459015338741126,23.0,True,False
24.0,12.0,38.0,20.0,0.05506909070971695,38.0,True,False
30.0,12.0,38.0,20.0,0.10850757875831309,38.0,True,False
17.0,21.0,22.0,13.0,1.2187551118020705,22.0,True,False
26.0,12.0,17.0,27.0,0.2867165948299702,27.0,True,False
27.0,15.0,26.0,14.0,0.9377172894969832,27.0,True,False
13.0,21.0,18.0,17.0,0.5593208118035659,21.0,True,False
14.0,14.0,34.0,33.0,0.000924690998161388,34.0,True,False
24.0,21.0,19.0,26.0,0.7673122113683319,26.0,True,False
19.0,14.0,21.0,18.0,0.31295563574227203,21.0,True,False
27.0,26.0,15.0,20.0,4.821189283620367,27.0,True,False
18.0,14.0,18.0,32.0,0.08597836438071851,32.0,True,False
12.0,28.0,19.0,21.0,0.4869610402830937,28.0,True,False
13.0,21.0,12.0,16.0,1.6322507093593472,21.0,True,False
14.0,13.0,12.0,13.0,1.045275876864888,14.0,True,False
15.0,18.0,12.0,19.0,1.0814569039427286,19.0,True,False
17.0,13.0,21.0,19.0,0.16777657306489913,21.0,True,False
12.0,18.0,13.0,22.0,0.37327875723183035,22.0,True,False
12.0,14.0,12.0,23.0,0.21568252515677494,23.0,True,False
14.0,15.0,46.0,43.0,0.0014524847906628956,46.0,True,False
24.0,13.0,18.0,31.0,0.17210920141534863,31.0,True,False
12.0,17.0,12.0,12.0,1.6189695478118413,17.0,True,False
19.0,21.0,48.0,46.0,0.0013269406788267424,48.0,True,False
12.0,23.0,25.0,14.0,0.41511231501731427,25.0,True,False
12.0,12.0,17.0,15.0,0.17675849031872135,17.0,True,False
14.0,15.0,37.0,37.0,8.312543482171391e-05,37.0,True,False
12.0,12.0,13.0,14.0,0.4185177345432079,14.0,True,True
22.0,14.0,19.0,25.0,0.25415888176847534,25.0,True,False
17.0,36.0,14.0,23.0,3.0847364946803126,36.0,True,False
14.0,13.0,27.0,21.0,0.031225833731724998,27.0,True,False
15.0,26.0,15.0,13.0,3.4436992244658433,26.0,True,False
16.0,16.0,15.0,14.0,1.15512688637849,16.0,True,False
28.0,15.0,24.0,19.0,0.6033767701666192,28.0,True,False
18.0,15.0,15.0,14.0,1.3028737700595825,18.0,True,False
12.0,31.0,19.0,20.0,0.6966707430876681,31.0,True,False
22.0,15.0,42.0,40.0,0.0027195439267686523,42.0,True,False
29.0,17.0,32.0,32.0,0.11368090328008532,32.0,True,False
25.0,14.0,31.0,31.0,0.048366842635025054,31.0,True,False
13.0,21.0,31.0,12.0,0.3476183054590916,31.0,True,False
20.0,14.0,13.0,18.0,1.1073392294115392,20.0,True,False
20.0,15.0,22.0,22.0,0.22615292512606638,22.0,True,False
25.0,26.0,13.0,20.0,5.549419899693084,26.0,True,False
18.0,29.0,20.0,18.0,1.7049064817158792,29.0,True,False
14.0,18.0,15.0,15.0,0.9520308360659012,18.0,True,False
12.0,39.0,22.0,55.0,0.058805054350793036,55.0,True,False
17.0,19.0,13.0,12.0,3.710375480110974,19.0,True,False
15.0,18.0,18.0,23.0,0.25795691279468236,23.0,True,False
17.0,26.0,16.0,17.0,2.1925337180454134,26.0,True,False
12.0,17.0,16.0,14.0,0.587422549353438,17.0,True,False
26.0,13.0,17.0,13.0,1.9185918761550844,26.0,True,False
12.0,14.0,12.0,13.0,0.8698243684250215,14.0,True,False
24.0,29.0,16.0,18.0,5.163744231599653,29.0,True,False
16.0,14.0,41.0,43.0,0.0002966376017374935,43.0,True,False
19.0,24.0,23.0,23.0,0.5151283946623737,24.0,True,False
12.0,14.0,16.0,28.0,0.05323202997731353,28.0,True,False
15.0,15.0,22.0,15.0,0.2889480228336983,22.0,True,False
18.0,14.0,51.0,37.0,0.00011521907280052709,51.0,True,False
18.0,13.0,28.0,16.0,0.14291583224452328,28.0,True,False
16.0,16.0,50.0,21.0,0.009906260520297807,50.0,True,False
24.0,38.0,55.0,12.0,1.5315024226972889,55.0,True,False
18.0,16.0,48.0,41.0,4.252415778310246e-06,48.0,True,True
32.0,13.0,13.0,21.0,1.9031035700544128,32.0,True,False
12.0,12.0,19.0,22.0,0.04008736080051384,22.0,True,False
16.0,15.0,47.0,34.0,3.490930749413292e-05,47.0,True,False
23.0,13.0,28.0,23.0,0.10240408932911658,28.0,True,False
14.0,15.0,23.0,23.0,0.06385531923724554,23.0,True,False
19.0,18.0,50.0,46.0,1.9503947714174542e-05,50.0,True,False
26.0,19.0,22.0,28.0,0.4325281547043685,28.0,True,False
12.0,14.0,24.0,18.0,0.059833838857082544,24.0,True,False
27.0,24.0,33.0,60.0,0.033486585358515,60.0,True,False
15.0,15.0,23.0,26.0,0.05381233373699977,26.0,True,False
15.0,15.0,13.0,22.0,0.41272139545460196,22.0,True,False
18.0,22.0,13.0,24.0,1.265515752388161,24.0,True,False
12.0,12.0,60.0,17.0,9.627704090422892e-06,60.0,True,False
12.0,12.0,17.0,17.0,0.12530932465497427,17.0,True,True
17.0,20.0,13.0,16.0,2.221101571267239,20.0,True,False
17.0,22.0,13.0,16.0,2.735046496156618,22.0,True,False
13.0,27.0,19.0,13.0,1.6301500769728063,27.0,True,False
17.0,21.0,31.0,18.0,0.24552582090222572,31.0,True,False
12.0,12.0,21.0,20.0,0.039433149835154224,21.0,True,True
19.0,18.0,40.0,45.0,0.0020903801432347515,45.0,True,False
14.0,20.0,24.0,15.0,0.40132028995975066,24.0,True,False
15.0,15.0,25.0,24.0,0.05323202997731353,25.0,True,False
21.0,16.0,36.0,41.0,0.00694938170780093,41.0,True,False
17.0,36.0,22.0,18.0,1.9632919990526498,36.0,True,False
20.0,12.0,21.0,27.0,0.07784161296848278,27.0,True,False
14.0,12.0,21.0,22.0,0.04811751049900849,22.0,True,False
22.0,16.0,34.0,24.0,0.08242251940845084,34.0,True,False
17.0,29.0,20.0,23.0,0.8601816911186365,29.0,True,False
14.0,13.0,23.0,22.0,0.0463990855639996,23.0,True,False
27.0,20.0,60.0,38.0,0.00856786833211357,60.0,True,False
30.0,16.0,19.0,23.0,0.9103427695514257,30.0,True,False
15.0,12.0,39.0,23.0,0.0031797837794019924,39.0,True,False
25.0,14.0,18.0,16.0,1.147037686339141,25.0,True,False
26.0,16.0,30.0,29.0,0.11147691932446893,30.0,True,False
29.0,15.0,39.0,31.0,0.04644980320153093,39.0,True,False
28.0,15.0,37.0,37.0,0.02641078556762697,37.0,True,False
