f1	f2
0.732257874	12
0.732257874	12
0.732257874	12
0.732257874	12
0.732257874	12
0.732257874	12
0.732257874	12
0.732257874	12
0.732257874	12
0.732257874	12
0.5009690639	13
0.5009690639	13
0.5009690639	13
0.5009690639	13
0.5009690639	13
0.5009690639	13
0.5009690639	13
0.5009690639	13
0.5009690639	13
0.3485893441	14
0.3485893441	14
0.3485893441	14
0.3485893441	14
0.3485893441	14
0.3485893441	14
0.3485893441	14
0.2457389878	15
0.2457389878	15
0.2457389878	15
0.2457389878	15
0.2457389878	15
0.2457389878	15
0.2457389878	15
0.2457389878	15
0.2457389878	15
0.2457389878	15
0.1749085332	16
0.1749085332	16
0.1749085332	16
0.1749085332	16
0.1749085332	16
0.1749085332	16
0.1749085332	16
0.1749085332	16
0.1253093247	17
0.1253093247	17
0.1253093247	17
0.1253093247	17
0.1253093247	17
0.1253093247	17
0.1253093247	17
0.1253093247	17
0.1253093247	17
0.09009909907	18
0.09009909907	18
0.09009909907	18
0.09009909907	18
0.09009909907	18
0.09009909907	18
0.09009909907	18
0.09009909907	18
0.09009909907	18
0.09009909907	18
0.06482759746	19
0.06482759746	19
0.06482759746	19
0.06482759746	19
0.04653540972	20
0.04653540972	20
0.04653540972	20
0.04653540972	20
0.04653540972	20
0.04653540972	20
0.04653540972	20
0.03321553179	21
0.03321553179	21
0.03321553179	21
0.02348290718	22
0.02348290718	22
0.02348290718	22
0.01636669781	23
0.01359328417	24
0.01359328417	24
0.01359328417	24
0.007416770702	25
0.007416770702	25
0.004724971306	26
0.004724971306	26
0.004724971306	26
0.002835726451	27
0.002835726451	27
0.002835726451	27
0.002835726451	27
0.00155189863	28
0.00155189863	28
0.0007260549955	29
0.0002471396296	30
3.096463759e-05	31
7.778632311e-07	32
2.505232029e-07	35
2.726450598e-08	36
1.827380235e-08	48
6.51226491e-09	59
