12	14	12	15	0.622606	15
17	12	12	20	0.077981	20
17	12	12	21	0.067123	21
17	12	13	15	0.218543	17
17	12	13	21	0.085671	21
17	12	14	15	0.264756	17
17	13	12	15	0.218543	17
17	13	12	19	0.114713	19
17	13	12	20	0.098938	20
17	13	12	21	0.085671	21
17	13	13	20	0.124453	20
17	13	45	15	4.621805	45
17	14	12	15	0.264756	17
17	14	12	19	0.141259	19
17	14	12	20	0.122387	20
17	15	12	15	0.315398	17
18	12	12	14	0.182456	18
18	12	12	21	0.056014	21
18	13	12	15	0.187921	18
18	13	12	20	0.083552	20
18	13	12	21	0.072049	21
18	13	12	26	0.035741	26
18	13	13	15	0.231983	18
18	14	12	15	0.228429	18
19	12	12	15	0.130309	19
19	12	13	15	0.162481	19
19	12	13	21	0.06086	21
19	13	12	15	0.162481	19
19	13	12	20	0.070887	20
19	13	12	21	0.06086	21
19	13	12	32	0.012611	32
19	13	13	15	0.201335	19
19	14	12	21	0.076603	21
22	12	13	15	0.107878	22
22	13	12	21	0.037397	22
22	14	12	21	0.048118	22
23	12	12	26	0.009317	26
23	13	12	21	0.031934	23
23	14	12	21	0.041431	23
24	12	12	12	0.126537	24
24	12	12	26	0.007481	26
24	12	12	30	0.003105	30
24	13	12	21	0.027306	24
25	12	12	15	0.057466	25
25	12	12	26	0.005969	26
25	12	12	30	0.002277	30
25	13	12	21	0.023367	25
25	13	12	26	0.009162	26
25	13	42	26	0.484027	42
25	14	12	21	0.030878	25
25	52	12	26	0.6654	52
26	12	12	30	0.001627	30
26	13	12	26	0.007481	26
26	14	12	26	0.010866	26
27	12	12	21	0.012032	27
27	12	12	30	0.001122	30
27	12	12	31	0.000771	31
27	12	12	37	0	37
27	12	27	37	0.032416	37
27	13	12	20	0.020912	27
27	13	12	26	0.006075	27
27	13	12	30	0.002334	30
27	14	12	26	0.009032	27
29	12	12	14	0.044268	29
29	12	12	32	0.000119	32
29	13	12	15	0.045942	29
29	13	12	20	0.015547	29
29	13	12	26	0.003921	29
29	13	12	30	0.001227	30
29	13	12	31	0.000855	31
29	13	12	37	1e-06	37
29	14	12	26	0.006167	29
29	15	12	26	0.00892	29
31	13	12	32	0.000168	32
32	12	12	30	3.3e-05	32
32	12	12	32	1.3e-05	32
32	13	12	15	0.03266	32
32	13	12	31	0.000168	32
32	13	12	32	6.5e-05	32
32	13	12	35	2.5e-05	35
32	13	12	37	0.000157	37
32	14	12	15	0.042321	32
32	14	12	37	6e-06	37
32	14	48	37	0.179173	48
33	12	12	30	1e-06	33
33	12	12	32	6.3e-05	33
33	12	12	34	0.000254	34
33	13	12	30	0.000177	33
33	13	12	32	1.2e-05	33
33	13	12	34	2.7e-05	34
33	14	12	32	0.000219	33
33	14	12	34	3e-05	34
36	12	12	30
36	13	12	21
36	14	12	32	2e-06	36
36	15	12	15
40	15	12	31	1e-06	40
47	14	12	26
50	13	14	31	0.000721	50
50	16	14	31	0	50
