x1,x2,x3,x4,x5,x6,f1,f2,c1,c2,c3,c4,c5,c6,isFeasible,isFrontier
2.785604226764453,1.6583816106256235,3.5041363019736367,0.8746901929139452,4.609301903653259,6.613195460346334,-44.61137339255862,88.53389286678545,-2.443985837390077,-1.5560141626099233,-3.1272226161388295,-4.189540605112418,-2.8711563961184012,-5.2030480774483365,True,False
2.6020852139652106e-16,1.9999999999999998,1.5041363019736367,0.0,2.609301903653259,3.847354997511034,-118.84400602806963,27.873022916196575,0.0,-4.0,-4.822531263215524e-16,-7.999999999999999,-1.762391796926893,-8.881784197001252e-16,True,False
8.627629178361073e-17,2.0,1.5041363019736367,1.7424629526860278e-25,2.609301903653259,3.847354997511033,-118.84400602806966,27.87302291619657,0.0,-4.0,-8.627629178361073e-17,-8.0,-1.762391796926893,0.0,True,False
2.785604226764453,1.6583816106256235,3.5041363019736367,0.8746901929139452,4.60930190365326,6.613195460346334,-44.611373392558626,88.53389286678545,-2.443985837390077,-1.5560141626099233,-3.1272226161388295,-4.189540605112418,-2.8711563961184012,-5.20304807744834,True,False
5.585893442554983e-15,2.0000000000000053,1.000000000000003,1.244996908576485e-15,1.0,9.853884171953535e-16,-115.99999999999943,6.0000000000000275,-1.1102230246251565e-14,-3.9999999999999893,-2.568229243542317e-16,-8.00000000000001,-1.1189500967225268e-14,-8.881784197001252e-16,True,False
2.0466432139998336e-16,2.0,1.0000000000000002,1.6615482298874967e-25,1.0,8.931544143934377e-16,-115.99999999999997,6.0,0.0,-4.0,-2.0466432139998336e-16,-8.0,-8.881784195339704e-16,-8.881784197001252e-16,True,True
9.122326412207663e-17,2.0,2.0231173553569626,1.6198094519345716e-25,3.6900405798973814,8.847354997511033,-124.28308744432726,99.9850937668194,0.0,-4.0,-9.122326412207663e-17,-8.0,-3.045700298595225,-5.323510999416147,True,False
1.596407122136341e-16,2.0,2.0231173553569626,1.6198094519345716e-25,3.6900405798973814,8.847354997511033,-124.28308744432724,99.9850937668194,0.0,-4.0,-1.596407122136341e-16,-8.0,-3.045700298595225,-5.323510999416147,True,False
1.2247585852375933e-16,2.0,1.0000000000000002,1.7254709557759478e-26,5.0,10.0,-131.99999999999997,130.0,0.0,-4.0,-1.2247585852375933e-16,-8.0,-8.881784196828705e-16,-10.0,True,False
3.621071872270191e-16,1.9999999999999998,1.0,0.0,1.0000000000000002,1.447294607274536e-15,-115.99999999999996,6.0,0.0,-4.0,-5.841517921520504e-16,-7.999999999999998,0.0,-8.881784197001252e-16,True,False
3.5816256244997085e-16,1.9999999999999998,1.0000000000000002,1.6615482298874967e-25,1.0,8.931544143934377e-16,-115.99999999999996,6.0,0.0,-4.0,-5.802071673750022e-16,-7.999999999999998,-8.881784195339704e-16,-8.881784197001252e-16,True,False
6.26784484287449e-16,1.9999999999999996,1.0000000000000002,1.6615482298874967e-25,1.0,8.931544143934379e-16,-115.99999999999993,5.999999999999998,0.0,-3.9999999999999996,-1.0708736941375117e-15,-7.999999999999997,-8.881784195339704e-16,-8.881784197001252e-16,True,True
3.0187170983888803e-14,2.0000000000000258,2.9999999999999747,8.545828507275316e-15,1.0000000000005724,2.289503784913135e-12,-119.99999999999682,14.000000000001098,-5.595524044110789e-14,-3.999999999999944,-4.429996812585172e-15,-8.000000000000046,-3.9999999999999916,0.0,True,True
2.0466432139998336e-16,1.9999999999999998,1.0000000000000002,1.6615482298874967e-25,1.0,8.931544143934377e-16,-115.99999999999997,6.0,0.0,-4.0,-4.2670892632501464e-16,-7.999999999999999,-8.881784195339704e-16,-8.881784197001252e-16,True,True
4.709921526895218e-16,2.0,3.5041363019736367,2.8892351753954884e-18,4.609301903653259,1.4101473828979973,-135.2977588505772,39.513150903325105,-4.440892098500626e-16,-3.999999999999999,-4.709921526895218e-16,-8.0,-3.7458465890323462,-8.881784197001252e-16,True,False
1.0008583244652337e-15,2.000000000000001,3.5041363019736336,2.8892351753954876e-18,4.609301903653259,1.4101473828979967,-135.2977588505771,39.513150903325084,-1.7763568394002505e-15,-3.9999999999999982,-1.1267990476510849e-16,-8.000000000000002,-3.7458465890323493,0.0,True,False
1.5347849712477073e-15,2.0000000000000013,1.0000000000000002,1.6615482298874967e-25,1.0000000000000002,1.136721721920097e-15,-115.99999999999984,6.000000000000005,-2.6645352591003757e-15,-3.999999999999997,-2.0251734169751948e-16,-8.000000000000002,-8.881784195339704e-16,0.0,True,False
2.6858736996834874e-15,2.0000000000000013,1.0000000000000002,1.6615482298874967e-25,1.0000000000000002,1.136721721920097e-15,-115.99999999999973,6.000000000000005,-3.9968028886505635e-15,-3.999999999999996,-1.3536060701332996e-15,-8.0,-8.881784195339704e-16,0.0,True,False
3.155723684219391e-14,2.000000000000011,3.909945426151388,1.3351568647255835e-15,5.0,0.5814775508300765,-140.4677823831762,44.62578937760155,-4.263256414560601e-14,-3.999999999999957,-2.0455006595942344e-14,-8.000000000000002,-3.1719993214261675,-0.5814775508300762,True,False
4.501201193408189e-17,2.0,1.5041363019736367,5.045001913532384e-18,5.0,6.038157126812469e-17,-132.25415341096766,31.26242601491493,0.0,-4.0,-4.501201193408189e-17,-8.0,-1.762391796926893,0.0,True,False
1.1001971977787285e-15,2.000000000000001,1.0000000000000002,1.6615482298874976e-25,1.0000000000000002,7.336164530917822e-16,-115.99999999999989,6.0000000000000036,-1.7763568394002505e-15,-3.9999999999999982,-2.120187780786033e-16,-8.000000000000002,-8.881784195339704e-16,0.0,True,False
7.191959942383285e-17,2.0,2.621838178255713,5.046236276108931e-18,5.0,5.986244655782489e-17,-134.6303590764478,35.87403543295923,0.0,-4.0,-7.191959942383285e-17,-8.0,-3.856993636575042,0.0,True,False
1.2585929899170747e-16,2.0,2.6218381782557136,5.04623627610893e-18,5.0,5.986244655782489e-17,-134.6303590764478,35.87403543295924,0.0,-4.0,-1.2585929899170747e-16,-8.0,-3.8569936365750426,0.0,True,False
1.9952230158124271,3.9952230158123925,1.0000018490990534,4.569286914574188e-12,1.0,2.7977620365640353e-14,-19.98148537224257,21.94272552710623,-3.9904460316248196,-0.00955396837518041,-3.4638958368304884e-14,-11.99044603162475,-7.3963882253916045e-06,-2.842170943040401e-14,True,False
7.540137825581241e-16,2.0000000000000004,4.999999999999999,2.8942093707320093e-18,3.3204900189637514,3.8991757913308183,-137.38467392811032,55.2292258177382,-1.3322676295501878e-15,-3.9999999999999987,-3.0992457270806145e-16,-8.000000000000002,-3.549819469429769e-15,-0.0018896435862041372,True,False
1.3403842183893917e-15,2.0000000000000013,4.999999999999998,2.864113513346285e-18,2.609301903653259,3.8473549975110344,-134.58985261710185,50.61059690128164,-2.6645352591003757e-15,-3.999999999999997,-8.116588839203844e-18,-8.000000000000002,-7.102563244087656e-15,-1.7763568394002505e-15,True,False
1.789667763538893e-15,1.9999999999999982,1.0000000000000002,2.230517677535352e-25,1.0000000000000002,1.1221470755210427e-15,-115.99999999999983,5.999999999999993,0.0,-4.0,-3.566024602939143e-15,-7.999999999999993,-8.881784194770734e-16,0.0,True,True
1.2218309936569682e-16,1.9999999999999998,4.999999999999999,3.9014514467284974e-16,5.0,1.922223840292989e-15,-147.99999999999997,53.99999999999999,0.0,-4.0,-3.4422770429072815e-16,-7.999999999999999,-3.162568534127651e-15,-1.7763568394002505e-15,True,False
1.4073649295815477e-16,2.0,3.286891056274765,1.9968931008223233e-18,5.0,4.153666874715637e-17,-137.22987070326948,39.80365281581904,0.0,-4.0,-1.4073649295815477e-16,-8.0,-3.9176935218295497,0.0,True,False
2.462888626767708e-16,2.0,3.286891056274765,1.9968931008223233e-18,5.0,4.153666874715637e-17,-137.22987070326948,39.80365281581904,-4.440892098500626e-16,-4.0,-2.462888626767708e-16,-8.0,-3.9176935218295497,0.0,True,False
0.5116030988558472,1.5536520723233804,2.1408043386880595,2.281764670361345,1.0000000000000004,1.981823557630645e-15,-59.836127043117095,13.465065720048479,-0.06525517117922774,-3.9347448288207723,-0.9579510265324668,-6.149353118114294,-0.9800181452213925,0.0,True,False
1.7583697707332043e-15,1.9999999999999987,1.0000000000000004,2.2142159347076405e-25,1.0000000000000002,1.0810859614933866e-15,-115.99999999999983,5.9999999999999964,-4.440892098500626e-16,-3.9999999999999996,-3.090637400283392e-15,-7.999999999999995,-1.7763568391788288e-15,0.0,True,False
1.1680767618650337e-16,1.9999999999999998,4.999999999999999,3.7776514590906103e-16,5.0,2.1276828508334104e-15,-147.99999999999997,53.99999999999999,0.0,-4.0,-3.3885228111153465e-16,-7.999999999999999,-3.1749485328914398e-15,-1.7763568394002505e-15,True,False
1.9434305884071234e-15,1.9999999999999982,1.5041363019736336,6.862226831510631e-18,4.900366995750115,0.3886052814636979,-131.46701611250424,30.427036772733402,0.0,-4.0,-3.719787427807374e-15,-7.999999999999993,-1.7623917969268836,-1.687538997430238e-14,True,False
2.0466432139998336e-16,1.9999999999999998,1.0000000000000004,2.9077094023031196e-25,1.0000000000000002,8.651260530802654e-16,-115.99999999999997,6.0,0.0,-4.0,-4.2670892632501464e-16,-7.999999999999999,-1.7763568391094795e-15,0.0,True,True
3.1355196742255052e-15,1.999999999999997,1.0000000000000002,2.258332930491826e-25,1.0000000000000002,1.2522524286798659e-15,-115.99999999999969,5.999999999999988,0.0,-3.9999999999999996,-6.2441441431759435e-15,-7.999999999999988,-8.881784194742919e-16,0.0,True,True
6.661786254959265e-15,1.9999999999999964,1.0000000000000002,2.2568005298131746e-25,1.0000000000000002,1.2531589084077403e-15,-115.99999999999933,5.999999999999986,-3.1086244689504383e-15,-3.9999999999999964,-1.0214499933759765e-14,-7.999999999999982,-8.881784194744451e-16,0.0,True,True
1.2285165418484324e-16,1.9999999999999998,4.999999999999999,3.7404216961830276e-16,5.0,1.842604238240568e-15,-147.99999999999997,53.99999999999999,0.0,-4.0,-3.4489625910987453e-16,-7.999999999999999,-3.1786715091821983e-15,-1.7763568394002505e-15,True,False
1.2218309936569682e-16,1.9999999999999998,4.999999999999999,6.827540031774871e-16,5.0,1.922223840292989e-15,-147.99999999999997,53.99999999999999,0.0,-4.0,-3.4422770429072815e-16,-7.999999999999999,-2.869959675623014e-15,-1.7763568394002505e-15,True,False
1.0225600359058813e-15,1.9999999999999993,2.4195433994217,2.8807973836692004e-18,3.8276872409723457,3.3149485517105646,-126.0109185955994,35.49426377687557,-4.440892098500626e-16,-4.0,-1.6886938506809752e-15,-7.999999999999997,-3.6630701348450843,-1.4720578978000276e-05,True,False
1.3512021130473227e-15,1.9999999999999987,2.331111782467195,2.201547248417909e-18,3.8969656636835186,3.2167152593940536,-126.16426863398415,34.967680586304255,0.0,-3.9999999999999996,-2.6834697425975105e-15,-7.999999999999995,-3.552588552445787,-0.021262661221268075,True,False
2.0,2.1268532609301433e-16,1.0000000000000002,2.5176010789776655e-16,1.0000000000008653,3.4672112585562852e-12,-19.999999999999996,6.00000000000173,0.0,-4.0,-4.0,-6.38055978279043e-16,-6.364183118023587e-16,-6.217248937900877e-15,True,False
2.7248899112486147e-16,1.9999999999999998,1.0000000000000007,2.9077094023031196e-25,1.0000000000000002,8.541673255517369e-16,-115.99999999999997,6.0,0.0,-4.0,-4.945335960498927e-16,-7.999999999999999,-2.6645352588096047e-15,0.0,True,True
9.889523928063494e-16,2.000000000000001,4.550514494718259,2.8603242486905843e-18,4.609301903653259,1.4101473828979967,-141.6332134089194,47.94136184715661,-1.7763568394002505e-15,-3.9999999999999982,-1.0077397310622416e-16,-8.000000000000002,-1.5959048016685822,0.0,True,False
1.8158107437803718e-14,1.9999999999999818,1.0000000000000007,2.2568005298131746e-25,1.0000000000000004,1.9107217049013093e-15,-115.99999999999818,5.99999999999993,0.0,-4.0,-3.6365765041656285e-14,-7.999999999999927,-2.6645352588746956e-15,0.0,True,True
2.535859835057558e-16,1.9999999999999998,4.999999999999999,3.901451588995799e-16,5.0,2.250157864289831e-15,-147.99999999999997,53.99999999999999,0.0,-4.0,-4.756305884307871e-16,-7.999999999999999,-3.162568519900921e-15,-2.6645352591003757e-15,True,False
3.359785526879205e-15,2.000000000000001,2.082116302919516,6.639345254088279e-18,4.904503511423487,0.46497181178696867,-132.4161233637622,32.60556177820501,-4.440892098500626e-15,-3.9999999999999956,-2.4716071071790796e-15,-7.999999999999999,-3.157489518633863,-0.09210543681135963,True,False
5.879642415175144e-15,1.9999999999999942,2.0821169535855906,6.639349234009456e-18,4.904495694518896,0.46497098236250667,-132.41606372975338,32.60548704040207,0.0,-3.9999999999999996,-1.1652802143225958e-14,-7.999999999999977,-3.157490713105003,-0.09207483280352058,True,False
0.9410460953713091,1.0589539046312606,1.0,0.0,1.0,0.0,-44.920152056817514,4.0069511257473795,-2.5695001681924623e-12,-3.9999999999974305,-1.8820921907400485,-4.235815618522473,0.0,0.0,True,True
1.3828493762295238e-16,1.9999999999999998,1.0000000000000002,2.90770940230312e-25,1.0,8.565281264721962e-17,-115.99999999999997,6.0,0.0,-4.0,-3.603295425479837e-16,-7.999999999999999,-8.881784194093543e-16,0.0,True,True
1.241843563652515e-16,2.0,4.999999999999999,3.901451446728654e-16,5.0,1.922223840293246e-15,-147.99999999999997,53.99999999999999,0.0,-4.0,-1.241843563652515e-16,-8.0,-3.1625685341276357e-15,-1.7763568394002505e-15,True,False
3.58162562491656e-16,1.9999999999999998,1.0000000000000002,1.6615482299084384e-25,1.0000000000000002,8.931544142911755e-16,-115.99999999999996,6.0,0.0,-4.0,-5.802071674166873e-16,-7.999999999999998,-8.881784195339704e-16,0.0,True,False
1.3634900514684021e-16,2.0,1.0000000000000577,6.277527806021651e-18,5.0,1.0079937210287463e-16,-131.99999999999997,30.000000000000114,0.0,-4.0,-1.3634900514684021e-16,-8.0,-2.3092011159422653e-13,0.0,True,False
1.8747988198506583e-16,2.0,1.0000000000000577,6.277527808119069e-18,5.0,1.0079937207204441e-16,-131.99999999999997,30.000000000000114,0.0,-4.0,-1.8747988198506583e-16,-8.0,-2.3092011159422446e-13,0.0,True,False
1.874536556590256e-16,1.9999999999999998,1.0000000000000004,1.590438149839859e-25,1.0000000000000002,8.632072010455032e-16,-115.99999999999997,6.0,0.0,-4.0,-4.094982605840569e-16,-7.999999999999999,-1.7763568392412066e-15,0.0,True,True
1.2262409584595e-13,2.0000000000001217,4.999999999999975,9.08014398405438e-15,1.000000000000983,3.932018757959297e-12,-131.9999999999875,30.000000000002203,-2.4424906541753444e-13,-3.9999999999997558,-9.43652347032855e-16,-8.000000000000242,-9.039583902235965e-14,0.0,True,False
1.2262409584595e-13,2.0000000000001217,4.999999999999974,9.08014398405438e-15,1.000000000000983,3.932018757959297e-12,-131.9999999999875,30.000000000002196,-2.4424906541753444e-13,-3.9999999999997558,-9.43652347032855e-16,-8.000000000000242,-9.394855270116015e-14,0.0,True,False
1.0901240371149157,0.9098759629410746,1.000000000522915,3.630989346537823e-12,1.0000000000696965,2.7886721951252366e-10,-37.88522711204609,4.016244685418894,-5.5990323488686045e-11,-3.9999999999440092,-2.180248074173841,-3.639503851708308,-2.0880291890472573e-09,-8.171241461241152e-14,True,False
1.8544618669038264e-16,1.9999999999999998,1.0000000000000004,1.6615482298875706e-25,1.0000000000000002,8.931544143881215e-16,-115.99999999999997,6.0,0.0,-4.0,-4.07490791615414e-16,-7.999999999999999,-1.7763568392340957e-15,0.0,True,True
5.5296539711435937e-14,2.000000000000055,4.000000000011845,8.486132211702789e-15,1.000000000000396,1.5921207722820605e-12,-125.00000000006547,21.00000000009577,-1.1057821325266559e-13,-3.99999999999989,-2.2947769002817215e-16,-8.00000000000011,-2.999999999976302,-8.881784197001252e-15,True,False
9.676894449478158e-14,2.00000000000004,4.000000000004,8.486132211703593e-15,1.0000000000003935,1.5921207722822132e-12,-125.00000000001425,21.000000000032948,-1.3677947663381929e-13,-3.999999999999863,-5.680091560827594e-14,-8.000000000000023,-2.999999999991991,-1.865174681370263e-14,True,False
2.1972501793835665e-16,1.9999999999999998,1.0000000000000004,1.5350808479628017e-25,1.0000000000000002,8.171044554797652e-16,-115.99999999999997,6.0,0.0,-4.0,-4.4176962286338793e-16,-7.999999999999999,-1.7763568392467425e-15,0.0,True,True
9.683196862947271e-14,1.9999999999999054,4.49999999999222,8.911912854168632e-15,1.0000000000004532,1.8128767786199122e-12,-128.24999999993577,25.249999999930505,-2.220446049250313e-15,-3.999999999999998,-1.9142297032753605e-13,-7.999999999999619,-1.7500000000233324,0.0,True,False
9.683196862952075e-14,2.0000000000000107,4.4999999999961515,8.911912854170325e-15,1.0000000000004532,1.8128767786212586e-12,-128.2499999999633,25.249999999966313,-1.0746958878371515e-13,-3.9999999999998925,-8.617382759311925e-14,-7.999999999999935,-1.7500000000115365,0.0,True,False
1.0099513049928595,0.9900486950109678,1.0000000000000002,1.3013921692575947e-17,1.0000000000004805,1.9218360391670714e-12,-41.5249121005826,4.000198056950662,-3.82716081048784e-12,-3.999999999996173,-2.0199026099818918,-3.960194780040044,-8.751644980075492e-16,0.0,True,False
3.3908538818067193e-16,1.9999999999999996,1.0000000000000004,1.6615479796085441e-25,1.0000000000000002,7.224908980888747e-16,-115.99999999999996,6.0,0.0,-4.0,-7.831745980307346e-16,-7.999999999999998,-1.7763568392340957e-15,0.0,True,False
1.3122884605497374e-14,1.9999999999999871,1.0529748504432002,1.1316259213282064e-14,1.0000000000011142,4.869548990685266e-12,-116.00280633477809,6.108756035668057,-4.440892098500626e-16,-3.9999999999999996,-2.600147169114919e-14,-7.999999999999948,-0.20909306699330998,-4.1300296516055823e-13,True,False
1.3122884605497185e-14,1.9999999999999871,1.0529748504431964,1.1316259213282064e-14,1.0000000000011142,4.869548990685349e-12,-116.00280633477809,6.108756035668049,-4.440892098500626e-16,-3.9999999999999996,-2.6001471691149e-14,-7.999999999999948,-0.20909306699329533,-4.1300296516055823e-13,True,True
4.980122648065577e-11,1.9999999999531846,4.999999999975833,8.059117374495268e-11,4.999999999928044,4.999999999297282,-147.99999999360617,78.99999999182432,-2.985611757821971e-12,-3.9999999999970144,-9.661666689383953e-11,-7.999999999809753,-1.6078165455208947e-11,-4.999999999009459,True,False
1.993916188586913e-16,1.9999999999999998,1.0000000000000004,1.6615482309316401e-25,1.0000000000000002,8.897211190732872e-16,-115.99999999999997,6.0,0.0,-4.0,-4.214362237837226e-16,-7.999999999999999,-1.7763568392340957e-15,0.0,True,True
7.825656088950929e-17,2.0,1.25206815098386,9.488919635102846e-18,5.0,7.905811815807353e-17,-132.0635383527404,30.567674654708142,0.0,-4.0,-7.825656088950929e-17,-8.0,-0.9447342511950181,0.0,True,False
8.120266542465014e-17,2.0,1.252068150986057,9.488919841311974e-18,5.0,7.905801115744949e-17,-132.06353835274155,30.56767465471364,0.0,-4.0,-8.120266542465014e-17,-8.0,-0.9447342512026982,0.0,True,False
1.2418435636511922e-16,2.0,4.999999999999999,3.9014514467285014e-16,5.0,1.922223840292989e-15,-147.99999999999997,53.99999999999999,0.0,-4.0,-1.2418435636511922e-16,-8.0,-3.1625685341276507e-15,-1.7763568394002505e-15,True,False
2.045576948139616e-16,1.9999999999999998,1.0000000000000004,1.6615482302656165e-25,1.0000000000000002,8.929498126818102e-16,-115.99999999999997,6.0,0.0,-4.0,-4.266022997389929e-16,-7.999999999999999,-1.7763568392340957e-15,0.0,True,True
8.01844043667855e-14,2.0000000000000773,1.9099454261514308,2.480735726305133e-15,4.437695134564025,2.0932099384826555,-128.64574851677105,31.722557484772864,-1.5765166949677223e-13,-3.999999999999843,-2.9128818528746097e-15,-8.000000000000151,-2.8117810260318112,-0.16017723843172682,True,False
1.4032281514801682e-13,1.9999999999999538,1.909945426151463,4.326571122694981e-15,4.437683176231927,2.0931825731596687,-128.64566629870794,31.72233678806792,-9.414691248821327e-14,-3.999999999999906,-1.8650809297242333e-13,-7.999999999999721,-2.81178102603188,-0.16011548837999,True,False
1.0461381231776963,0.953861876891502,1.0092925449337322,0.03650735429060291,1.0,5.569733563243491e-15,-39.550077277978986,4.024261681128841,-6.919842476804661e-11,-3.9999999999308016,-2.092276246286194,-3.8154475074968097,-0.0005764740529805717,-5.329070518200751e-15,True,False
2.3055963310637786e-16,1.9999999999999998,1.0000000000000002,7.03303304914898e-27,1.0000000000000002,1.4991841857551618e-15,-115.99999999999997,6.0,0.0,-4.0,-4.526042380314092e-16,-7.999999999999999,-8.881784196930922e-16,-8.881784197001252e-16,True,True
