            Runtime (Sec),                Iteration,             Evaluation #,                     Step,                   Source,               Model_name,                    Delta,                   Status,                      phi,                       f1,                       f2,                max(c_in),        Penalty_parameter,              Multipliers,                     hmax,                       x1,                       x2,                       x3,                       x4,                       x5,                       x6
   0.00039000000106170774,                        0,                      158,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,       25.135799455275627,       -54.75316175856034,       25.135799455275627,      -0.6025931447355486,     4.76837158203125e-07,        18513926.43401301,   6.0000000000000005e-30,       0.7744650767590694,       1.8281280679764793,       2.0955847022679808,    0.0031362600633502223,                      1.0,        3.975231563912474
    0.0008373999989998993,                        1,                      104,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,        37.81602347516822,       -69.25487732579202,        37.81602347516822,      -0.5148862255030409,   1.8189894035458565e-12,                    1e-15,   6.0000000000000005e-30,       0.6594585278859029,        1.855427697617138,        3.808660696498382,     0.003494101907021374,       1.6686223988046232,        4.080234890847557
   0.00039090000063879415,                        1,                      109,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,       25.676476963032744,       -61.35387352771283,       25.676476963032744,     -0.11760499096478938,   1.8189894035458565e-12,                    1e-15,   6.0000000000000005e-30,       0.6834908800218805,       1.4341141109429087,       2.1090773626457433,     0.003697745429251068,       1.7094052490779448,        3.972700164401144
   0.00031650000164518133,                        1,                      333,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,       19.406601545448336,      -26.416917248088577,       19.406601545448336,                     -0.0,    8.881784197001252e-16,        153392783284220.5,   6.0000000000000005e-30,       2.6329333529772936,       1.3661218450588524,                      1.0,                      0.0,                      1.0,        2.933935004167795
    0.0004439999975147657,                        1,                      126,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,        37.48074924339546,       -64.72472127841792,        37.48074924339546,      -0.7054378685580108,    8.881784197001252e-16,        153392783284220.5,   6.0000000000000005e-30,       0.7186257862412903,       2.0131879176832794,         3.53535341518656,    0.0010173459744722358,       2.1210134959072047,        3.989232705139423
     0.000464000000647502,                        1,                      131,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,        20.99382924783605,        -53.6805067171497,        20.99382924783605,         -0.2032585473463,   2.7755575615628914e-17,                    1e-15,   6.0000000000000005e-30,       0.7741573260534752,       1.6315901151733532,       1.0524512062630713,    0.0037951486675338254,       1.0715541707447527,       3.9340217453471085
    0.0003890999978466425,                        1,                      133,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,        60.21515671499265,      -105.85796902440838,        60.21515671499265,     -0.17631729404069363,   2.7755575615628914e-17,                    1e-15,   6.0000000000000005e-30,      0.37593678530884683,       1.8003805087318467,        4.909255746169508,    0.0010371622929093583,       3.9333604763084438,        4.154556604336185
    0.0002879999992728699,                        1,                      135,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,       23.941271270657808,       -53.86145334009537,       23.941271270657808,      -0.5234061833306929,    6.938893903907228e-18,                    1e-15,   6.0000000000000005e-30,       0.7811668962186807,        1.742239287112012,       1.2657584866431024,     0.004092444720044921,       1.7862916886184734,       3.9373407937227185
   0.00032219999775406905,                        1,                      146,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,       46.412811558401785,       -87.27797807081673,       46.412811558401785,    -0.005136683322864322,    8.673617379884035e-19,                    1e-15,   6.0000000000000005e-30,       0.4916950865493106,       1.8151936958435237,        4.205968622149195,    0.0011326204598414997,         3.02485969314367,        4.004518678979667
   0.00035969999953522347,                        1,                      147,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,         43.6405406830261,       -76.86812005551437,         43.6405406830261,       -0.489759483547342,    4.336808689942018e-19,                    1e-15,   6.0000000000000005e-30,       0.6125323231553795,       1.8772271603919626,        4.344146836284037,    0.0010304060958079633,        2.245514814265555,       3.9783681888914333
     0.000314799999614479,                        1,                      148,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,       27.246301273329443,        -64.2771018498855,       27.246301273329443,      -0.5821344320233699,    2.168404344971009e-19,                    1e-15,   6.0000000000000005e-30,       0.6376990559141508,       1.9444353761092192,        2.367447245490625,    0.0021545928245310436,        1.157283175049262,        4.014311498357739
   0.00027350000164005905,                        1,                      352,                Poll Step,              Current run,               Simulation,                      1.0,               INFEASIBLE,    4.127505158912622e+16,       -63.46403705424592,        9.962701621029233,    0.0009448019638540472,   1.0842021724855044e-19,     4.36821011630692e+19,    8.926507509024644e-07,       0.6329333529772936,       1.3661218450588524,       1.3191755723913827,                      0.0,       1.4884486235780963,        1.933935004167795
