f1	f2
7.322578740113634e-01	1.200000000000000e+01
3.668975363977435e-01	1.600000000000000e+01
1.824564789186272e-01	1.800000000000000e+01
5.081744157831724e-01	1.400000000000000e+01
7.290725790333866e-03	3.300000000000000e+01
2.240770116403599e-01	1.700000000000000e+01
4.963070506626498e-02	2.500000000000000e+01
5.795931696015838e-02	2.200000000000000e+01
2.726450597715287e-08	6.000000000000000e+01
2.670380298666437e-02	2.600000000000000e+01
6.065256991243325e-01	1.300000000000000e+01
