f1	f2
7.322578740113634e-01	1.200000000000000e+01
5.154745642809098e-01	1.400000000000000e+01
6.065256991243325e-01	1.300000000000000e+01
2.728885349709813e-01	1.800000000000000e+01
1.955292020358690e-01	1.900000000000000e+01
6.182817168145869e-03	3.800000000000000e+01
2.077431138485265e-05	4.300000000000000e+01
1.431454690236534e-05	4.400000000000000e+01
2.931518169297514e-01	1.500000000000000e+01
5.601413552140198e-02	2.100000000000000e+01
5.309094349448184e-03	4.200000000000000e+01
2.048781178563830e-02	2.800000000000000e+01
8.355221986493597e-02	2.000000000000000e+01
1.554664659232156e-02	2.900000000000000e+01
3.003324197052037e-02	2.300000000000000e+01
5.064026809912669e-06	6.000000000000000e+01
