f1	f2
7.322578740113634e-01	1.200000000000000e+01
5.506909070971695e-02	2.000000000000000e+01
6.065256991243325e-01	1.300000000000000e+01
3.104793647779552e-03	3.000000000000000e+01
2.326523020967721e-03	3.400000000000000e+01
6.305230853296658e-05	4.300000000000000e+01
1.253093246549743e-01	1.700000000000000e+01
2.931518169297514e-01	1.500000000000000e+01
3.574141815282130e-02	2.400000000000000e+01
3.390817593883132e-02	2.500000000000000e+01
4.768456098283728e-03	2.700000000000000e+01
3.943314983515422e-02	2.100000000000000e+01
3.841024781557180e-02	2.300000000000000e+01
5.930944924078790e-06	4.700000000000000e+01
5.517587452782733e-04	4.200000000000000e+01
