f1	f2
7.322578740113634e-01	1.200000000000000e+01
5.642470860644532e-02	2.200000000000000e+01
4.185177345432079e-01	1.400000000000000e+01
6.065256991243325e-01	1.300000000000000e+01
3.134738356130243e-01	1.600000000000000e+01
7.778632310703362e-07	3.200000000000000e+01
4.143128439549282e-02	2.300000000000000e+01
1.137052944890131e-01	1.800000000000000e+01
2.726450597715287e-08	6.000000000000000e+01
2.000384817653088e-02	2.400000000000000e+01
1.767584903187213e-01	1.700000000000000e+01
