f1	f2
7.322578740113634e-01	1.200000000000000e+01
7.660346336043188e-02	1.900000000000000e+01
1.636669780661988e-02	2.300000000000000e+01
1.543270038706061e-05	3.800000000000000e+01
1.049100195024954e-06	4.700000000000000e+01
6.075095262817373e-03	2.700000000000000e+01
2.643975259884228e-03	3.100000000000000e+01
3.582954043026605e-01	1.500000000000000e+01
5.601413552140198e-02	2.100000000000000e+01
5.009690638972156e-01	1.300000000000000e+01
4.246334418069923e-01	1.400000000000000e+01
1.749085331875285e-01	1.600000000000000e+01
7.088746022545399e-02	2.000000000000000e+01
