f1	f2
7.322578740113634e-01	1.200000000000000e+01
5.064026809912669e-06	6.000000000000000e+01
5.081744157831724e-01	1.400000000000000e+01
9.725729960290977e-02	1.900000000000000e+01
5.025830070846332e-03	2.900000000000000e+01
2.177449352101726e-03	4.300000000000000e+01
2.647557385275859e-01	1.700000000000000e+01
4.299696039204675e-01	1.500000000000000e+01
6.065256991243325e-01	1.300000000000000e+01
1.064775050856353e-01	1.800000000000000e+01
2.065563248777377e-02	2.500000000000000e+01
3.943314983515422e-02	2.100000000000000e+01
3.739698967425054e-02	2.200000000000000e+01
