x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,f1,isFeasible,isFrontier
6.559901902261931,-2.144954890162312,-5.449559107987463,-0.09552839124573254,2.135327240220626,7.0414471200308455,-8.58114069299631,-6.866088907056288,-4.833382284658736,9.004579426436297,1581462.0103718678,True,False
-7.848143063994204,6.34520136254935,-6.959691169473232,1.564678504596289,-3.779334021379901,1.5723082719585655,1.4075577303964444,-1.183189307605442,4.977154290796282,4.333153738788331,812343.948452068,True,False
6.340615148168158,-7.029137000197851,3.398257838027485,-6.469346657346227,1.9601869381106631,-9.784895964765994,4.939884659783045,-7.635455932008924,1.7051341733598875,-6.176726685381394,1901059.9935044805,True,False
7.785591144010038,-8.892968392885438,-8.128610374839925,-9.495987779069209,8.196829830636482,-7.305576918168947,-3.9271975419539107,9.061221974065429,-8.102152747420124,0.7610984215016092,4609527.648339886,True,False
-5.880843144781741,-5.651042717666668,-4.731153432348774,-2.427963407885713,9.53081869525812,3.7550671813919436,-7.2446311292209,-2.0066461714752757,3.1181773706548928,-5.3270699935038435,1483049.0352124164,True,False
-4.449528301232462,8.409471141549279,-0.030971799340399286,4.210118040377262,-9.665198433930925,3.3759462819226904,-3.1116228431872894,-9.19840313115356,5.015231574091416,-8.378866120336404,2204074.3412796473,True,False
-8.178188027823806,2.41862803867258,-8.204229043118014,2.0521637276311164,0.10104677789911243,4.900114559824182,3.7891362952502377,-8.94805299885567,9.525264046950848,1.6075655026860787,2252735.728069125,True,False
-9.202317673938337,4.10679664948281,1.0425583901314432,1.2924066546776416,4.8192412257056585,-4.730064463166289,-4.569428595088487,-6.936991129359257,4.7424047486859084,9.723520504585888,1108144.1797204968,True,False
-7.237650284315848,-5.0828158379621895,7.810851730654377,-6.317737611525462,-3.952251779853958,4.6514715074851285,5.15575119835065,-4.705058570343258,0.5862184837861912,7.767824635678801,1197772.401406056,True,False
2.645446178880727,-6.259172243599822,8.493503022068037,3.6047128851744485,3.306340237268719,4.065440031535051,1.6982719500300805,3.62846958805552,9.8919881793027,2.4356876119836475,1529282.8146099169,True,False
8.597732469270838,3.304272872038199,0.6843668191263901,-5.726263298384201,9.30326365239807,7.49745823213728,-6.264618508833978,-3.021031898673311,7.974654572072826,-5.708138044025379,2242828.336886841,True,False
0.8795666951880388,8.45442916495093,7.132091692552022,2.247694278442168,9.320053061295816,8.707143555015735,3.6112817053208293,-7.47618212182628,-0.6756685858768776,-2.7067971919664373,2153708.98021518,True,False
-7.260545932256358,8.295073677062547,8.774549290669231,3.6826085438635356,-0.2609321141527374,7.983696883010738,-5.0168831507370735,0.7405976652618378,-3.1935597071519357,5.788096196691507,1656588.4530446841,True,False
-8.110799328607909,8.298153117727862,0.8441900698511775,4.837584247324115,-7.233078342571791,-0.39081612369871854,-2.673809299908852,8.702005866309971,2.667101660575158,8.567259388555193,1701742.1620440236,True,False
-7.121688941767665,5.677068714786066,-6.659392530622275,-3.956189078031379,-7.716616347528385,-4.051532296894383,-1.8617127061826224,0.754025357794516,1.9096299924313733,7.507789701023789,1082593.5049616266,True,False
-9.408374065409273,3.9128605929642495,-5.688697049056448,-0.08849116031570681,2.0147621278915366,0.06535855411275548,-0.7107594157695356,1.6426120851143242,2.098883034161542,4.130092609681915,867580.8983779482,True,False
-8.204118253462683,3.6875814535901545,-4.029172127997525,0.16405011340178532,-4.981906510104946,-1.1272105335069433,-0.9021134614685806,-3.3145196005189934,-1.0636259498703398,6.534681044463657,551279.4626371998,True,False
-7.5569885354823665,-0.024488830483511137,-1.888399810258635,3.299423994223403,-4.181217889464304,-5.038077483438775,-2.430202157700414,-5.740459337733218,0.47539420594805115,5.624321537378195,599716.0244156271,True,False
