f1	f2
-5.013899913088793e+01	6.712069479570965e+01
-1.533910748442972e+02	1.134676766827575e+02
-2.203196653499540e+02	1.465102832477481e+02
-1.930628541233000e+02	1.282295131733827e+02
-1.729414521042530e+02	1.277850185172781e+02
-2.063595921075383e+02	1.412984769104134e+02
-1.764743381988457e+01	2.873706382322512e+01
-1.640095387869868e+01	2.865139026991182e+01
-2.998053004715809e+01	5.344095313231009e+01
-1.808636052910220e+01	4.458617192549764e+01
-3.363376773168071e+01	5.626726249832119e+01
-7.611975991531725e+01	7.630830724271652e+01
-1.632051760293784e+02	1.151827128854353e+02
-1.496666877176559e+02	8.119794882390264e+01
-3.508271806876498e+01	5.748432275894435e+01
-5.545888517586798e+01	6.950445394656120e+01
-1.890821120143892e+01	4.574222657993192e+01
-2.464940021069999e+01	5.138546350810840e+01
-4.421693724881852e+01	6.287988627450630e+01
-5.066973938338906e+01	6.945781717140362e+01
-1.464541747344912e+01	2.262931602950283e+01
-4.071042961247639e+01	5.899295479059836e+01
-2.406577827484494e+01	4.616464977838321e+01
-3.680022083597645e+01	5.833367241074180e+01
-4.751580325932829e+01	6.460033428209312e+01
-2.617847958542355e+01	5.140359038787464e+01
-6.332848545574355e+01	7.273271501092127e+01
-3.131145675644832e+01	5.364771960930256e+01
-7.994893734055654e+01	4.599376121112701e+01
