f1	f2
-6.787606822433204e+01	1.535418162025362e+01
-5.385003153724236e+01	1.425682076845172e+01
-1.059856922299386e+02	1.132618423467655e+02
-1.186518102117777e+02	1.211906739017711e+02
-1.323774174392771e+02	1.345336669694823e+02
-1.520486745589767e+02	1.412393070645322e+02
-1.297417168725805e+02	1.292561889600022e+02
-7.740324732635278e+01	1.020452217646338e+02
-1.311184033430811e+02	1.334802452523702e+02
-1.201308247588121e+02	1.272383160609225e+02
-1.283327064635785e+02	1.289530529881894e+02
-2.279158882091898e+01	9.053082568821944e+00
-7.255395930534415e+01	9.947235319197587e+01
-1.190394988441112e+02	1.268207567946252e+02
-8.417056542117774e+01	1.046667955960159e+02
-1.411052819052502e+02	1.362240813759755e+02
-9.671516732570704e+01	1.112397161811652e+02
-6.748971095839316e+01	1.491568268914929e+01
-3.699225663685715e+01	3.188045659609217e+01
