f1	f2
-5.475316175856034e+01	2.513579945527563e+01
-6.925487732579202e+01	3.781602347516822e+01
-6.135387352771283e+01	2.567647696303274e+01
-2.641691724808858e+01	1.940660154544834e+01
-6.472472127841792e+01	3.748074924339546e+01
-5.368050671714970e+01	2.099382924783605e+01
-1.058579690244084e+02	6.021515671499265e+01
-5.386145334009537e+01	2.394127127065781e+01
-8.727797807081673e+01	4.641281155840178e+01
-7.686812005551437e+01	4.364054068302610e+01
-6.427710184988550e+01	2.724630127332944e+01
-6.346403705424592e+01	9.962701621029233e+00
