f1	f2
-1.497959723162688e+02	8.789122686033357e+01
-2.233106097482347e+01	1.934994393288198e+01
-2.290870200746288e+01	2.989379054838079e+01
-3.623829955660931e+01	3.745172943999398e+01
-3.728402046054696e+01	3.883725623965798e+01
-5.904781212169042e+01	5.439682226966210e+01
-5.687824877200117e+01	5.028049395438882e+01
-2.610323031640171e+01	3.201761660097679e+01
-6.134084765915026e+01	5.528622620171343e+01
-6.599793155785449e+01	5.609849090634897e+01
-7.480932889810187e+01	6.172409974190936e+01
-1.652999986351810e+02	8.957620158496393e+01
-5.220726152149924e+01	4.030062495263159e+01
-1.830451509699993e+01	6.660779312520935e+00
-1.969813906351662e+02	9.766297393581726e+01
-1.858594989729010e+02	9.481038829609719e+01
-3.239960916227137e+01	3.275587337779238e+01
-1.148769195960740e+02	7.006897929872775e+01
-1.665382630399573e+02	9.244500626888885e+01
-9.449789553434772e+01	6.701478905331393e+01
-1.086473886572840e+02	6.982179938427018e+01
-1.495028137561035e+02	8.450838671554743e+01
-1.452052978398630e+02	8.413491459973442e+01
-9.133553676919830e+01	6.417334558004805e+01
-1.409690574121804e+02	8.011710281349788e+01
-1.321647464750198e+02	7.808183697333286e+01
-7.756966023286687e+00	2.512609375756936e+01
