f1	f2
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
1.000000000000000e+00	0.000000000000000e+00
9.900000000000000e-01	1.990000000000003e-02
9.800000000000000e-01	1.577962382445138e-01
9.700000000000000e-01	1.761566278549035e-01
8.600000000000000e-01	3.241961665443874e-01
8.500000000000000e-01	4.045875992463632e-01
7.600000000000000e-01	4.272904541197946e-01
7.500000000000000e-01	4.375000000000000e-01
7.500000000000000e-01	4.375000000000000e-01
7.500000000000000e-01	4.375000000000000e-01
7.500000000000000e-01	4.375000000000000e-01
7.450000000000000e-01	4.449750000000000e-01
7.400000000000000e-01	4.762846437562203e-01
7.000000000000000e-01	5.100000000000000e-01
7.000000000000000e-01	5.100000000000000e-01
7.000000000000000e-01	5.100000000000000e-01
7.000000000000000e-01	5.100000000000000e-01
7.000000000000000e-01	5.100000000000000e-01
7.000000000000000e-01	5.100000000000000e-01
7.000000000000000e-01	5.100000000000000e-01
6.750000000000000e-01	5.443749999999999e-01
6.650000000000000e-01	6.896071060734114e-01
5.500000000000000e-01	6.975000000000000e-01
5.500000000000000e-01	6.975000000000000e-01
5.500000000000000e-01	6.975000000000000e-01
5.500000000000000e-01	6.975000000000000e-01
5.499000000000001e-01	7.177477918037585e-01
5.496000000000001e-01	7.180726016509570e-01
5.494000000000000e-01	7.182890430771032e-01
5.483000000000000e-01	7.194780627715005e-01
5.482000000000000e-01	7.195860373046074e-01
5.480000000000000e-01	7.198019272876294e-01
5.477000000000001e-01	7.201256145541829e-01
5.475000000000001e-01	7.203413075932321e-01
5.473000000000000e-01	7.205569218546923e-01
5.468000000000001e-01	7.210956128563900e-01
5.456000000000001e-01	7.223864624319418e-01
5.455000000000001e-01	7.224939052163220e-01
5.453000000000000e-01	7.227087317018909e-01
5.450000000000000e-01	7.230308237222645e-01
5.448000000000001e-01	7.232454532638604e-01
5.447000000000001e-01	7.233527384930624e-01
5.427000000000001e-01	7.254943072536735e-01
5.426000000000001e-01	7.256011789005326e-01
5.424000000000000e-01	7.258148631110590e-01
5.420000000000000e-01	7.262419951993442e-01
5.410000000000000e-01	7.273084468122474e-01
5.406000000000001e-01	7.277344760142849e-01
5.401000000000000e-01	7.282665693928926e-01
5.400000000000000e-01	7.482117402837043e-01
5.000000000000000e-01	7.500000000000000e-01
5.000000000000000e-01	7.500000000000000e-01
5.000000000000000e-01	7.500000000000000e-01
5.000000000000000e-01	7.500000000000000e-01
5.000000000000000e-01	7.500000000000000e-01
5.000000000000000e-01	7.500000000000000e-01
5.000000000000000e-01	7.500000000000000e-01
5.000000000000000e-01	7.500000000000000e-01
4.900000000000000e-01	7.981615730596240e-01
4.900000000000000e-01	7.981615730596240e-01
4.900000000000000e-01	7.981615730596240e-01
4.900000000000000e-01	7.981615730596240e-01
4.900000000000000e-01	7.981615730596240e-01
4.900000000000000e-01	7.981615730596240e-01
4.900000000000000e-01	7.981615730596240e-01
4.800000000000000e-01	8.075695998154768e-01
4.800000000000000e-01	8.075695998154768e-01
4.800000000000000e-01	8.075695998154768e-01
4.800000000000000e-01	8.075695998154768e-01
4.700000000000000e-01	8.167836466382193e-01
3.750000000000000e-01	8.593750000000000e-01
3.000000000000000e-01	9.100000000000000e-01
2.500000000000000e-01	9.375000000000000e-01
2.497000000000000e-01	9.541198692231134e-01
2.494000000000000e-01	9.542673113283765e-01
2.485000000000000e-01	9.547085741467127e-01
2.479000000000000e-01	9.550018631110589e-01
2.477000000000000e-01	9.550994685439962e-01
2.475000000000000e-01	9.551969951993442e-01
2.465000000000000e-01	9.556834468122475e-01
2.460000000000000e-01	9.559259340788010e-01
2.457000000000000e-01	9.560711901059656e-01
2.450000000000000e-01	9.564094315321117e-01
2.449000000000000e-01	9.564576729582577e-01
2.447000000000000e-01	9.565540967273578e-01
2.446000000000000e-01	9.566022790703120e-01
2.445000000000000e-01	9.566504417188689e-01
2.444000000000000e-01	9.566985846730285e-01
2.440000000000000e-01	9.568909595456940e-01
2.436000000000000e-01	9.570830193080030e-01
2.431000000000000e-01	9.573226508869503e-01
2.430000000000000e-01	9.573705181195481e-01
2.427000000000000e-01	9.575140016509572e-01
2.421000000000000e-01	9.578004369650489e-01
2.419000000000000e-01	9.578957578479012e-01
2.415000000000000e-01	9.580861632808383e-01
2.400000000000000e-01	9.587973772027398e-01
2.000000000000000e-01	9.600000000000000e-01
1.000000000000000e-01	9.900000000000000e-01
1.000000000000000e-01	9.900000000000000e-01
1.000000000000000e-01	9.900000000000000e-01
1.000000000000000e-01	9.900000000000000e-01
1.000000000000000e-01	9.900000000000000e-01
1.000000000000000e-01	9.900000000000000e-01
1.000000000000000e-01	9.900000000000000e-01
1.000000000000000e-01	9.900000000000000e-01
1.000000000000000e-01	9.900000000000000e-01
1.000000000000000e-01	9.900000000000000e-01
5.000000000000000e-02	9.975000000000001e-01
5.000000000000000e-02	9.975000000000001e-01
5.000000000000000e-02	9.975000000000001e-01
5.000000000000000e-02	9.975000000000001e-01
5.000000000000000e-02	9.975000000000001e-01
5.000000000000000e-02	9.975000000000001e-01
0.000000000000000e+00	1.000000000000000e+00
0.000000000000000e+00	1.000000000000000e+00
