f1	f2
0.000000000000000e+00	1.000000000000000e+00
1.000000000000000e-01	9.900000000000000e-01
5.000000000000000e-01	7.500000000000000e-01
4.700000000000000e-01	8.167836466382193e-01
4.800000000000000e-01	8.075695998154768e-01
4.900000000000000e-01	7.981615730596240e-01
1.000000000000000e+00	0.000000000000000e+00
5.500000000000000e-01	6.975000000000000e-01
5.400000000000000e-01	7.482117402837043e-01
5.000000000000000e-02	9.975000000000001e-01
7.500000000000000e-01	4.375000000000000e-01
7.300000000000000e-01	6.938559958826556e-01
7.400000000000000e-01	6.811306227483274e-01
