f1	f2
0.000000000000000e+00	1.000000000000000e+00
1.000000000000000e-01	9.900000000000000e-01
5.000000000000000e-01	7.500000000000000e-01
4.900000000000000e-01	7.981615730596240e-01
7.000000000000000e-01	5.100000000000000e-01
5.000000000000000e-02	9.975000000000001e-01
5.500000000000000e-01	6.975000000000000e-01
1.000000000000000e+00	0.000000000000000e+00
9.700000000000000e-01	1.761566278549035e-01
9.800000000000000e-01	1.577962382445138e-01
9.900000000000000e-01	1.392475369458125e-01
