f1	f2
0.000000000000000e+00	1.000000000000000e+00
1.000000000000000e-01	9.900000000000000e-01
5.000000000000000e-01	7.500000000000000e-01
4.800000000000000e-01	8.075695998154768e-01
4.900000000000000e-01	7.981615730596240e-01
7.000000000000000e-01	5.100000000000000e-01
1.000000000000000e+00	0.000000000000000e+00
5.000000000000000e-02	9.975000000000001e-01
7.500000000000000e-01	4.375000000000000e-01
7.600000000000000e-01	4.272904541197946e-01
3.750000000000000e-01	8.593750000000000e-01
7.400000000000000e-01	4.762846437562203e-01
