f1	f2
0.000000000000000e+00	1.000000000000000e+00
1.000000000000000e-01	9.900000000000000e-01
5.000000000000000e-01	7.500000000000000e-01
4.800000000000000e-01	8.075695998154768e-01
4.900000000000000e-01	7.981615730596240e-01
7.000000000000000e-01	5.100000000000000e-01
6.799999999999999e-01	5.825528774074502e-01
6.899999999999999e-01	5.692652519893899e-01
1.000000000000000e+00	0.000000000000000e+00
2.400000000000000e-01	9.587973772027398e-01
2.450000000000000e-01	9.564094315321117e-01
2.500000000000000e-01	9.375000000000000e-01
2.415000000000000e-01	9.580861632808383e-01
2.419000000000000e-01	9.578957578479012e-01
2.421000000000000e-01	9.578004369650489e-01
2.427000000000000e-01	9.575140016509572e-01
2.430000000000000e-01	9.573705181195481e-01
2.431000000000000e-01	9.573226508869503e-01
2.436000000000000e-01	9.570830193080030e-01
2.440000000000000e-01	9.568909595456940e-01
2.444000000000000e-01	9.566985846730285e-01
2.445000000000000e-01	9.566504417188689e-01
2.446000000000000e-01	9.566022790703120e-01
2.447000000000000e-01	9.565540967273578e-01
2.449000000000000e-01	9.564576729582577e-01
2.457000000000000e-01	9.560711901059656e-01
2.460000000000000e-01	9.559259340788010e-01
2.465000000000000e-01	9.556834468122475e-01
2.475000000000000e-01	9.551969951993442e-01
2.477000000000000e-01	9.550994685439962e-01
2.479000000000000e-01	9.550018631110589e-01
2.485000000000000e-01	9.547085741467127e-01
2.494000000000000e-01	9.542673113283765e-01
2.497000000000000e-01	9.541198692231134e-01
7.500000000000000e-01	4.375000000000000e-01
