f1	f2
0.000000000000000e+00	1.000000000000000e+00
1.000000000000000e-01	9.900000000000000e-01
4.900000000000000e-01	9.837970128307938e-01
7.000000000000000e-01	7.267472055651314e-01
5.000000000000000e-02	9.975000000000001e-01
7.500000000000000e-01	5.324423421406179e-01
7.300000000000000e-01	6.011009174311928e-01
7.400000000000000e-01	5.876146788990828e-01
7.700000000000000e-01	5.085489110414037e-01
1.000000000000000e+00	1.205105239587997e-01
5.000000000000000e-01	7.981292030333380e-01
8.500000000000000e-01	4.045875992463632e-01
8.600000000000000e-01	3.241961665443874e-01
