1.83421e+01	1.27352e+01	1.20155e+01	1.86292e+01
1.83421e+01	1.27831e+01	1.20210e+01	1.88176e+01
3.18266e+01	1.27503e+01	1.25489e+01	3.26213e+01
3.20726e+01	1.28136e+01	1.20467e+01	3.37075e+01
3.75396e+01	1.63562e+01	1.48138e+01	4.47267e+01
1.48736e+01	1.32342e+01	1.21538e+01	1.49258e+01
3.20113e+01	1.27292e+01	1.25613e+01	3.36040e+01
3.19551e+01	1.32425e+01	1.25630e+01	3.20063e+01
2.31260e+01	1.23390e+01	1.27836e+01	2.24921e+01
2.25725e+01	1.27645e+01	1.20467e+01	2.20656e+01
1.82912e+01	1.27786e+01	1.25878e+01	1.76815e+01
1.80475e+01	1.27795e+01	1.29449e+01	1.77857e+01
1.76142e+01	1.21276e+01	1.47891e+01	1.76959e+01
2.32909e+01	1.23690e+01	1.21225e+01	2.24921e+01
1.93588e+01	1.21945e+01	1.20206e+01	1.86314e+01
1.26514e+01	1.28616e+01	1.29933e+01	1.35162e+01
1.65951e+01	1.27795e+01	1.29449e+01	1.77857e+01
3.78334e+01	1.65635e+01	1.48546e+01	4.50785e+01
2.78159e+01	1.28953e+01	1.20884e+01	2.85511e+01
1.93274e+01	1.22026e+01	1.20386e+01	1.86594e+01
2.32909e+01	1.24284e+01	1.21032e+01	2.40403e+01
2.59827e+01	1.30031e+01	1.20925e+01	2.48241e+01
1.43844e+01	1.20940e+01	1.20766e+01	1.66995e+01
1.45561e+01	1.21953e+01	1.20038e+01	1.50054e+01
2.76518e+01	1.28935e+01	1.20306e+01	2.85823e+01
1.49830e+01	1.24501e+01	1.21538e+01	1.50004e+01
3.73803e+01	1.61039e+01	1.48521e+01	4.47242e+01
1.48156e+01	1.22223e+01	1.24712e+01	1.40673e+01
1.42398e+01	1.32342e+01	1.21338e+01	1.34846e+01
3.03192e+01	1.27503e+01	1.25489e+01	3.09770e+01
1.83709e+01	1.20929e+01	1.24782e+01	1.76518e+01
2.10603e+01	1.20378e+01	1.26259e+01	2.10586e+01
2.32309e+01	1.24284e+01	1.21032e+01	2.55941e+01
1.47338e+01	1.32072e+01	1.21654e+01	1.45775e+01
1.32030e+01	1.28505e+01	1.28643e+01	1.35228e+01
1.32092e+01	1.29025e+01	1.30323e+01	1.29816e+01
2.98394e+01	1.26952e+01	1.25489e+01	2.96723e+01
1.83628e+01	1.27858e+01	1.21538e+01	1.84866e+01
2.10003e+01	1.22183e+01	1.24703e+01	2.10586e+01
1.26467e+01	1.28478e+01	1.20402e+01	1.23120e+01
1.49830e+01	1.20284e+01	1.20015e+01	1.53406e+01
1.96067e+01	1.21945e+01	1.20206e+01	1.86141e+01
1.38647e+01	1.32420e+01	1.21338e+01	1.34846e+01
1.54102e+01	1.30252e+01	1.20471e+01	1.68402e+01
1.47338e+01	1.30562e+01	1.21654e+01	1.49972e+01
