1.26412e-07	4.26467e+01
5.90290e-11	5.37808e+01
6.46833e-06	3.51079e+01
1.39533e-01	1.77455e+01
5.12105e-02	2.11179e+01
6.26874e-03	2.71326e+01
2.35773e-02	2.33918e+01
4.51518e-07	3.51126e+01
5.76521e-02	2.08517e+01
3.52061e-04	3.19666e+01
1.72412e-01	1.66839e+01
3.43037e-01	1.55879e+01
6.20714e-03	2.71615e+01
6.94706e-02	1.94026e+01
8.55198e-03	2.58621e+01
9.65458e-02	1.84324e+01
6.78669e-10	5.12266e+01
2.04889e-01	1.58230e+01
4.15247e-03	2.92446e+01
1.06374e-02	2.55270e+01
5.74808e-04	3.08223e+01
3.47789e-01	1.50943e+01
1.09041e-02	2.46866e+01
2.36906e-02	2.33263e+01
1.90051e-01	1.61228e+01
1.84126e-03	3.02954e+01
5.41372e-01	1.46085e+01
5.75607e-03	2.90324e+01
1.46075e-01	1.73019e+01
1.08092e-02	2.48503e+01
9.62556e-02	1.84513e+01
1.67531e-02	2.46139e+01
2.48323e-04	3.31543e+01
3.44089e-01	1.55491e+01
