4.26467e+01	1.27052e+01	1.41956e+01	2.93845e+01
5.37808e+01	2.19845e+01	1.75452e+01	4.97126e+01
3.15118e+01	1.25313e+01	1.25130e+01	3.51079e+01
1.76400e+01	1.20612e+01	1.34392e+01	1.77455e+01
1.88051e+01	1.20696e+01	1.21931e+01	2.11179e+01
2.48503e+01	1.23594e+01	1.21904e+01	2.71326e+01
2.33918e+01	1.20662e+01	1.25567e+01	2.17477e+01
3.15292e+01	1.28244e+01	1.25130e+01	3.51126e+01
1.88051e+01	1.20696e+01	1.24881e+01	2.08517e+01
3.19666e+01	1.21277e+01	1.24389e+01	2.89443e+01
1.58230e+01	1.20676e+01	1.22396e+01	1.66839e+01
1.46420e+01	1.32652e+01	1.25598e+01	1.55879e+01
2.48674e+01	1.23594e+01	1.21904e+01	2.71615e+01
1.89365e+01	1.20716e+01	1.24136e+01	1.94026e+01
2.58621e+01	1.20453e+01	1.26241e+01	2.48343e+01
1.84324e+01	1.20228e+01	1.21993e+01	1.74884e+01
3.05442e+01	1.28544e+01	1.75589e+01	5.12266e+01
1.58230e+01	1.21493e+01	1.21993e+01	1.56919e+01
2.64259e+01	1.20560e+01	1.33792e+01	2.92446e+01
2.47821e+01	1.22430e+01	1.27844e+01	2.55270e+01
3.08223e+01	1.21277e+01	1.20751e+01	2.82383e+01
1.37049e+01	1.22330e+01	1.24125e+01	1.50943e+01
2.46866e+01	1.23637e+01	1.20562e+01	2.42782e+01
2.33263e+01	1.20645e+01	1.34412e+01	2.33130e+01
1.61228e+01	1.21493e+01	1.20826e+01	1.56919e+01
2.66068e+01	1.23825e+01	1.21854e+01	3.02954e+01
1.37441e+01	1.43425e+01	1.23199e+01	1.46085e+01
2.52614e+01	1.23769e+01	1.30450e+01	2.90324e+01
1.59913e+01	1.20128e+01	1.21258e+01	1.73019e+01
2.48503e+01	1.23566e+01	1.20738e+01	2.41839e+01
1.84513e+01	1.20228e+01	1.21993e+01	1.74884e+01
2.38355e+01	1.28333e+01	1.25130e+01	2.46139e+01
3.31543e+01	1.21101e+01	1.21904e+01	2.78232e+01
1.46420e+01	1.32487e+01	1.25596e+01	1.55491e+01
