f1	f2
0.000000000000000e+00	1.000000000000000e+00
2.795551662663376e-02	9.688269390638937e-01
1.975024403526926e-01	7.201362564458220e-01
2.130782950730115e-01	6.867227346698879e-01
2.230782950730115e-01	6.508223367067582e-01
2.330782950730114e-01	6.459833344666757e-01
4.130782950730115e-01	3.747296253632325e-01
4.174451545475091e-02	8.888701188686918e-01
5.174451545475091e-02	8.561567085443547e-01
6.174451545475091e-02	8.104377942863297e-01
7.174451545475091e-02	7.618131241415979e-01
5.250908021407564e-02	8.162672534796570e-01
6.250908021407564e-02	7.809461894583437e-01
