f1	f2
0.000000000000000e+00	1.000000000000000e+00
4.800000000000000e-01	2.942698178129134e-01
5.171474129341935e-02	8.728545112172024e-01
8.324453484960783e-01	-1.505436868220743e-01
8.424453484960783e-01	-2.185414676974252e-01
1.065969088099190e-01	8.026662094922269e-01
3.988713247543074e-01	6.740898817898473e-01
4.088713247543074e-01	5.415493479144734e-01
4.188713247543074e-01	4.262815867242646e-01
4.288713247543074e-01	3.611430797461712e-01
4.388713247543075e-01	3.067263047392615e-01
6.188713247543074e-01	9.783653099574662e-02
6.288713247543074e-01	5.305982667792518e-03
6.388713247543074e-01	-6.156117319182407e-02
