f1	f2
8.424453484960783e-01	-2.185414676974252e-01
8.324453484960783e-01	-1.505436868220743e-01
6.388713247543074e-01	-6.156117319182407e-02
4.664824442765833e-01	-1.811595379559583e-02
4.500228422118744e-01	2.268642216724016e-01
2.661505552971661e-01	2.521775082905532e-01
2.441462411660481e-01	3.113968962431844e-01
2.338781060902323e-01	4.706954884473120e-01
2.220271091387744e-01	5.082117744360753e-01
2.177908779929785e-01	5.629512857961185e-01
2.120271091387744e-01	5.993394226826534e-01
2.077908779929785e-01	6.445759517109343e-01
6.615055529716607e-02	6.898970957709882e-01
5.615055529716607e-02	7.371044858582818e-01
4.292592423913333e-02	7.781078007764358e-01
4.023127383804403e-02	7.934169342626229e-01
3.023127383804403e-02	8.024835949912527e-01
2.162706134216164e-02	8.495253897424667e-01
2.114532388306722e-02	8.736160679402160e-01
2.023127383804402e-02	8.845626017428531e-01
1.162706134216164e-02	9.226266434437551e-01
1.627061342161635e-03	9.931052718736485e-01
0.000000000000000e+00	1.000000000000000e+00
0.000000000000000e+00	1.000000000000000e+00
0.000000000000000e+00	1.000000000000000e+00
0.000000000000000e+00	1.000000000000000e+00
0.000000000000000e+00	1.000000000000000e+00
0.000000000000000e+00	1.000000000000000e+00
0.000000000000000e+00	1.000000000000000e+00
0.000000000000000e+00	1.000000000000000e+00
0.000000000000000e+00	1.000000000000000e+00
0.000000000000000e+00	1.000000000000000e+00
